matrix,mode,opt_level,schedule,chunk_size,num_threads,perc90_elapsed_time
bcsstk27.mtx,parallel,-O3,static,10,4,0.06251
bcsstk27.mtx,parallel,-O3,static,10,8,0.07489
bcsstk27.mtx,parallel,-O3,static,10,16,0.07462
bcsstk27.mtx,parallel,-O3,static,10,32,0.10402
bcsstk27.mtx,parallel,-O3,static,10,64,0.19977
bcsstk27.mtx,parallel,-O3,static,100,1,0.02632
bcsstk27.mtx,parallel,-O3,static,100,2,0.08357
bcsstk27.mtx,parallel,-O3,static,100,4,0.04907
bcsstk27.mtx,parallel,-O3,static,100,8,0.07002
bcsstk27.mtx,parallel,-O3,static,100,16,0.09949
bcsstk27.mtx,parallel,-O3,static,100,32,0.14801
bcsstk27.mtx,parallel,-O3,static,100,64,0.18058
bcsstk27.mtx,parallel,-O3,static,1000,1,0.03119
bcsstk27.mtx,parallel,-O3,static,1000,2,0.03707
bcsstk27.mtx,parallel,-O3,static,1000,4,0.04275
bcsstk27.mtx,parallel,-O3,static,1000,8,0.05372
bcsstk27.mtx,parallel,-O3,static,1000,16,0.08638
bcsstk27.mtx,parallel,-O3,static,1000,32,0.13447
bcsstk27.mtx,parallel,-O3,static,1000,64,0.19779
bcsstk27.mtx,parallel,-O3,static,10000,1,0.02651
bcsstk27.mtx,parallel,-O3,static,10000,2,0.04127
bcsstk27.mtx,parallel,-O3,static,10000,4,0.04463
bcsstk27.mtx,parallel,-O3,static,10000,8,0.05474
bcsstk27.mtx,parallel,-O3,static,10000,16,0.0911
bcsstk27.mtx,parallel,-O3,static,10000,32,0.13342
bcsstk27.mtx,parallel,-O3,static,10000,64,0.21486
bcsstk27.mtx,parallel,-O3,dynamic,1,1,0.05312
bcsstk27.mtx,parallel,-O3,dynamic,1,2,0.32525
bcsstk27.mtx,parallel,-O3,dynamic,1,4,0.28851
bcsstk27.mtx,parallel,-O3,dynamic,1,8,0.2717
bcsstk27.mtx,parallel,-O3,dynamic,1,16,0.30513
bcsstk27.mtx,parallel,-O3,dynamic,1,32,0.30274
bcsstk27.mtx,parallel,-O3,dynamic,1,64,0.38569
bcsstk27.mtx,parallel,-O3,dynamic,10,1,0.02847
bcsstk27.mtx,parallel,-O3,dynamic,10,2,0.09251
bcsstk27.mtx,parallel,-O3,dynamic,10,4,0.06948
bcsstk27.mtx,parallel,-O3,dynamic,10,8,0.06692
bcsstk27.mtx,parallel,-O3,dynamic,10,16,0.08137
bcsstk27.mtx,parallel,-O3,dynamic,10,32,0.12045
bcsstk27.mtx,parallel,-O3,dynamic,10,64,0.26014
bcsstk27.mtx,parallel,-O3,dynamic,100,1,0.02749
bcsstk27.mtx,parallel,-O3,dynamic,100,2,0.05231
bcsstk27.mtx,parallel,-O3,dynamic,100,4,0.05786
bcsstk27.mtx,parallel,-O3,dynamic,100,8,0.05286
bcsstk27.mtx,parallel,-O3,dynamic,100,16,0.0674
bcsstk27.mtx,parallel,-O3,dynamic,100,32,0.11187
bcsstk27.mtx,parallel,-O3,dynamic,100,64,0.19901
bcsstk27.mtx,parallel,-O3,dynamic,1000,1,0.02718
bcsstk27.mtx,parallel,-O3,dynamic,1000,2,0.0885
bcsstk27.mtx,parallel,-O3,dynamic,1000,4,0.13487
bcsstk27.mtx,parallel,-O3,dynamic,1000,8,0.12624
bcsstk27.mtx,parallel,-O3,dynamic,1000,16,0.13828
bcsstk27.mtx,parallel,-O3,dynamic,1000,32,0.17078
bcsstk27.mtx,parallel,-O3,dynamic,1000,64,0.28274
bcsstk27.mtx,parallel,-O3,dynamic,10000,1,0.03469
bcsstk27.mtx,parallel,-O3,dynamic,10000,2,0.12104
bcsstk27.mtx,parallel,-O3,dynamic,10000,4,0.11742
bcsstk27.mtx,parallel,-O3,dynamic,10000,8,0.14725
bcsstk27.mtx,parallel,-O3,dynamic,10000,16,0.15585
bcsstk27.mtx,parallel,-O3,dynamic,10000,32,0.19624
bcsstk27.mtx,parallel,-O3,dynamic,10000,64,0.25518
bcsstk27.mtx,parallel,-O3,guided,1,1,0.02642
bcsstk27.mtx,parallel,-O3,guided,1,2,0.0634
bcsstk27.mtx,parallel,-O3,guided,1,4,0.04942
bcsstk27.mtx,parallel,-O3,guided,1,8,0.05858
bcsstk27.mtx,parallel,-O3,guided,1,16,0.10607
bcsstk27.mtx,parallel,-O3,guided,1,32,0.18489
bcsstk27.mtx,parallel,-O3,guided,1,64,0.41392
bcsstk27.mtx,parallel,-O3,guided,10,1,0.02632
bcsstk27.mtx,parallel,-O3,guided,10,2,0.06025
bcsstk27.mtx,parallel,-O3,guided,10,4,0.05956
bcsstk27.mtx,parallel,-O3,guided,10,8,0.0797
bcsstk27.mtx,parallel,-O3,guided,10,16,0.08013
bcsstk27.mtx,parallel,-O3,guided,10,32,0.14906
bcsstk27.mtx,parallel,-O3,guided,10,64,0.27192
bcsstk27.mtx,parallel,-O3,guided,100,1,0.02632
bcsstk27.mtx,parallel,-O3,guided,100,2,0.07813
bcsstk27.mtx,parallel,-O3,guided,100,4,0.04585
bcsstk27.mtx,parallel,-O3,guided,100,8,0.08111
bcsstk27.mtx,parallel,-O3,guided,100,16,0.07243
bcsstk27.mtx,parallel,-O3,guided,100,32,0.1065
bcsstk27.mtx,parallel,-O3,guided,100,64,0.18296
bcsstk27.mtx,parallel,-O3,guided,1000,1,0.03245
bcsstk27.mtx,parallel,-O3,guided,1000,2,0.10183
bcsstk27.mtx,parallel,-O3,guided,1000,4,0.11678
bcsstk27.mtx,parallel,-O3,guided,1000,8,0.13311
bcsstk27.mtx,parallel,-O3,guided,1000,16,0.14033
bcsstk27.mtx,parallel,-O3,guided,1000,32,0.18909
bcsstk27.mtx,parallel,-O3,guided,1000,64,0.24016
bcsstk27.mtx,parallel,-O3,guided,10000,1,0.02644
bcsstk27.mtx,parallel,-O3,guided,10000,2,0.11709
bcsstk27.mtx,parallel,-O3,guided,10000,4,0.1405
bcsstk27.mtx,parallel,-O3,guided,10000,8,0.13745
bcsstk27.mtx,parallel,-O3,guided,10000,16,0.17219
bcsstk27.mtx,parallel,-O3,guided,10000,32,0.18394
bcsstk27.mtx,parallel,-O3,guided,10000,64,0.25988
Hook_1498.mtx,parallel,-O3,static,1,1,48.31724
Hook_1498.mtx,parallel,-O3,static,1,2,74.0335
Hook_1498.mtx,parallel,-O3,static,1,4,75.83108
Hook_1498.mtx,parallel,-O3,static,1,8,56.64911
Hook_1498.mtx,parallel,-O3,static,1,16,30.57022
Hook_1498.mtx,parallel,-O3,static,1,32,19.56601
Hook_1498.mtx,parallel,-O3,static,1,64,17.11564
Hook_1498.mtx,parallel,-O3,static,10,1,43.68079
Hook_1498.mtx,parallel,-O3,static,10,2,60.59699
Hook_1498.mtx,parallel,-O3,static,10,4,37.94642
Hook_1498.mtx,parallel,-O3,static,10,8,22.01202
Hook_1498.mtx,parallel,-O3,static,10,16,15.39142
Hook_1498.mtx,parallel,-O3,static,10,32,14.01234
Hook_1498.mtx,parallel,-O3,static,10,64,10.06834
Hook_1498.mtx,parallel,-O3,static,100,1,43.27409
Hook_1498.mtx,parallel,-O3,static,100,2,42.42792
Hook_1498.mtx,parallel,-O3,static,100,4,22.55647
Hook_1498.mtx,parallel,-O3,static,100,8,13.29145
Hook_1498.mtx,parallel,-O3,static,100,16,10.89227
Hook_1498.mtx,parallel,-O3,static,100,32,9.39796
Hook_1498.mtx,parallel,-O3,static,100,64,9.12681
Hook_1498.mtx,parallel,-O3,static,1000,1,43.4216
Hook_1498.mtx,parallel,-O3,static,1000,2,38.25188
Hook_1498.mtx,parallel,-O3,static,1000,4,20.01281
Hook_1498.mtx,parallel,-O3,static,1000,8,12.2931
Hook_1498.mtx,parallel,-O3,static,1000,16,10.07299
Hook_1498.mtx,parallel,-O3,static,1000,32,6.51839
Hook_1498.mtx,parallel,-O3,static,1000,64,8.3689
Hook_1498.mtx,parallel,-O3,static,10000,1,43.18066
Hook_1498.mtx,parallel,-O3,static,10000,2,37.82361
Hook_1498.mtx,parallel,-O3,static,10000,4,19.29145
Hook_1498.mtx,parallel,-O3,static,10000,8,12.36796
Hook_1498.mtx,parallel,-O3,static,10000,16,8.90892
Hook_1498.mtx,parallel,-O3,static,10000,32,6.53319
Hook_1498.mtx,parallel,-O3,static,10000,64,6.99699
Hook_1498.mtx,parallel,-O3,dynamic,1,1,64.39354
Hook_1498.mtx,parallel,-O3,dynamic,1,2,216.96629
Hook_1498.mtx,parallel,-O3,dynamic,1,4,220.85111
Hook_1498.mtx,parallel,-O3,dynamic,1,8,179.87988
Hook_1498.mtx,parallel,-O3,dynamic,1,16,133.09455
Hook_1498.mtx,parallel,-O3,dynamic,1,32,113.82079
Hook_1498.mtx,parallel,-O3,dynamic,1,64,100.00072
Hook_1498.mtx,parallel,-O3,dynamic,10,1,45.49937
Hook_1498.mtx,parallel,-O3,dynamic,10,2,70.69132
Hook_1498.mtx,parallel,-O3,dynamic,10,4,45.22622
Hook_1498.mtx,parallel,-O3,dynamic,10,8,26.62261
Hook_1498.mtx,parallel,-O3,dynamic,10,16,18.58447
Hook_1498.mtx,parallel,-O3,dynamic,10,32,15.70184
Hook_1498.mtx,parallel,-O3,dynamic,10,64,16.1211
Hook_1498.mtx,parallel,-O3,dynamic,100,1,43.41731
Hook_1498.mtx,parallel,-O3,dynamic,100,2,33.84399
Hook_1498.mtx,parallel,-O3,dynamic,100,4,20.47009
Hook_1498.mtx,parallel,-O3,dynamic,100,8,12.95824
Hook_1498.mtx,parallel,-O3,dynamic,100,16,10.3183
Hook_1498.mtx,parallel,-O3,dynamic,100,32,8.8038
Hook_1498.mtx,parallel,-O3,dynamic,100,64,8.93633
Hook_1498.mtx,parallel,-O3,dynamic,1000,1,43.40851
Hook_1498.mtx,parallel,-O3,dynamic,1000,2,30.28643
Hook_1498.mtx,parallel,-O3,dynamic,1000,4,17.88816
Hook_1498.mtx,parallel,-O3,dynamic,1000,8,10.74891
Hook_1498.mtx,parallel,-O3,dynamic,1000,16,9.93173
Hook_1498.mtx,parallel,-O3,dynamic,1000,32,8.162
Hook_1498.mtx,parallel,-O3,dynamic,1000,64,8.69963
Hook_1498.mtx,parallel,-O3,dynamic,10000,1,46.88749
Hook_1498.mtx,parallel,-O3,dynamic,10000,2,29.79007
Hook_1498.mtx,parallel,-O3,dynamic,10000,4,17.84227
Hook_1498.mtx,parallel,-O3,dynamic,10000,8,10.9349
Hook_1498.mtx,parallel,-O3,dynamic,10000,16,8.39682
Hook_1498.mtx,parallel,-O3,dynamic,10000,32,7.7116
Hook_1498.mtx,parallel,-O3,dynamic,10000,64,7.72319
Hook_1498.mtx,parallel,-O3,guided,1,1,43.38186
Hook_1498.mtx,parallel,-O3,guided,1,2,37.53519
Hook_1498.mtx,parallel,-O3,guided,1,4,19.43123
Hook_1498.mtx,parallel,-O3,guided,1,8,11.11178
Hook_1498.mtx,parallel,-O3,guided,1,16,9.99796
Hook_1498.mtx,parallel,-O3,guided,1,32,8.26552
Hook_1498.mtx,parallel,-O3,guided,1,64,7.9283
Hook_1498.mtx,parallel,-O3,guided,10,1,43.23983
Hook_1498.mtx,parallel,-O3,guided,10,2,37.5844
Hook_1498.mtx,parallel,-O3,guided,10,4,19.50171
Hook_1498.mtx,parallel,-O3,guided,10,8,11.62472
Hook_1498.mtx,parallel,-O3,guided,10,16,10.14042
Hook_1498.mtx,parallel,-O3,guided,10,32,7.45351
Hook_1498.mtx,parallel,-O3,guided,10,64,8.0193
Hook_1498.mtx,parallel,-O3,guided,100,1,43.22998
Hook_1498.mtx,parallel,-O3,guided,100,2,37.64627
Hook_1498.mtx,parallel,-O3,guided,100,4,19.192
Hook_1498.mtx,parallel,-O3,guided,100,8,11.83567
Hook_1498.mtx,parallel,-O3,guided,100,16,10.15859
Hook_1498.mtx,parallel,-O3,guided,100,32,8.81855
Hook_1498.mtx,parallel,-O3,guided,100,64,8.11324
Hook_1498.mtx,parallel,-O3,guided,1000,1,43.2687
Hook_1498.mtx,parallel,-O3,guided,1000,2,37.76798
Hook_1498.mtx,parallel,-O3,guided,1000,4,18.77031
Hook_1498.mtx,parallel,-O3,guided,1000,8,11.88943
Hook_1498.mtx,parallel,-O3,guided,1000,16,10.12697
Hook_1498.mtx,parallel,-O3,guided,1000,32,8.03945
Hook_1498.mtx,parallel,-O3,guided,1000,64,7.91223
Hook_1498.mtx,parallel,-O3,guided,10000,1,43.28179
Hook_1498.mtx,parallel,-O3,guided,10000,2,37.27512
Hook_1498.mtx,parallel,-O3,guided,10000,4,19.42065
Hook_1498.mtx,parallel,-O3,guided,10000,8,12.26206
Hook_1498.mtx,parallel,-O3,guided,10000,16,9.68778
Hook_1498.mtx,parallel,-O3,guided,10000,32,8.42454
Hook_1498.mtx,parallel,-O3,guided,10000,64,7.8028
msdoor.mtx,parallel,-O3,static,1,1,13.63118
msdoor.mtx,parallel,-O3,static,1,2,24.50592
msdoor.mtx,parallel,-O3,static,1,4,25.62614
msdoor.mtx,parallel,-O3,static,1,8,16.59915
msdoor.mtx,parallel,-O3,static,1,16,9.12042
msdoor.mtx,parallel,-O3,static,1,32,6.10666
msdoor.mtx,parallel,-O3,static,1,64,7.23441
msdoor.mtx,parallel,-O3,static,10,1,13.6987
msdoor.mtx,parallel,-O3,static,10,2,19.223
msdoor.mtx,parallel,-O3,static,10,4,11.59642
msdoor.mtx,parallel,-O3,static,10,8,7.51705
msdoor.mtx,parallel,-O3,static,10,16,4.91817
msdoor.mtx,parallel,-O3,static,10,32,4.28367
msdoor.mtx,parallel,-O3,static,10,64,4.23603
msdoor.mtx,parallel,-O3,static,100,1,13.58578
msdoor.mtx,parallel,-O3,static,100,2,14.01017
msdoor.mtx,parallel,-O3,static,100,4,8.23789
msdoor.mtx,parallel,-O3,static,100,8,4.64299
msdoor.mtx,parallel,-O3,static,100,16,2.89958
msdoor.mtx,parallel,-O3,static,100,32,1.90554
msdoor.mtx,parallel,-O3,static,100,64,1.15764
msdoor.mtx,parallel,-O3,static,1000,1,13.55524
msdoor.mtx,parallel,-O3,static,1000,2,11.8587
msdoor.mtx,parallel,-O3,static,1000,4,6.79202
msdoor.mtx,parallel,-O3,static,1000,8,4.46556
msdoor.mtx,parallel,-O3,static,1000,16,2.56031
msdoor.mtx,parallel,-O3,static,1000,32,1.95408
msdoor.mtx,parallel,-O3,static,1000,64,2.41478
msdoor.mtx,parallel,-O3,static,10000,1,13.60571
msdoor.mtx,parallel,-O3,static,10000,2,11.43985
msdoor.mtx,parallel,-O3,static,10000,4,6.98209
msdoor.mtx,parallel,-O3,static,10000,8,4.97193
msdoor.mtx,parallel,-O3,static,10000,16,3.17054
msdoor.mtx,parallel,-O3,static,10000,32,2.23556
msdoor.mtx,parallel,-O3,static,10000,64,1.67961
msdoor.mtx,parallel,-O3,dynamic,1,1,20.32063
msdoor.mtx,parallel,-O3,dynamic,1,2,65.09488
msdoor.mtx,parallel,-O3,dynamic,1,4,57.51653
msdoor.mtx,parallel,-O3,dynamic,1,8,44.07604
msdoor.mtx,parallel,-O3,dynamic,1,16,34.18777
msdoor.mtx,parallel,-O3,dynamic,1,32,31.25689
msdoor.mtx,parallel,-O3,dynamic,1,64,28.55532
msdoor.mtx,parallel,-O3,dynamic,10,1,14.29057
msdoor.mtx,parallel,-O3,dynamic,10,2,20.39483
msdoor.mtx,parallel,-O3,dynamic,10,4,13.18321
msdoor.mtx,parallel,-O3,dynamic,10,8,8.36296
msdoor.mtx,parallel,-O3,dynamic,10,16,5.91404
msdoor.mtx,parallel,-O3,dynamic,10,32,5.14581
msdoor.mtx,parallel,-O3,dynamic,10,64,5.30131
msdoor.mtx,parallel,-O3,dynamic,100,1,13.65049
msdoor.mtx,parallel,-O3,dynamic,100,2,10.58702
msdoor.mtx,parallel,-O3,dynamic,100,4,7.56433
msdoor.mtx,parallel,-O3,dynamic,100,8,4.48484
msdoor.mtx,parallel,-O3,dynamic,100,16,3.15728
msdoor.mtx,parallel,-O3,dynamic,100,32,3.0056
msdoor.mtx,parallel,-O3,dynamic,100,64,2.80378
msdoor.mtx,parallel,-O3,dynamic,1000,1,13.52203
msdoor.mtx,parallel,-O3,dynamic,1000,2,9.64501
msdoor.mtx,parallel,-O3,dynamic,1000,4,6.44083
msdoor.mtx,parallel,-O3,dynamic,1000,8,4.06308
msdoor.mtx,parallel,-O3,dynamic,1000,16,2.77915
msdoor.mtx,parallel,-O3,dynamic,1000,32,2.57487
msdoor.mtx,parallel,-O3,dynamic,1000,64,2.71397
msdoor.mtx,parallel,-O3,dynamic,10000,1,13.70699
msdoor.mtx,parallel,-O3,dynamic,10000,2,10.04179
msdoor.mtx,parallel,-O3,dynamic,10000,4,6.35474
msdoor.mtx,parallel,-O3,dynamic,10000,8,4.62821
msdoor.mtx,parallel,-O3,dynamic,10000,16,3.26099
msdoor.mtx,parallel,-O3,dynamic,10000,32,2.69341
msdoor.mtx,parallel,-O3,dynamic,10000,64,3.53796
msdoor.mtx,parallel,-O3,guided,1,1,13.49444
msdoor.mtx,parallel,-O3,guided,1,2,11.24852
msdoor.mtx,parallel,-O3,guided,1,4,6.53055
msdoor.mtx,parallel,-O3,guided,1,8,4.16486
msdoor.mtx,parallel,-O3,guided,1,16,2.67572
msdoor.mtx,parallel,-O3,guided,1,32,2.44911
msdoor.mtx,parallel,-O3,guided,1,64,2.55811
msdoor.mtx,parallel,-O3,guided,10,1,13.52584
msdoor.mtx,parallel,-O3,guided,10,2,11.37547
msdoor.mtx,parallel,-O3,guided,10,4,6.619
msdoor.mtx,parallel,-O3,guided,10,8,3.91767
msdoor.mtx,parallel,-O3,guided,10,16,2.87266
msdoor.mtx,parallel,-O3,guided,10,32,2.57163
msdoor.mtx,parallel,-O3,guided,10,64,2.87364
msdoor.mtx,parallel,-O3,guided,100,1,14.66243
msdoor.mtx,parallel,-O3,guided,100,2,11.35073
msdoor.mtx,parallel,-O3,guided,100,4,6.58014
msdoor.mtx,parallel,-O3,guided,100,8,4.27067
msdoor.mtx,parallel,-O3,guided,100,16,2.93272
msdoor.mtx,parallel,-O3,guided,100,32,2.3622
msdoor.mtx,parallel,-O3,guided,100,64,2.4143
msdoor.mtx,parallel,-O3,guided,1000,1,14.77454
msdoor.mtx,parallel,-O3,guided,1000,2,11.63106
msdoor.mtx,parallel,-O3,guided,1000,4,6.70593
msdoor.mtx,parallel,-O3,guided,1000,8,3.95527
msdoor.mtx,parallel,-O3,guided,1000,16,3.0071
msdoor.mtx,parallel,-O3,guided,1000,32,2.58734
msdoor.mtx,parallel,-O3,guided,1000,64,2.47145
msdoor.mtx,parallel,-O3,guided,10000,1,13.67428
msdoor.mtx,parallel,-O3,guided,10000,2,11.41131
msdoor.mtx,parallel,-O3,guided,10000,4,6.84621
msdoor.mtx,parallel,-O3,guided,10000,8,4.04081
msdoor.mtx,parallel,-O3,guided,10000,16,3.17693
msdoor.mtx,parallel,-O3,guided,10000,32,2.97618
msdoor.mtx,parallel,-O3,guided,10000,64,3.04618
tmt_sym.mtx,parallel,-O3,static,1,1,5.29511
tmt_sym.mtx,parallel,-O3,static,1,2,17.18969
tmt_sym.mtx,parallel,-O3,static,1,4,9.56359
tmt_sym.mtx,parallel,-O3,static,1,8,9.05805
tmt_sym.mtx,parallel,-O3,static,1,16,4.9721
tmt_sym.mtx,parallel,-O3,static,1,32,4.07457
tmt_sym.mtx,parallel,-O3,static,1,64,2.53839
tmt_sym.mtx,parallel,-O3,static,10,1,5.29251
tmt_sym.mtx,parallel,-O3,static,10,2,8.10375
tmt_sym.mtx,parallel,-O3,static,10,4,7.48112
tmt_sym.mtx,parallel,-O3,static,10,8,4.54485
tmt_sym.mtx,parallel,-O3,static,10,16,3.02582
tmt_sym.mtx,parallel,-O3,static,10,32,2.14944
tmt_sym.mtx,parallel,-O3,static,10,64,1.40133
tmt_sym.mtx,parallel,-O3,static,100,1,5.29268
tmt_sym.mtx,parallel,-O3,static,100,2,6.80473
tmt_sym.mtx,parallel,-O3,static,100,4,5.86898
tmt_sym.mtx,parallel,-O3,static,100,8,2.75977
tmt_sym.mtx,parallel,-O3,static,100,16,1.63119
tmt_sym.mtx,parallel,-O3,static,100,32,1.04809
tmt_sym.mtx,parallel,-O3,static,100,64,1.12996
tmt_sym.mtx,parallel,-O3,static,1000,1,5.25293
tmt_sym.mtx,parallel,-O3,static,1000,2,5.64218
tmt_sym.mtx,parallel,-O3,static,1000,4,4.83208
tmt_sym.mtx,parallel,-O3,static,1000,8,2.59676
tmt_sym.mtx,parallel,-O3,static,1000,16,1.45557
tmt_sym.mtx,parallel,-O3,static,1000,32,0.83191
