matrix,mode,opt_level,schedule,chunk_size,num_threads,p90_time_perf,p90_L1_miss,p90_LLC_miss
msdoor.mtx,parallel,-O3,dynamic,1,1,19.407082,0.26,20.386
msdoor.mtx,parallel,-O3,dynamic,1,2,61.023021,0.32,37.919
msdoor.mtx,parallel,-O3,dynamic,1,4,58.715629,0.36,67.983
msdoor.mtx,parallel,-O3,dynamic,1,8,46.553707,0.39,44.446
msdoor.mtx,parallel,-O3,dynamic,1,16,36.840105,0.41,39.961
msdoor.mtx,parallel,-O3,dynamic,1,32,31.208515,0.43,33.173
msdoor.mtx,parallel,-O3,dynamic,1,64,52.088571,0.43,27.674
msdoor.mtx,parallel,-O3,dynamic,10,1,12.94787,0.26,23.156
msdoor.mtx,parallel,-O3,dynamic,10,2,14.377093,0.28,47.331
msdoor.mtx,parallel,-O3,dynamic,10,4,10.434198,0.28,55.231
msdoor.mtx,parallel,-O3,dynamic,10,8,7.006812,0.29,49.332
msdoor.mtx,parallel,-O3,dynamic,10,16,5.310488,0.29,42.234
msdoor.mtx,parallel,-O3,dynamic,10,32,3.999114,0.291,39.422
msdoor.mtx,parallel,-O3,dynamic,10,64,25.989151,0.29,37.909
msdoor.mtx,parallel,-O3,dynamic,100,1,12.324882,0.26,22.759
msdoor.mtx,parallel,-O3,dynamic,100,2,8.654785,0.27,28.311
msdoor.mtx,parallel,-O3,dynamic,100,4,5.259395,0.27,34.013
msdoor.mtx,parallel,-O3,dynamic,100,8,3.402281,0.27,32.222
msdoor.mtx,parallel,-O3,dynamic,100,16,3.364015,0.27,29.882
msdoor.mtx,parallel,-O3,dynamic,100,32,23.203992,0.27,28.714
msdoor.mtx,parallel,-O3,dynamic,100,64,68.188953,0.27,28.415
msdoor.mtx,parallel,-O3,dynamic,1000,1,12.308454,0.26,23.106
msdoor.mtx,parallel,-O3,dynamic,1000,2,8.17759,0.261,24.031
msdoor.mtx,parallel,-O3,dynamic,1000,4,4.989028,0.261,28.727
msdoor.mtx,parallel,-O3,dynamic,1000,8,3.224516,0.26,26.745
msdoor.mtx,parallel,-O3,dynamic,1000,16,2.883267,0.26,26.016
msdoor.mtx,parallel,-O3,dynamic,1000,32,32.265568,0.26,25.631
msdoor.mtx,parallel,-O3,dynamic,1000,64,69.825793,0.261,25.519
msdoor.mtx,parallel,-O3,dynamic,10000,1,12.170863,0.26,22.768
msdoor.mtx,parallel,-O3,dynamic,10000,2,8.075071,0.26,24.145
msdoor.mtx,parallel,-O3,dynamic,10000,4,4.847407,0.26,27.169
msdoor.mtx,parallel,-O3,dynamic,10000,8,3.375793,0.26,26.651
msdoor.mtx,parallel,-O3,dynamic,10000,16,3.174829,0.26,26.35
msdoor.mtx,parallel,-O3,dynamic,10000,32,24.325895,0.26,26.561
msdoor.mtx,parallel,-O3,dynamic,10000,64,39.300251,0.27,25.84
msdoor.mtx,parallel,-O3,guided,1,1,12.144947,0.261,22.48
msdoor.mtx,parallel,-O3,guided,1,2,7.998276,0.261,22.575
msdoor.mtx,parallel,-O3,guided,1,4,4.955459,0.26,26.046
msdoor.mtx,parallel,-O3,guided,1,8,3.156972,0.261,26.29
msdoor.mtx,parallel,-O3,guided,1,16,2.99108,0.261,26.299
msdoor.mtx,parallel,-O3,guided,1,32,26.334119,0.26,26.061
msdoor.mtx,parallel,-O3,guided,1,64,78.150154,0.27,25.337
msdoor.mtx,parallel,-O3,guided,10,1,12.279916,0.261,22.988
msdoor.mtx,parallel,-O3,guided,10,2,7.985759,0.27,22.345
msdoor.mtx,parallel,-O3,guided,10,4,4.710555,0.27,26.441
msdoor.mtx,parallel,-O3,guided,10,8,3.143287,0.26,26.491
msdoor.mtx,parallel,-O3,guided,10,16,2.894926,0.261,26.594
msdoor.mtx,parallel,-O3,guided,10,32,32.046294,0.261,26.348
msdoor.mtx,parallel,-O3,guided,10,64,65.036821,0.27,25.719
msdoor.mtx,parallel,-O3,guided,100,1,12.175083,0.26,22.865
msdoor.mtx,parallel,-O3,guided,100,2,7.957363,0.26,22.466
msdoor.mtx,parallel,-O3,guided,100,4,4.621553,0.26,26.448
msdoor.mtx,parallel,-O3,guided,100,8,3.131008,0.27,26.271
msdoor.mtx,parallel,-O3,guided,100,16,2.792669,0.261,26.032
msdoor.mtx,parallel,-O3,guided,100,32,33.841729,0.261,26.203
msdoor.mtx,parallel,-O3,guided,100,64,66.329598,0.26,25.929
msdoor.mtx,parallel,-O3,guided,1000,1,12.240887,0.26,23.16
msdoor.mtx,parallel,-O3,guided,1000,2,7.994247,0.26,22.635
msdoor.mtx,parallel,-O3,guided,1000,4,5.066585,0.27,26.04
msdoor.mtx,parallel,-O3,guided,1000,8,3.245568,0.26,26.049
msdoor.mtx,parallel,-O3,guided,1000,16,2.887296,0.261,26.536
msdoor.mtx,parallel,-O3,guided,1000,32,33.13756,0.26,26.013
msdoor.mtx,parallel,-O3,guided,1000,64,66.830754,0.26,25.049
msdoor.mtx,parallel,-O3,guided,10000,1,12.223529,0.26,23.623
msdoor.mtx,parallel,-O3,guided,10000,2,8.139158,0.26,22.412
msdoor.mtx,parallel,-O3,guided,10000,4,4.949212,0.261,25.89
msdoor.mtx,parallel,-O3,guided,10000,8,3.38521,0.261,26.056
msdoor.mtx,parallel,-O3,guided,10000,16,3.023839,0.261,27.142
msdoor.mtx,parallel,-O3,guided,10000,32,30.171609,0.261,26.4
msdoor.mtx,parallel,-O3,guided,10000,64,46.186399,0.26,25.807
tmt_sym.mtx,parallel,-O3,static,1,1,6.72443,0.26,35.825
tmt_sym.mtx,parallel,-O3,static,1,2,15.297603,0.33,22.104
tmt_sym.mtx,parallel,-O3,static,1,4,25.934505,0.481,18.473
tmt_sym.mtx,parallel,-O3,static,1,8,30.14648,0.691,33.11
tmt_sym.mtx,parallel,-O3,static,1,16,36.828542,0.77,37.502
tmt_sym.mtx,parallel,-O3,static,1,32,52.080417,0.771,29.752
tmt_sym.mtx,parallel,-O3,static,1,64,87.980366,0.76,28.347
tmt_sym.mtx,parallel,-O3,static,10,1,6.732059,0.26,32.499
tmt_sym.mtx,parallel,-O3,static,10,2,26.00758,0.31,34.113
tmt_sym.mtx,parallel,-O3,static,10,4,26.297736,0.33,57.101
tmt_sym.mtx,parallel,-O3,static,10,8,31.890201,0.34,46.731
tmt_sym.mtx,parallel,-O3,static,10,16,32.445479,0.34,41.896
tmt_sym.mtx,parallel,-O3,static,10,32,87.092614,0.34,43.32
tmt_sym.mtx,parallel,-O3,static,10,64,92.45348,0.33,45.681
tmt_sym.mtx,parallel,-O3,static,100,1,6.735564,0.26,34.15
tmt_sym.mtx,parallel,-O3,static,100,2,8.644557,0.261,47.993
tmt_sym.mtx,parallel,-O3,static,100,4,28.984094,0.27,43.118
tmt_sym.mtx,parallel,-O3,static,100,8,26.137185,0.27,45.733
tmt_sym.mtx,parallel,-O3,static,100,16,34.405184,0.27,42.786
tmt_sym.mtx,parallel,-O3,static,100,32,55.13227,0.27,39.972
tmt_sym.mtx,parallel,-O3,static,100,64,72.918606,0.26,38.398
tmt_sym.mtx,parallel,-O3,static,1000,1,6.72307,0.26,34.746
tmt_sym.mtx,parallel,-O3,static,1000,2,25.843215,0.26,38.232
tmt_sym.mtx,parallel,-O3,static,1000,4,25.893306,0.26,38.454
tmt_sym.mtx,parallel,-O3,static,1000,8,25.909805,0.26,36.299
tmt_sym.mtx,parallel,-O3,static,1000,16,30.288958,0.26,34.017
tmt_sym.mtx,parallel,-O3,static,1000,32,54.388952,0.26,33.224
tmt_sym.mtx,parallel,-O3,static,1000,64,95.713639,0.25,34.343
tmt_sym.mtx,parallel,-O3,static,10000,1,6.698394,0.26,34.637
tmt_sym.mtx,parallel,-O3,static,10000,2,25.456023,0.26,33.987
tmt_sym.mtx,parallel,-O3,static,10000,4,25.840974,0.26,33.486
tmt_sym.mtx,parallel,-O3,static,10000,8,28.132748,0.26,34.273
tmt_sym.mtx,parallel,-O3,static,10000,16,63.053107,0.26,34.651
tmt_sym.mtx,parallel,-O3,static,10000,32,58.830404,0.26,33.621
tmt_sym.mtx,parallel,-O3,static,10000,64,95.08574,0.25,33.072
tmt_sym.mtx,parallel,-O3,dynamic,1,1,19.36388,0.26,35.85
tmt_sym.mtx,parallel,-O3,dynamic,1,2,112.442088,0.44,38.221
tmt_sym.mtx,parallel,-O3,dynamic,1,4,72.581744,0.561,21.938
tmt_sym.mtx,parallel,-O3,dynamic,1,8,94.683957,0.701,25.199
tmt_sym.mtx,parallel,-O3,dynamic,1,16,98.31996,0.772,15.543
tmt_sym.mtx,parallel,-O3,dynamic,1,32,92.787409,0.831,10.409
tmt_sym.mtx,parallel,-O3,dynamic,1,64,115.958071,0.87,8.983
tmt_sym.mtx,parallel,-O3,dynamic,10,1,8.342814,0.26,34.502
tmt_sym.mtx,parallel,-O3,dynamic,10,2,14.51919,0.32,38.711
tmt_sym.mtx,parallel,-O3,dynamic,10,4,27.097654,0.33,47.733
tmt_sym.mtx,parallel,-O3,dynamic,10,8,28.70884,0.35,32.954
tmt_sym.mtx,parallel,-O3,dynamic,10,16,57.396245,0.35,42.809
tmt_sym.mtx,parallel,-O3,dynamic,10,32,68.71686,0.35,49.557
tmt_sym.mtx,parallel,-O3,dynamic,10,64,90.485716,0.34,49.54
tmt_sym.mtx,parallel,-O3,dynamic,100,1,6.874657,0.26,33.964
tmt_sym.mtx,parallel,-O3,dynamic,100,2,7.598853,0.26,51.251
tmt_sym.mtx,parallel,-O3,dynamic,100,4,26.512504,0.27,53.714
tmt_sym.mtx,parallel,-O3,dynamic,100,8,29.095459,0.27,46.371
tmt_sym.mtx,parallel,-O3,dynamic,100,16,38.942695,0.27,49.904
tmt_sym.mtx,parallel,-O3,dynamic,100,32,55.588508,0.27,51.127
tmt_sym.mtx,parallel,-O3,dynamic,100,64,92.483711,0.26,51.955
tmt_sym.mtx,parallel,-O3,dynamic,1000,1,6.732583,0.26,35.344
tmt_sym.mtx,parallel,-O3,dynamic,1000,2,8.30648,0.26,40.683
tmt_sym.mtx,parallel,-O3,dynamic,1000,4,25.990724,0.26,40.138
tmt_sym.mtx,parallel,-O3,dynamic,1000,8,26.099992,0.26,37.205
tmt_sym.mtx,parallel,-O3,dynamic,1000,16,53.284621,0.26,38.324
tmt_sym.mtx,parallel,-O3,dynamic,1000,32,78.729725,0.26,43.315
tmt_sym.mtx,parallel,-O3,dynamic,1000,64,90.364456,0.25,43.436
tmt_sym.mtx,parallel,-O3,dynamic,10000,1,6.744838,0.26,35.547
tmt_sym.mtx,parallel,-O3,dynamic,10000,2,25.992918,0.26,33.552
tmt_sym.mtx,parallel,-O3,dynamic,10000,4,26.991963,0.26,34.05
tmt_sym.mtx,parallel,-O3,dynamic,10000,8,32.772684,0.26,33.349
tmt_sym.mtx,parallel,-O3,dynamic,10000,16,47.914219,0.261,34.106
tmt_sym.mtx,parallel,-O3,dynamic,10000,32,66.616487,0.261,34.837
tmt_sym.mtx,parallel,-O3,dynamic,10000,64,98.079992,0.25,33.427
tmt_sym.mtx,parallel,-O3,guided,1,1,6.705952,0.26,33.088
tmt_sym.mtx,parallel,-O3,guided,1,2,25.999355,0.26,33.901
tmt_sym.mtx,parallel,-O3,guided,1,4,28.84705,0.26,34.2
tmt_sym.mtx,parallel,-O3,guided,1,8,33.267212,0.26,34.498
tmt_sym.mtx,parallel,-O3,guided,1,16,53.514552,0.26,34.598
tmt_sym.mtx,parallel,-O3,guided,1,32,107.376432,0.26,35.867
tmt_sym.mtx,parallel,-O3,guided,1,64,92.529202,0.25,37.181
tmt_sym.mtx,parallel,-O3,guided,10,1,6.733776,0.26,32.25
tmt_sym.mtx,parallel,-O3,guided,10,2,25.989628,0.26,33.582
tmt_sym.mtx,parallel,-O3,guided,10,4,25.993109,0.26,34.335
tmt_sym.mtx,parallel,-O3,guided,10,8,30.152344,0.26,34.721
tmt_sym.mtx,parallel,-O3,guided,10,16,51.827454,0.26,35.41
tmt_sym.mtx,parallel,-O3,guided,10,32,40.170669,0.26,35.768
tmt_sym.mtx,parallel,-O3,guided,10,64,98.952317,0.25,38.467
tmt_sym.mtx,parallel,-O3,guided,100,1,7.063317,0.26,36.37
tmt_sym.mtx,parallel,-O3,guided,100,2,25.987721,0.26,33.784
tmt_sym.mtx,parallel,-O3,guided,100,4,27.797246,0.26,33.233
tmt_sym.mtx,parallel,-O3,guided,100,8,46.94457,0.26,33.197
tmt_sym.mtx,parallel,-O3,guided,100,16,45.556664,0.26,34.934
tmt_sym.mtx,parallel,-O3,guided,100,32,115.074087,0.26,37.021
tmt_sym.mtx,parallel,-O3,guided,100,64,92.349005,0.25,38.079
tmt_sym.mtx,parallel,-O3,guided,1000,1,6.884146,0.26,34.678
tmt_sym.mtx,parallel,-O3,guided,1000,2,26.604271,0.26,33.281
tmt_sym.mtx,parallel,-O3,guided,1000,4,45.500588,0.26,32.511
tmt_sym.mtx,parallel,-O3,guided,1000,8,46.861315,0.26,34.935
tmt_sym.mtx,parallel,-O3,guided,1000,16,99.923587,0.26,34.206
tmt_sym.mtx,parallel,-O3,guided,1000,32,99.230218,0.251,36.514
tmt_sym.mtx,parallel,-O3,guided,1000,64,117.929792,0.25,38.682
tmt_sym.mtx,parallel,-O3,guided,10000,1,6.72679,0.26,34.121
tmt_sym.mtx,parallel,-O3,guided,10000,2,26.029873,0.26,32.548
tmt_sym.mtx,parallel,-O3,guided,10000,4,27.796936,0.26,32.355
tmt_sym.mtx,parallel,-O3,guided,10000,8,56.200147,0.26,33.339
tmt_sym.mtx,parallel,-O3,guided,10000,16,68.650698,0.26,33.204
tmt_sym.mtx,parallel,-O3,guided,10000,32,95.564103,0.26,35.026
tmt_sym.mtx,parallel,-O3,guided,10000,64,100.909352,0.25,35.091
