matrix,mode,opt_level,schedule,chunk_size,num_threads,p90_time,p90_bandwidth,p90_gflops
bcsstk27.mtx,parallel,-O3,static,10000,16,0.037265,10.433197,1.743068
bcsstk27.mtx,parallel,-O3,static,10000,32,0.044202,9.288911,1.551892
bcsstk27.mtx,parallel,-O3,static,10000,64,0.056338,7.551087,1.261556
bcsstk27.mtx,parallel,-O3,dynamic,1,1,0.0597,6.856101,1.145444
bcsstk27.mtx,parallel,-O3,dynamic,1,2,0.196862,1.880244,0.314131
bcsstk27.mtx,parallel,-O3,dynamic,1,4,0.159216,2.39233,0.399686
bcsstk27.mtx,parallel,-O3,dynamic,1,8,0.158048,2.30365,0.384869
bcsstk27.mtx,parallel,-O3,dynamic,1,16,0.131321,2.797485,0.467374
bcsstk27.mtx,parallel,-O3,dynamic,1,32,0.126004,2.99214,0.499895
bcsstk27.mtx,parallel,-O3,dynamic,1,64,0.137568,2.672081,0.446423
bcsstk27.mtx,parallel,-O3,dynamic,10,1,0.027752,13.209002,2.20682
bcsstk27.mtx,parallel,-O3,dynamic,10,2,0.045752,10.497401,1.753794
bcsstk27.mtx,parallel,-O3,dynamic,10,4,0.039935,13.766508,2.299962
bcsstk27.mtx,parallel,-O3,dynamic,10,8,0.02811,14.457804,2.415456
bcsstk27.mtx,parallel,-O3,dynamic,10,16,0.02718,13.840754,2.312366
bcsstk27.mtx,parallel,-O3,dynamic,10,32,0.032139,12.255525,2.047523
bcsstk27.mtx,parallel,-O3,dynamic,10,64,0.050354,8.618636,1.43991
bcsstk27.mtx,parallel,-O3,dynamic,100,1,0.03438,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,dynamic,100,2,0.028968,18.94449,3.165044
bcsstk27.mtx,parallel,-O3,dynamic,100,4,0.020122,24.580549,4.106657
bcsstk27.mtx,parallel,-O3,dynamic,100,8,0.024175,26.819455,4.480709
bcsstk27.mtx,parallel,-O3,dynamic,100,16,0.022054,21.958129,3.668531
bcsstk27.mtx,parallel,-O3,dynamic,100,32,0.023318,17.248736,2.881735
bcsstk27.mtx,parallel,-O3,dynamic,100,64,0.036311,11.338936,1.894389
bcsstk27.mtx,parallel,-O3,dynamic,1000,1,0.028133,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,dynamic,1000,2,0.04332,14.394714,2.404915
bcsstk27.mtx,parallel,-O3,dynamic,1000,4,0.050664,13.712202,2.290889
bcsstk27.mtx,parallel,-O3,dynamic,1000,8,0.058055,11.157618,1.864096
bcsstk27.mtx,parallel,-O3,dynamic,1000,16,0.048566,11.07524,1.850333
bcsstk27.mtx,parallel,-O3,dynamic,1000,32,0.059008,10.10488,1.688216
bcsstk27.mtx,parallel,-O3,dynamic,1000,64,0.063634,9.288911,1.551892
bcsstk27.mtx,parallel,-O3,dynamic,10000,1,0.02718,13.209002,2.20682
bcsstk27.mtx,parallel,-O3,dynamic,10000,2,0.06392,11.939699,1.994758
bcsstk27.mtx,parallel,-O3,dynamic,10000,4,0.059128,9.313517,1.556003
bcsstk27.mtx,parallel,-O3,dynamic,10000,8,0.063491,10.777696,1.800623
bcsstk27.mtx,parallel,-O3,dynamic,10000,16,0.065422,9.235321,1.542939
bcsstk27.mtx,parallel,-O3,dynamic,10000,32,0.065256,8.63605,1.44282
bcsstk27.mtx,parallel,-O3,dynamic,10000,64,0.091529,7.377559,1.232564
bcsstk27.mtx,parallel,-O3,guided,1,1,0.027895,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,guided,1,2,0.037384,19.197083,3.207244
bcsstk27.mtx,parallel,-O3,guided,1,4,0.022912,19.197083,3.207244
bcsstk27.mtx,parallel,-O3,guided,1,8,0.028228,14.843106,2.479828
bcsstk27.mtx,parallel,-O3,guided,1,16,0.040054,9.072642,1.51576
bcsstk27.mtx,parallel,-O3,guided,1,32,0.069308,5.3784,0.898566
bcsstk27.mtx,parallel,-O3,guided,1,64,0.13206,2.821731,0.471424
bcsstk27.mtx,parallel,-O3,guided,10,1,0.027847,13.209002,2.20682
bcsstk27.mtx,parallel,-O3,guided,10,2,0.033403,19.277071,3.220608
bcsstk27.mtx,parallel,-O3,guided,10,4,0.023198,22.853671,3.818148
bcsstk27.mtx,parallel,-O3,guided,10,8,0.021267,20.368073,3.402881
bcsstk27.mtx,parallel,-O3,guided,10,16,0.030994,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,guided,10,32,0.050473,7.998785,1.336352
bcsstk27.mtx,parallel,-O3,guided,10,64,0.082517,4.663158,0.779071
bcsstk27.mtx,parallel,-O3,guided,100,1,0.033307,13.84405,2.312917
bcsstk27.mtx,parallel,-O3,guided,100,2,0.040245,19.277071,3.220608
bcsstk27.mtx,parallel,-O3,guided,100,4,0.021386,24.580549,4.106657
bcsstk27.mtx,parallel,-O3,guided,100,8,0.018215,25.007695,4.17802
bcsstk27.mtx,parallel,-O3,guided,100,16,0.022459,20.278609,3.387934
bcsstk27.mtx,parallel,-O3,guided,100,32,0.030232,13.885171,2.319787
bcsstk27.mtx,parallel,-O3,guided,100,64,0.051117,8.591029,1.435298
bcsstk27.mtx,parallel,-O3,guided,1000,1,0.027919,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,guided,1000,2,0.060153,13.766508,2.299962
bcsstk27.mtx,parallel,-O3,guided,1000,4,0.057006,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,guided,1000,8,0.068903,10.139305,1.693967
bcsstk27.mtx,parallel,-O3,guided,1000,16,0.059343,10.706065,1.788655
bcsstk27.mtx,parallel,-O3,guided,1000,32,0.058484,9.078596,1.516755
bcsstk27.mtx,parallel,-O3,guided,1000,64,0.06628,8.138979,1.359774
bcsstk27.mtx,parallel,-O3,guided,10000,1,0.025034,13.766508,2.299962
bcsstk27.mtx,parallel,-O3,guided,10000,2,0.056815,12.338207,2.061336
bcsstk27.mtx,parallel,-O3,guided,10000,4,0.065756,11.972083,2.000168
bcsstk27.mtx,parallel,-O3,guided,10000,8,0.061703,11.435976,1.910601
bcsstk27.mtx,parallel,-O3,guided,10000,16,0.072694,9.889294,1.652198
bcsstk27.mtx,parallel,-O3,guided,10000,32,0.088167,8.245819,1.377623
bcsstk27.mtx,parallel,-O3,guided,10000,64,0.083661,7.634361,1.275468
Hook_1498.mtx,parallel,-O3,static,1,1,35.90622,10.712449,1.775058
Hook_1498.mtx,parallel,-O3,static,1,2,53.475881,7.765119,1.286684
Hook_1498.mtx,parallel,-O3,static,1,4,51.99809,7.844729,1.299876
Hook_1498.mtx,parallel,-O3,static,1,8,44.511795,9.040125,1.497953
Hook_1498.mtx,parallel,-O3,static,1,16,38.373494,10.665178,1.767225
Hook_1498.mtx,parallel,-O3,static,1,32,30.711389,12.880365,2.134283
Hook_1498.mtx,parallel,-O3,static,1,64,24.81451,15.6944,2.60057
Hook_1498.mtx,parallel,-O3,static,10,1,34.493375,11.028212,1.82738
Hook_1498.mtx,parallel,-O3,static,10,2,88.303662,6.619477,1.09685
Hook_1498.mtx,parallel,-O3,static,10,4,29.272199,13.328223,2.208493
Hook_1498.mtx,parallel,-O3,static,10,8,25.426197,17.108455,2.834879
Hook_1498.mtx,parallel,-O3,static,10,16,21.615219,17.897067,2.965552
Hook_1498.mtx,parallel,-O3,static,10,32,24.162126,17.490325,2.898155
Hook_1498.mtx,parallel,-O3,static,10,64,25.201869,16.989926,2.815239
Hook_1498.mtx,parallel,-O3,static,100,1,34.894777,10.907229,1.807333
Hook_1498.mtx,parallel,-O3,static,100,2,34.398556,11.849728,1.963506
Hook_1498.mtx,parallel,-O3,static,100,4,19.730377,19.595417,3.24697
Hook_1498.mtx,parallel,-O3,static,100,8,13.832545,27.788889,4.604632
Hook_1498.mtx,parallel,-O3,static,100,16,13.128996,29.795971,4.937206
Hook_1498.mtx,parallel,-O3,static,100,32,18.977475,22.306897,3.696263
Hook_1498.mtx,parallel,-O3,static,100,64,142.665338,2.805692,0.464904
Hook_1498.mtx,parallel,-O3,static,1000,1,34.178566,11.174073,1.85155
Hook_1498.mtx,parallel,-O3,static,1000,2,19.23213,19.674198,3.260024
Hook_1498.mtx,parallel,-O3,static,1000,4,18.911958,21.477765,3.558876
Hook_1498.mtx,parallel,-O3,static,1000,8,11.86347,32.84471,5.442384
Hook_1498.mtx,parallel,-O3,static,1000,16,11.476826,34.012301,5.635854
Hook_1498.mtx,parallel,-O3,static,1000,32,15.750932,30.278942,5.017235
Hook_1498.mtx,parallel,-O3,static,1000,64,148.444342,2.89594,0.479859
Hook_1498.mtx,parallel,-O3,static,10000,1,65.321875,6.227839,1.031956
Hook_1498.mtx,parallel,-O3,static,10000,2,20.981216,18.068649,2.993984
Hook_1498.mtx,parallel,-O3,static,10000,4,21.156454,18.82586,3.119454
Hook_1498.mtx,parallel,-O3,static,10000,8,28.872872,15.432181,2.55712
Hook_1498.mtx,parallel,-O3,static,10000,16,12.290549,33.122455,5.488406
Hook_1498.mtx,parallel,-O3,static,10000,32,17.631745,27.01786,4.476872
Hook_1498.mtx,parallel,-O3,static,10000,64,139.825583,3.275536,0.542758
Hook_1498.mtx,parallel,-O3,dynamic,1,1,68.841743,5.671743,0.93981
Hook_1498.mtx,parallel,-O3,dynamic,1,2,202.563334,2.013258,0.333597
Hook_1498.mtx,parallel,-O3,dynamic,1,4,168.437576,4.353358,0.721353
Hook_1498.mtx,parallel,-O3,dynamic,1,8,194.324803,2.060777,0.341472
Hook_1498.mtx,parallel,-O3,dynamic,1,16,138.002562,2.969561,0.492058
Hook_1498.mtx,parallel,-O3,dynamic,1,32,111.696458,3.480137,0.57666
Hook_1498.mtx,parallel,-O3,dynamic,1,64,126.851702,3.656066,0.605812
Hook_1498.mtx,parallel,-O3,dynamic,10,1,42.324329,9.489574,1.572427
Hook_1498.mtx,parallel,-O3,dynamic,10,2,69.06929,6.433971,1.066112
Hook_1498.mtx,parallel,-O3,dynamic,10,4,37.424397,12.582676,2.084955
Hook_1498.mtx,parallel,-O3,dynamic,10,8,29.905939,14.900792,2.469069
Hook_1498.mtx,parallel,-O3,dynamic,10,16,23.276949,18.409951,3.050537
Hook_1498.mtx,parallel,-O3,dynamic,10,32,19.525957,21.388414,3.54407
Hook_1498.mtx,parallel,-O3,dynamic,10,64,16.804862,24.931849,4.131219
Hook_1498.mtx,parallel,-O3,dynamic,100,1,46.836924,8.838878,1.464607
Hook_1498.mtx,parallel,-O3,dynamic,100,2,33.996368,11.519122,1.908724
Hook_1498.mtx,parallel,-O3,dynamic,100,4,27.335787,14.864477,2.463051
Hook_1498.mtx,parallel,-O3,dynamic,100,8,22.295523,20.557601,3.406404
Hook_1498.mtx,parallel,-O3,dynamic,100,16,20.671201,20.244474,3.354519
Hook_1498.mtx,parallel,-O3,dynamic,100,32,81.376147,7.84442,1.299824
Hook_1498.mtx,parallel,-O3,dynamic,100,64,147.971916,3.930752,0.651328
Hook_1498.mtx,parallel,-O3,dynamic,1000,1,101.407552,6.385194,1.058029
Hook_1498.mtx,parallel,-O3,dynamic,1000,2,33.613515,12.421848,2.058306
Hook_1498.mtx,parallel,-O3,dynamic,1000,4,24.754214,17.271878,2.861958
Hook_1498.mtx,parallel,-O3,dynamic,1000,8,17.917514,27.653848,4.582256
Hook_1498.mtx,parallel,-O3,dynamic,1000,16,18.296075,28.350174,4.697637
Hook_1498.mtx,parallel,-O3,dynamic,1000,32,66.95025,7.525185,1.246927
Hook_1498.mtx,parallel,-O3,dynamic,1000,64,102.310133,4.568538,0.757009
Hook_1498.mtx,parallel,-O3,dynamic,10000,1,100.499368,4.514152,0.747997
Hook_1498.mtx,parallel,-O3,dynamic,10000,2,118.290805,6.518188,1.080066
Hook_1498.mtx,parallel,-O3,dynamic,10000,4,72.288441,9.480963,1.571
Hook_1498.mtx,parallel,-O3,dynamic,10000,8,30.738187,14.79489,2.451521
Hook_1498.mtx,parallel,-O3,dynamic,10000,16,15.032577,27.670635,4.585037
Hook_1498.mtx,parallel,-O3,dynamic,10000,32,129.307127,20.222808,3.350929
Hook_1498.mtx,parallel,-O3,dynamic,10000,64,134.052181,4.150029,0.687662
Hook_1498.mtx,parallel,-O3,guided,1,1,63.506245,6.055449,1.003391
Hook_1498.mtx,parallel,-O3,guided,1,2,32.476687,11.80208,1.95561
Hook_1498.mtx,parallel,-O3,guided,1,4,29.802632,17.428717,2.887947
Hook_1498.mtx,parallel,-O3,guided,1,8,36.048936,19.981011,3.310863
Hook_1498.mtx,parallel,-O3,guided,1,16,18.875885,26.597138,4.407159
Hook_1498.mtx,parallel,-O3,guided,1,32,111.944628,6.255658,1.036566
Hook_1498.mtx,parallel,-O3,guided,1,64,123.791814,4.208883,0.697414
Hook_1498.mtx,parallel,-O3,guided,10,1,35.42633,10.785295,1.787128
Hook_1498.mtx,parallel,-O3,guided,10,2,20.491743,18.897663,3.131352
Hook_1498.mtx,parallel,-O3,guided,10,4,23.713207,20.427218,3.384799
Hook_1498.mtx,parallel,-O3,guided,10,8,16.5138,28.387764,4.703866
Hook_1498.mtx,parallel,-O3,guided,10,16,16.232205,26.445171,4.381977
Hook_1498.mtx,parallel,-O3,guided,10,32,44.543695,20.672516,3.425446
Hook_1498.mtx,parallel,-O3,guided,10,64,127.196432,3.679835,0.609751
Hook_1498.mtx,parallel,-O3,guided,100,1,47.507143,8.018654,1.328695
Hook_1498.mtx,parallel,-O3,guided,100,2,24.644971,15.48497,2.565867
Hook_1498.mtx,parallel,-O3,guided,100,4,21.223068,23.963909,3.970831
Hook_1498.mtx,parallel,-O3,guided,100,8,16.955734,29.768867,4.932716
Hook_1498.mtx,parallel,-O3,guided,100,16,14.551616,29.396527,4.871019
Hook_1498.mtx,parallel,-O3,guided,100,32,34.105921,17.023678,2.820831
Hook_1498.mtx,parallel,-O3,guided,100,64,130.347538,4.193772,0.694909
Hook_1498.mtx,parallel,-O3,guided,1000,1,42.18514,9.296848,1.540492
Hook_1498.mtx,parallel,-O3,guided,1000,2,31.226111,19.619383,3.250941
Hook_1498.mtx,parallel,-O3,guided,1000,4,21.120572,23.013506,3.813349
Hook_1498.mtx,parallel,-O3,guided,1000,8,18.710685,23.276996,3.85701
Hook_1498.mtx,parallel,-O3,guided,1000,16,20.212364,21.693702,3.594657
Hook_1498.mtx,parallel,-O3,guided,1000,32,93.215394,9.408603,1.55901
Hook_1498.mtx,parallel,-O3,guided,1000,64,117.313123,4.871968,0.807287
Hook_1498.mtx,parallel,-O3,guided,10000,1,39.394307,9.947144,1.648247
Hook_1498.mtx,parallel,-O3,guided,10000,2,37.471509,12.898061,2.137215
Hook_1498.mtx,parallel,-O3,guided,10000,4,23.359227,22.02096,3.648883
Hook_1498.mtx,parallel,-O3,guided,10000,8,19.392872,24.645433,4.08376
Hook_1498.mtx,parallel,-O3,guided,10000,16,18.615604,25.073073,4.15462
Hook_1498.mtx,parallel,-O3,guided,10000,32,84.470463,10.519471,1.743081
Hook_1498.mtx,parallel,-O3,guided,10000,64,240.434027,5.022797,0.83228
msdoor.mtx,parallel,-O3,static,1,1,42.416048,9.496162,1.592535
msdoor.mtx,parallel,-O3,static,1,2,53.455257,5.090348,0.853667
msdoor.mtx,parallel,-O3,static,1,4,48.530579,7.848805,1.316268
msdoor.mtx,parallel,-O3,static,1,8,26.985216,8.378264,1.40506
msdoor.mtx,parallel,-O3,static,1,16,16.971874,11.20597,1.879274
msdoor.mtx,parallel,-O3,static,1,32,7.774043,18.265332,3.06315
msdoor.mtx,parallel,-O3,static,1,64,6.545424,22.708404,3.808267
msdoor.mtx,parallel,-O3,static,10,1,12.524438,10.14564,1.701454
msdoor.mtx,parallel,-O3,static,10,2,22.816038,6.243575,1.047067
msdoor.mtx,parallel,-O3,static,10,4,12.815785,10.357475,1.736979
msdoor.mtx,parallel,-O3,static,10,8,9.23295,15.116929,2.535154
msdoor.mtx,parallel,-O3,static,10,16,6.989193,19.847739,3.328525
msdoor.mtx,parallel,-O3,static,10,32,6.359005,22.784303,3.820995
msdoor.mtx,parallel,-O3,static,10,64,18.144894,21.472263,3.600963
msdoor.mtx,parallel,-O3,static,100,1,18.736076,8.852077,1.48452
msdoor.mtx,parallel,-O3,static,100,2,6.411362,19.622207,3.290702
msdoor.mtx,parallel,-O3,static,100,4,5.613303,24.391804,4.090578
msdoor.mtx,parallel,-O3,static,100,8,4.355216,33.1176,5.55392
msdoor.mtx,parallel,-O3,static,100,16,2.884745,60.833316,10.201928
