matrix,mode,opt_level,schedule,chunk_size,num_threads,run,elapsed_time,bandwidth_GB_s,gflops
Andrews.mtx,parallel,-O3,guided,10,1,1,0.769138,7.411617,1.066328
Andrews.mtx,parallel,-O3,guided,10,1,2,0.784874,7.263024,1.044950
Andrews.mtx,parallel,-O3,guided,10,1,3,0.780106,7.307419,1.051337
Andrews.mtx,parallel,-O3,guided,10,1,4,0.799894,7.126639,1.025328
Andrews.mtx,parallel,-O3,guided,10,1,5,0.787020,7.243222,1.042101
Andrews.mtx,parallel,-O3,guided,10,1,6,0.787020,7.243222,1.042101
Andrews.mtx,parallel,-O3,guided,10,1,7,0.782013,7.289596,1.048773
Andrews.mtx,parallel,-O3,guided,10,1,8,0.783920,7.271860,1.046221
Andrews.mtx,parallel,-O3,guided,10,1,9,0.800133,7.124516,1.025022
Andrews.mtx,parallel,-O3,guided,10,1,10,0.787020,7.243222,1.042101
Andrews.mtx,parallel,-O3,guided,10,2,1,0.447989,12.724787,1.830748
Andrews.mtx,parallel,-O3,guided,10,2,2,0.437975,13.015719,1.872605
Andrews.mtx,parallel,-O3,guided,10,2,3,0.419855,13.577442,1.953421
Andrews.mtx,parallel,-O3,guided,10,2,4,0.403881,14.114448,2.030682
Andrews.mtx,parallel,-O3,guided,10,2,5,0.383854,14.850854,2.136631
Andrews.mtx,parallel,-O3,guided,10,2,6,0.402212,14.173014,2.039108
Andrews.mtx,parallel,-O3,guided,10,2,7,0.395060,14.429617,2.076026
Andrews.mtx,parallel,-O3,guided,10,2,8,0.383139,14.878578,2.140619
Andrews.mtx,parallel,-O3,guided,10,2,9,0.391960,14.543720,2.092442
Andrews.mtx,parallel,-O3,guided,10,2,10,0.390053,14.614838,2.102674
Andrews.mtx,parallel,-O3,guided,10,4,1,0.252008,22.620506,3.254470
Andrews.mtx,parallel,-O3,guided,10,4,2,0.229120,24.880203,3.579579
Andrews.mtx,parallel,-O3,guided,10,4,3,0.240088,23.743669,3.416063
Andrews.mtx,parallel,-O3,guided,10,4,4,0.236034,24.151389,3.474722
Andrews.mtx,parallel,-O3,guided,10,4,5,0.216961,26.274588,3.780193
Andrews.mtx,parallel,-O3,guided,10,4,6,0.208139,27.388173,3.940407
Andrews.mtx,parallel,-O3,guided,10,4,7,0.205040,27.802180,3.999971
Andrews.mtx,parallel,-O3,guided,10,4,8,0.200987,28.362841,4.080635
Andrews.mtx,parallel,-O3,guided,10,4,9,0.218868,26.045615,3.747250
Andrews.mtx,parallel,-O3,guided,10,4,10,0.208139,27.388173,3.940407
Andrews.mtx,parallel,-O3,guided,10,8,1,0.214100,26.625696,3.830707
Andrews.mtx,parallel,-O3,guided,10,8,2,0.176907,32.223551,4.636085
Andrews.mtx,parallel,-O3,guided,10,8,3,0.159025,35.846889,5.157384
Andrews.mtx,parallel,-O3,guided,10,8,4,0.141144,40.388302,5.810769
Andrews.mtx,parallel,-O3,guided,10,8,5,0.126123,45.198251,6.502789
Andrews.mtx,parallel,-O3,guided,10,8,6,0.128031,44.524907,6.405913
Andrews.mtx,parallel,-O3,guided,10,8,7,0.130177,43.790980,6.300321
Andrews.mtx,parallel,-O3,guided,10,8,8,0.125885,45.283854,6.515105
Andrews.mtx,parallel,-O3,guided,10,8,9,0.129938,43.871330,6.311881
Andrews.mtx,parallel,-O3,guided,10,8,10,0.121117,47.066683,6.771605
Andrews.mtx,parallel,-O3,guided,10,16,1,0.216961,26.274588,3.780193
Andrews.mtx,parallel,-O3,guided,10,16,2,0.161886,35.213365,5.066237
Andrews.mtx,parallel,-O3,guided,10,16,3,0.130177,43.790980,6.300321
Andrews.mtx,parallel,-O3,guided,10,16,4,0.109911,51.865239,7.461985
Andrews.mtx,parallel,-O3,guided,10,16,5,0.103951,54.839163,7.889851
Andrews.mtx,parallel,-O3,guided,10,16,6,0.086069,66.232341,9.529017
Andrews.mtx,parallel,-O3,guided,10,16,7,0.082970,68.706537,9.884986
Andrews.mtx,parallel,-O3,guided,10,16,8,0.101089,56.391215,8.113149
Andrews.mtx,parallel,-O3,guided,10,16,9,0.079155,72.017696,10.361371
Andrews.mtx,parallel,-O3,guided,10,16,10,0.084877,67.162570,9.662852
Andrews.mtx,parallel,-O3,guided,10,32,1,0.209093,27.263255,3.922435
Andrews.mtx,parallel,-O3,guided,10,32,2,0.199795,28.532070,4.104982
Andrews.mtx,parallel,-O3,guided,10,32,3,0.162840,35.007138,5.036567
Andrews.mtx,parallel,-O3,guided,10,32,4,0.128031,44.524907,6.405913
Andrews.mtx,parallel,-O3,guided,10,32,5,0.113010,50.442774,7.257332
Andrews.mtx,parallel,-O3,guided,10,32,6,0.102997,55.346933,7.962906
Andrews.mtx,parallel,-O3,guided,10,32,7,0.106812,53.370257,7.678516
Andrews.mtx,parallel,-O3,guided,10,32,8,0.095844,59.477301,8.557152
Andrews.mtx,parallel,-O3,guided,10,32,9,0.088215,64.621284,9.297230
Andrews.mtx,parallel,-O3,guided,10,32,10,0.087976,64.796409,9.322426
Andrews.mtx,parallel,-O3,guided,10,64,1,0.251055,22.706434,3.266833
Andrews.mtx,parallel,-O3,guided,10,64,2,0.637054,8.948307,1.287416
Andrews.mtx,parallel,-O3,guided,10,64,3,0.215054,26.507622,3.813720
Andrews.mtx,parallel,-O3,guided,10,64,4,0.198126,28.772413,4.139561
Andrews.mtx,parallel,-O3,guided,10,64,5,0.164032,34.752725,4.999964
Andrews.mtx,parallel,-O3,guided,10,64,6,0.164032,34.752725,4.999964
Andrews.mtx,parallel,-O3,guided,10,64,7,0.150919,37.772314,5.434400
Andrews.mtx,parallel,-O3,guided,10,64,8,0.147104,38.751823,5.575324
Andrews.mtx,parallel,-O3,guided,10,64,9,0.155926,36.559442,5.259901
Andrews.mtx,parallel,-O3,guided,10,64,10,0.137091,41.582391,5.982566
Andrews.mtx,parallel,-O3,guided,100,1,1,0.783205,7.278501,1.047177
Andrews.mtx,parallel,-O3,guided,100,1,2,0.767946,7.423122,1.067984
Andrews.mtx,parallel,-O3,guided,100,1,3,0.780106,7.307419,1.051337
Andrews.mtx,parallel,-O3,guided,100,1,4,0.785112,7.260818,1.044633
Andrews.mtx,parallel,-O3,guided,100,1,5,0.787020,7.243222,1.042101
Andrews.mtx,parallel,-O3,guided,100,1,6,0.781059,7.298497,1.050053
Andrews.mtx,parallel,-O3,guided,100,1,7,0.780106,7.307419,1.051337
Andrews.mtx,parallel,-O3,guided,100,1,8,0.786066,7.252009,1.043365
Andrews.mtx,parallel,-O3,guided,100,1,9,0.787020,7.243222,1.042101
Andrews.mtx,parallel,-O3,guided,100,1,10,0.781059,7.298497,1.050053
Andrews.mtx,parallel,-O3,guided,100,2,1,0.463009,12.311985,1.771357
Andrews.mtx,parallel,-O3,guided,100,2,2,0.447989,12.724787,1.830748
Andrews.mtx,parallel,-O3,guided,100,2,3,0.430822,13.231807,1.903694
Andrews.mtx,parallel,-O3,guided,100,2,4,0.422001,13.508404,1.943489
Andrews.mtx,parallel,-O3,guided,100,2,5,0.411987,13.836733,1.990726
Andrews.mtx,parallel,-O3,guided,100,2,6,0.382900,14.887842,2.141952
Andrews.mtx,parallel,-O3,guided,100,2,7,0.398159,14.317290,2.059865
Andrews.mtx,parallel,-O3,guided,100,2,8,0.385046,14.804876,2.130016
Andrews.mtx,parallel,-O3,guided,100,2,9,0.388861,14.659641,2.109120
Andrews.mtx,parallel,-O3,guided,100,2,10,0.386000,14.768298,2.124753
Andrews.mtx,parallel,-O3,guided,100,4,1,0.280142,20.348830,2.927638
Andrews.mtx,parallel,-O3,guided,100,4,2,0.247002,23.079030,3.320439
Andrews.mtx,parallel,-O3,guided,100,4,3,0.251055,22.706434,3.266833
Andrews.mtx,parallel,-O3,guided,100,4,4,0.210047,27.139472,3.904626
Andrews.mtx,parallel,-O3,guided,100,4,5,0.213146,26.744827,3.847847
Andrews.mtx,parallel,-O3,guided,100,4,6,0.205994,27.673466,3.981453
Andrews.mtx,parallel,-O3,guided,100,4,7,0.208139,27.388173,3.940407
Andrews.mtx,parallel,-O3,guided,100,4,8,0.216961,26.274588,3.780193
Andrews.mtx,parallel,-O3,guided,100,4,9,0.203848,27.964766,4.023363
Andrews.mtx,parallel,-O3,guided,100,4,10,0.201941,28.228896,4.061364
Andrews.mtx,parallel,-O3,guided,100,8,1,0.223160,25.544738,3.675187
Andrews.mtx,parallel,-O3,guided,100,8,2,0.180006,31.668709,4.556259
Andrews.mtx,parallel,-O3,guided,100,8,3,0.151873,37.535126,5.400275
Andrews.mtx,parallel,-O3,guided,100,8,4,0.126839,44.943374,6.466119
Andrews.mtx,parallel,-O3,guided,100,8,5,0.139952,40.732325,5.860264
Andrews.mtx,parallel,-O3,guided,100,8,6,0.123024,46.336967,6.666619
Andrews.mtx,parallel,-O3,guided,100,8,7,0.114202,49.916232,7.181577
Andrews.mtx,parallel,-O3,guided,100,8,8,0.109911,51.865239,7.461985
Andrews.mtx,parallel,-O3,guided,100,8,9,0.114918,49.605550,7.136878
Andrews.mtx,parallel,-O3,guided,100,8,10,0.113964,50.020659,7.196601
Andrews.mtx,parallel,-O3,guided,100,16,1,0.185013,30.811695,4.432958
Andrews.mtx,parallel,-O3,guided,100,16,2,0.149012,38.255800,5.503960
Andrews.mtx,parallel,-O3,guided,100,16,3,0.106096,53.730056,7.730281
Andrews.mtx,parallel,-O3,guided,100,16,4,0.099182,57.475661,8.269171
Andrews.mtx,parallel,-O3,guided,100,16,5,0.097990,58.174878,8.369769
Andrews.mtx,parallel,-O3,guided,100,16,6,0.090837,62.755577,9.028806
Andrews.mtx,parallel,-O3,guided,100,16,7,0.080109,71.160342,10.238021
Andrews.mtx,parallel,-O3,guided,100,16,8,0.072002,79.171772,11.390646
Andrews.mtx,parallel,-O3,guided,100,16,9,0.072956,78.136846,11.241749
Andrews.mtx,parallel,-O3,guided,100,16,10,0.070095,81.326105,11.700596
Andrews.mtx,parallel,-O3,guided,100,32,1,0.185966,30.653686,4.410225
Andrews.mtx,parallel,-O3,guided,100,32,2,0.144005,39.585886,5.695323
Andrews.mtx,parallel,-O3,guided,100,32,3,0.154972,36.784423,5.292270
Andrews.mtx,parallel,-O3,guided,100,32,4,0.108004,52.781181,7.593764
Andrews.mtx,parallel,-O3,guided,100,32,5,0.089884,63.421419,9.124603
Andrews.mtx,parallel,-O3,guided,100,32,6,0.104189,54.713673,7.871797
Andrews.mtx,parallel,-O3,guided,100,32,7,0.076056,74.952586,10.783621
Andrews.mtx,parallel,-O3,guided,100,32,8,0.087023,65.506507,9.424590
Andrews.mtx,parallel,-O3,guided,100,32,9,0.065088,87.581960,12.600642
Andrews.mtx,parallel,-O3,guided,100,32,10,0.061989,91.961058,13.230674
Andrews.mtx,parallel,-O3,guided,100,64,1,0.229120,24.880203,3.579579
Andrews.mtx,parallel,-O3,guided,100,64,2,0.247955,22.990264,3.307668
Andrews.mtx,parallel,-O3,guided,100,64,3,0.149965,38.012520,5.468959
Andrews.mtx,parallel,-O3,guided,100,64,4,0.138998,41.011792,5.900472
Andrews.mtx,parallel,-O3,guided,100,64,5,0.126839,44.943374,6.466119
Andrews.mtx,parallel,-O3,guided,100,64,6,0.117064,48.696283,7.006059
Andrews.mtx,parallel,-O3,guided,100,64,7,0.123024,46.336967,6.666619
Andrews.mtx,parallel,-O3,guided,100,64,8,0.121117,47.066683,6.771605
Andrews.mtx,parallel,-O3,guided,100,64,9,0.105858,53.851070,7.747692
Andrews.mtx,parallel,-O3,guided,100,64,10,0.113964,50.020659,7.196601
Andrews.mtx,parallel,-O3,guided,1000,1,1,0.767946,7.423122,1.067984
Andrews.mtx,parallel,-O3,guided,1000,1,2,0.777006,7.336568,1.055531
Andrews.mtx,parallel,-O3,guided,1000,1,3,0.777960,7.327574,1.054237
Andrews.mtx,parallel,-O3,guided,1000,1,4,0.771999,7.384149,1.062377
Andrews.mtx,parallel,-O3,guided,1000,1,5,0.747919,7.621892,1.096581
Andrews.mtx,parallel,-O3,guided,1000,1,6,0.755072,7.549692,1.086194
Andrews.mtx,parallel,-O3,guided,1000,1,7,0.777006,7.336568,1.055531
Andrews.mtx,parallel,-O3,guided,1000,1,8,0.766993,7.432352,1.069312
Andrews.mtx,parallel,-O3,guided,1000,1,9,0.780106,7.307419,1.051337
Andrews.mtx,parallel,-O3,guided,1000,1,10,0.777960,7.327574,1.054237
Andrews.mtx,parallel,-O3,guided,1000,2,1,0.456095,12.498628,1.798210
Andrews.mtx,parallel,-O3,guided,1000,2,2,0.436068,13.072649,1.880796
Andrews.mtx,parallel,-O3,guided,1000,2,3,0.442982,12.868609,1.851440
Andrews.mtx,parallel,-O3,guided,1000,2,4,0.409842,13.909177,2.001149
Andrews.mtx,parallel,-O3,guided,1000,2,5,0.396967,14.360285,2.066051
Andrews.mtx,parallel,-O3,guided,1000,2,6,0.386953,14.731901,2.119516
Andrews.mtx,parallel,-O3,guided,1000,2,7,0.412226,13.828730,1.989575
Andrews.mtx,parallel,-O3,guided,1000,2,8,0.391006,14.579192,2.097546
Andrews.mtx,parallel,-O3,guided,1000,2,9,0.380993,14.962375,2.152675
Andrews.mtx,parallel,-O3,guided,1000,2,10,0.384092,14.841636,2.135304
Andrews.mtx,parallel,-O3,guided,1000,4,1,0.272036,20.955193,3.014877
Andrews.mtx,parallel,-O3,guided,1000,4,2,0.231028,24.674794,3.550026
Andrews.mtx,parallel,-O3,guided,1000,4,3,0.270128,21.103155,3.036165
Andrews.mtx,parallel,-O3,guided,1000,4,4,0.248194,22.968180,3.304491
Andrews.mtx,parallel,-O3,guided,1000,4,5,0.206947,27.545939,3.963105
Andrews.mtx,parallel,-O3,guided,1000,4,6,0.213861,26.655379,3.834978
Andrews.mtx,parallel,-O3,guided,1000,4,7,0.213861,26.655379,3.834978
Andrews.mtx,parallel,-O3,guided,1000,4,8,0.212193,26.865028,3.865141
Andrews.mtx,parallel,-O3,guided,1000,4,9,0.205040,27.802180,3.999971
Andrews.mtx,parallel,-O3,guided,1000,4,10,0.206947,27.545939,3.963105
Andrews.mtx,parallel,-O3,guided,1000,8,1,0.199080,28.634581,4.119731
Andrews.mtx,parallel,-O3,guided,1000,8,2,0.173092,32.933712,4.738258
Andrews.mtx,parallel,-O3,guided,1000,8,3,0.151873,37.535126,5.400275
Andrews.mtx,parallel,-O3,guided,1000,8,4,0.168800,33.771010,4.858722
Andrews.mtx,parallel,-O3,guided,1000,8,5,0.140905,40.456641,5.820601
Andrews.mtx,parallel,-O3,guided,1000,8,6,0.141144,40.388302,5.810769
Andrews.mtx,parallel,-O3,guided,1000,8,7,0.122070,46.698975,6.718702
Andrews.mtx,parallel,-O3,guided,1000,8,8,0.118971,47.915581,6.893738
Andrews.mtx,parallel,-O3,guided,1000,8,9,0.130892,43.551685,6.265893
Andrews.mtx,parallel,-O3,guided,1000,8,10,0.114202,49.916232,7.181577
Andrews.mtx,parallel,-O3,guided,1000,16,1,0.210047,27.139472,3.904626
Andrews.mtx,parallel,-O3,guided,1000,16,2,0.180960,31.501812,4.532247
Andrews.mtx,parallel,-O3,guided,1000,16,3,0.149965,38.012520,5.468959
Andrews.mtx,parallel,-O3,guided,1000,16,4,0.094891,60.075063,8.643154
Andrews.mtx,parallel,-O3,guided,1000,16,5,0.125885,45.283854,6.515105
Andrews.mtx,parallel,-O3,guided,1000,16,6,0.084877,67.162570,9.662852
Andrews.mtx,parallel,-O3,guided,1000,16,7,0.092030,61.942681,8.911853
Andrews.mtx,parallel,-O3,guided,1000,16,8,0.082970,68.706537,9.884986
Andrews.mtx,parallel,-O3,guided,1000,16,9,0.077009,74.024381,10.650078
Andrews.mtx,parallel,-O3,guided,1000,16,10,0.075102,75.904365,10.920556
Andrews.mtx,parallel,-O3,guided,1000,32,1,0.200987,28.362841,4.080635
Andrews.mtx,parallel,-O3,guided,1000,32,2,0.211954,26.895247,3.869488
Andrews.mtx,parallel,-O3,guided,1000,32,3,0.174046,32.753253,4.712295
Andrews.mtx,parallel,-O3,guided,1000,32,4,0.092983,61.307372,8.820449
Andrews.mtx,parallel,-O3,guided,1000,32,5,0.095844,59.477301,8.557152
Andrews.mtx,parallel,-O3,guided,1000,32,6,0.089884,63.421419,9.124603
Andrews.mtx,parallel,-O3,guided,1000,32,7,0.095844,59.477301,8.557152
Andrews.mtx,parallel,-O3,guided,1000,32,8,0.063896,89.215951,12.835728
Andrews.mtx,parallel,-O3,guided,1000,32,9,0.062943,90.567708,13.030209
Andrews.mtx,parallel,-O3,guided,1000,32,10,0.063896,89.215951,12.835728
Andrews.mtx,parallel,-O3,guided,1000,64,1,0.241995,23.556527,3.389138
Andrews.mtx,parallel,-O3,guided,1000,64,2,0.217915,26.159601,3.763649
Andrews.mtx,parallel,-O3,guided,1000,64,3,0.171185,33.300662,4.791052
Andrews.mtx,parallel,-O3,guided,1000,64,4,0.171900,33.162101,4.771117
Andrews.mtx,parallel,-O3,guided,1000,64,5,0.105858,53.851070,7.747692
Andrews.mtx,parallel,-O3,guided,1000,64,6,0.110149,51.752976,7.445834
Andrews.mtx,parallel,-O3,guided,1000,64,7,0.095129,59.924499,8.621492
Andrews.mtx,parallel,-O3,guided,1000,64,8,0.089884,63.421419,9.124603
Andrews.mtx,parallel,-O3,guided,1000,64,9,0.074863,76.146099,10.955335
Andrews.mtx,parallel,-O3,guided,1000,64,10,0.087976,64.796409,9.322426
Andrews.mtx,parallel,-O3,guided,10000,1,1,0.735998,7.745343,1.114342
Andrews.mtx,parallel,-O3,guided,10000,1,2,0.732899,7.778099,1.119055
Andrews.mtx,parallel,-O3,guided,10000,1,3,0.735998,7.745343,1.114342
Andrews.mtx,parallel,-O3,guided,10000,1,4,0.729799,7.811132,1.123808
Andrews.mtx,parallel,-O3,guided,10000,1,5,0.734806,7.757909,1.116150
Andrews.mtx,parallel,-O3,guided,10000,1,6,0.732899,7.778099,1.119055
Andrews.mtx,parallel,-O3,guided,10000,1,7,0.737190,7.732819,1.112540
Andrews.mtx,parallel,-O3,guided,10000,1,8,0.731945,7.788233,1.120513
Andrews.mtx,parallel,-O3,guided,10000,1,9,0.735044,7.755392,1.115788
Andrews.mtx,parallel,-O3,guided,10000,1,10,0.734091,7.765468,1.117238
Andrews.mtx,parallel,-O3,guided,10000,2,1,0.495195,11.511736,1.656223
Andrews.mtx,parallel,-O3,guided,10000,2,2,0.468969,12.155503,1.748844
Andrews.mtx,parallel,-O3,guided,10000,2,3,0.422001,13.508404,1.943489
Andrews.mtx,parallel,-O3,guided,10000,2,4,0.427008,13.350014,1.920701
Andrews.mtx,parallel,-O3,guided,10000,2,5,0.411987,13.836733,1.990726
Andrews.mtx,parallel,-O3,guided,10000,2,6,0.404119,14.106121,2.029484
Andrews.mtx,parallel,-O3,guided,10000,2,7,0.397921,14.325869,2.061100
Andrews.mtx,parallel,-O3,guided,10000,2,8,0.397921,14.325869,2.061100
Andrews.mtx,parallel,-O3,guided,10000,2,9,0.401020,14.215146,2.045170
Andrews.mtx,parallel,-O3,guided,10000,2,10,0.398874,14.291617,2.056172
Andrews.mtx,parallel,-O3,guided,10000,4,1,0.394106,14.464534,2.081050
Andrews.mtx,parallel,-O3,guided,10000,4,2,0.310898,18.335794,2.638018
Andrews.mtx,parallel,-O3,guided,10000,4,3,0.298977,19.066886,2.743202
Andrews.mtx,parallel,-O3,guided,10000,4,4,0.299931,19.006260,2.734479
Andrews.mtx,parallel,-O3,guided,10000,4,5,0.298023,19.127900,2.751980
Andrews.mtx,parallel,-O3,guided,10000,4,6,0.350952,16.243122,2.336940
Andrews.mtx,parallel,-O3,guided,10000,4,7,0.344038,16.569560,2.383905
Andrews.mtx,parallel,-O3,guided,10000,4,8,0.298977,19.066886,2.743202
Andrews.mtx,parallel,-O3,guided,10000,4,9,0.289917,19.662726,2.828927
Andrews.mtx,parallel,-O3,guided,10000,4,10,0.298977,19.066886,2.743202
Andrews.mtx,parallel,-O3,guided,10000,8,1,0.506878,11.246413,1.618050
Andrews.mtx,parallel,-O3,guided,10000,8,2,0.475168,11.996927,1.726029
Andrews.mtx,parallel,-O3,guided,10000,8,3,0.296116,19.251107,2.769706
Andrews.mtx,parallel,-O3,guided,10000,8,4,0.288010,19.792943,2.847662
Andrews.mtx,parallel,-O3,guided,10000,8,5,0.242949,23.464058,3.375834
Andrews.mtx,parallel,-O3,guided,10000,8,6,0.355959,16.014652,2.304069
Andrews.mtx,parallel,-O3,guided,10000,8,7,0.209093,27.263255,3.922435
Andrews.mtx,parallel,-O3,guided,10000,8,8,0.213146,26.744827,3.847847
Andrews.mtx,parallel,-O3,guided,10000,8,9,0.205040,27.802180,3.999971
Andrews.mtx,parallel,-O3,guided,10000,8,10,0.183105,31.132650,4.479134
Andrews.mtx,parallel,-O3,guided,10000,16,1,0.376940,15.123261,2.175822
Andrews.mtx,parallel,-O3,guided,10000,16,2,0.491142,11.606735,1.669891
Andrews.mtx,parallel,-O3,guided,10000,16,3,0.612020,9.314326,1.340076
Andrews.mtx,parallel,-O3,guided,10000,16,4,0.518084,11.003164,1.583053
Andrews.mtx,parallel,-O3,guided,10000,16,5,0.314951,18.099830,2.604069
Andrews.mtx,parallel,-O3,guided,10000,16,6,0.272989,20.881987,3.004345
Andrews.mtx,parallel,-O3,guided,10000,16,7,0.257015,22.179847,3.191072
Andrews.mtx,parallel,-O3,guided,10000,16,8,0.272036,20.955193,3.014877
Andrews.mtx,parallel,-O3,guided,10000,16,9,0.205040,27.802180,3.999971
Andrews.mtx,parallel,-O3,guided,10000,16,10,0.255108,22.345678,3.214930
Andrews.mtx,parallel,-O3,guided,10000,32,1,0.741005,7.693010,1.106813
Andrews.mtx,parallel,-O3,guided,10000,32,2,0.340939,16.720192,2.405577
Andrews.mtx,parallel,-O3,guided,10000,32,3,0.427961,13.320265,1.916421
Andrews.mtx,parallel,-O3,guided,10000,32,4,0.297070,19.189306,2.760815
Andrews.mtx,parallel,-O3,guided,10000,32,5,0.355005,16.057673,2.310259
Andrews.mtx,parallel,-O3,guided,10000,32,6,0.277996,20.505896,2.950236
Andrews.mtx,parallel,-O3,guided,10000,32,7,0.243902,23.372312,3.362635
Andrews.mtx,parallel,-O3,guided,10000,32,8,0.190020,29.999843,4.316155
Andrews.mtx,parallel,-O3,guided,10000,32,9,0.234842,24.273985,3.492361
Andrews.mtx,parallel,-O3,guided,10000,32,10,0.207901,27.419581,3.944926
Andrews.mtx,parallel,-O3,guided,10000,64,1,0.383139,14.878578,2.140619
Andrews.mtx,parallel,-O3,guided,10000,64,2,0.338078,16.861689,2.425935
Andrews.mtx,parallel,-O3,guided,10000,64,3,0.369072,15.445656,2.222206
Andrews.mtx,parallel,-O3,guided,10000,64,4,0.407934,13.974211,2.010506
Andrews.mtx,parallel,-O3,guided,10000,64,5,0.272036,20.955193,3.014877
Andrews.mtx,parallel,-O3,guided,10000,64,6,0.365973,15.576466,2.241026
Andrews.mtx,parallel,-O3,guided,10000,64,7,0.200987,28.362841,4.080635
Andrews.mtx,parallel,-O3,guided,10000,64,8,0.271797,20.973575,3.017522
Andrews.mtx,parallel,-O3,guided,10000,64,9,0.219107,26.017274,3.743172
Andrews.mtx,parallel,-O3,guided,10000,64,10,0.223160,25.544738,3.675187
bcsstk27.mtx,parallel,-O3,static,1,1,1,0.025988,13.209002,2.206820
bcsstk27.mtx,parallel,-O3,static,1,1,2,0.026941,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,static,1,1,3,0.026941,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,static,1,1,4,0.025988,13.209002,2.206820
bcsstk27.mtx,parallel,-O3,static,1,1,5,0.027180,12.629660,2.110029
bcsstk27.mtx,parallel,-O3,static,1,1,6,0.025988,13.209002,2.206820
bcsstk27.mtx,parallel,-O3,static,1,1,7,0.026941,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,static,1,1,8,0.026226,13.088920,2.186758
bcsstk27.mtx,parallel,-O3,static,1,1,9,0.025988,13.209002,2.206820
bcsstk27.mtx,parallel,-O3,static,1,1,10,0.026941,12.741427,2.128702
bcsstk27.mtx,parallel,-O3,static,1,2,1,0.056028,6.126729,1.023589
bcsstk27.mtx,parallel,-O3,static,1,2,2,0.042915,7.998785,1.336352
bcsstk27.mtx,parallel,-O3,static,1,2,3,0.030994,11.075240,1.850333
bcsstk27.mtx,parallel,-O3,static,1,2,4,0.030041,11.426835,1.909074
bcsstk27.mtx,parallel,-O3,static,1,2,5,0.030994,11.075240,1.850333
bcsstk27.mtx,parallel,-O3,static,1,2,6,0.030994,11.075240,1.850333
bcsstk27.mtx,parallel,-O3,static,1,2,7,0.031948,10.744636,1.795100
bcsstk27.mtx,parallel,-O3,static,1,2,8,0.028849,11.899019,1.987961
bcsstk27.mtx,parallel,-O3,static,1,2,9,0.032187,10.665046,1.781802
bcsstk27.mtx,parallel,-O3,static,1,2,10,0.030994,11.075240,1.850333
bcsstk27.mtx,parallel,-O3,static,1,4,1,0.066042,5.197766,0.868387
bcsstk27.mtx,parallel,-O3,static,1,4,2,0.033855,10.139305,1.693967
bcsstk27.mtx,parallel,-O3,static,1,4,3,0.030994,11.075240,1.850333
bcsstk27.mtx,parallel,-O3,static,1,4,4,0.027895,12.305823,2.055926
bcsstk27.mtx,parallel,-O3,static,1,4,5,0.032187,10.665046,1.781802
bcsstk27.mtx,parallel,-O3,static,1,4,6,0.037909,9.055228,1.512851
bcsstk27.mtx,parallel,-O3,static,1,4,7,0.040054,8.570126,1.431806
bcsstk27.mtx,parallel,-O3,static,1,4,8,0.041962,8.180575,1.366723
bcsstk27.mtx,parallel,-O3,static,1,4,9,0.022888,14.997721,2.505660
bcsstk27.mtx,parallel,-O3,static,1,4,10,0.028133,12.201536,2.038503
bcsstk27.mtx,parallel,-O3,static,1,8,1,0.052929,6.485501,1.083529
bcsstk27.mtx,parallel,-O3,static,1,8,2,0.029087,11.801486,1.971667
bcsstk27.mtx,parallel,-O3,static,1,8,3,0.044107,7.782601,1.300234
bcsstk27.mtx,parallel,-O3,static,1,8,4,0.038862,8.833014,1.475726
bcsstk27.mtx,parallel,-O3,static,1,8,5,0.040054,8.570126,1.431806
bcsstk27.mtx,parallel,-O3,static,1,8,6,0.041008,8.370821,1.398508
bcsstk27.mtx,parallel,-O3,static,1,8,7,0.041008,8.370821,1.398508
bcsstk27.mtx,parallel,-O3,static,1,8,8,0.043869,7.824898,1.307301
bcsstk27.mtx,parallel,-O3,static,1,8,9,0.038147,8.998633,1.503396
bcsstk27.mtx,parallel,-O3,static,1,8,10,0.038862,8.833014,1.475726
bcsstk27.mtx,parallel,-O3,static,1,16,1,0.040054,8.570126,1.431806
bcsstk27.mtx,parallel,-O3,static,1,16,2,0.037909,9.055228,1.512851
bcsstk27.mtx,parallel,-O3,static,1,16,3,0.036955,9.288911,1.551892
bcsstk27.mtx,parallel,-O3,static,1,16,4,0.040054,8.570126,1.431806
bcsstk27.mtx,parallel,-O3,static,1,16,5,0.038862,8.833014,1.475726
bcsstk27.mtx,parallel,-O3,static,1,16,6,0.038862,8.833014,1.475726
bcsstk27.mtx,parallel,-O3,static,1,16,7,0.036955,9.288911,1.551892
bcsstk27.mtx,parallel,-O3,static,1,16,8,0.039816,8.621445,1.440379
bcsstk27.mtx,parallel,-O3,static,1,16,9,0.040054,8.570126,1.431806
bcsstk27.mtx,parallel,-O3,static,1,16,10,0.037193,9.229367,1.541944
bcsstk27.mtx,parallel,-O3,static,1,32,1,0.049114,6.989229,1.167686
bcsstk27.mtx,parallel,-O3,static,1,32,2,0.047922,7.163091,1.196733
bcsstk27.mtx,parallel,-O3,static,1,32,3,0.043869,7.824898,1.307301
bcsstk27.mtx,parallel,-O3,static,1,32,4,0.039101,8.779154,1.466728
bcsstk27.mtx,parallel,-O3,static,1,32,5,0.039101,8.779154,1.466728
