matrix,mode,opt_level,schedule,chunk_size,num_threads,run,elapsed_time,L1_loads,L1_misses,L1_miss_rate,LLC_loads,LLC_misses,LLC_miss_rate
bcsstk27.mtx,parallel,-O3,static,10000,4,3,0.000604,20071859,49058,0.24,2578,151,5.86
bcsstk27.mtx,parallel,-O3,static,10000,4,4,0.010341,20642119,48441,0.23,2371,217,9.15
bcsstk27.mtx,parallel,-O3,static,10000,4,5,0.000287,20050230,48959,0.24,2338,324,13.86
bcsstk27.mtx,parallel,-O3,static,10000,4,6,0.017573,21082819,48443,0.23,2263,156,6.89
bcsstk27.mtx,parallel,-O3,static,10000,4,7,0.000384,20056767,49177,0.25,2327,474,20.37
bcsstk27.mtx,parallel,-O3,static,10000,4,8,0.017009,21025288,49259,0.23,2340,186,7.95
bcsstk27.mtx,parallel,-O3,static,10000,4,9,0.000849,20087686,48079,0.24,2307,186,8.06
bcsstk27.mtx,parallel,-O3,static,10000,4,10,0.000675,20075937,48622,0.24,2543,522,20.53
bcsstk27.mtx,parallel,-O3,static,10000,8,1,0.016121,22160489,49086,0.22,2855,368,12.89
bcsstk27.mtx,parallel,-O3,static,10000,8,2,0.019049,22250680,49918,0.22,2773,318,11.47
bcsstk27.mtx,parallel,-O3,static,10000,8,3,0.005191,20714168,48687,0.24,2874,46,1.60
bcsstk27.mtx,parallel,-O3,static,10000,8,4,0.016275,22243460,50324,0.23,2814,22,0.78
bcsstk27.mtx,parallel,-O3,static,10000,8,5,0.000372,20081779,50324,0.25,2811,390,13.87
bcsstk27.mtx,parallel,-O3,static,10000,8,6,0.014896,22035335,49613,0.23,2854,386,13.52
bcsstk27.mtx,parallel,-O3,static,10000,8,7,0.014666,22078628,50070,0.23,3080,499,16.20
bcsstk27.mtx,parallel,-O3,static,10000,8,8,0.013002,21790805,48589,0.22,3083,225,7.30
bcsstk27.mtx,parallel,-O3,static,10000,8,9,0.000351,20127482,49994,0.25,2882,324,11.24
bcsstk27.mtx,parallel,-O3,static,10000,8,10,0.024758,23244019,48845,0.21,2728,308,11.29
bcsstk27.mtx,parallel,-O3,static,10000,16,1,0.025643,25815411,51850,0.20,3387,444,13.11
bcsstk27.mtx,parallel,-O3,static,10000,16,2,0.013693,23570291,53165,0.23,4053,500,12.34
bcsstk27.mtx,parallel,-O3,static,10000,16,3,0.042972,31148766,51281,0.16,3414,420,12.30
bcsstk27.mtx,parallel,-O3,static,10000,16,4,0.032960,27553299,52828,0.19,3741,411,10.99
bcsstk27.mtx,parallel,-O3,static,10000,16,5,0.023549,26462147,52207,0.20,3671,511,13.92
bcsstk27.mtx,parallel,-O3,static,10000,16,6,0.009595,22814072,51409,0.23,3823,411,10.75
bcsstk27.mtx,parallel,-O3,static,10000,16,7,0.012482,23576744,52803,0.22,4048,529,13.07
bcsstk27.mtx,parallel,-O3,static,10000,16,8,0.028210,27451008,51802,0.19,3301,648,19.63
bcsstk27.mtx,parallel,-O3,static,10000,16,9,0.027083,27303828,52257,0.19,3669,447,12.18
bcsstk27.mtx,parallel,-O3,static,10000,16,10,0.045202,29276218,52862,0.18,3550,750,21.13
bcsstk27.mtx,parallel,-O3,static,10000,32,1,0.018908,30844185,57288,0.19,6419,776,12.09
bcsstk27.mtx,parallel,-O3,static,10000,32,2,0.049797,41599595,56539,0.14,5372,677,12.60
bcsstk27.mtx,parallel,-O3,static,10000,32,3,0.032223,35816546,56536,0.16,5298,951,17.95
bcsstk27.mtx,parallel,-O3,static,10000,32,4,0.046827,40771610,56825,0.14,5287,602,11.39
bcsstk27.mtx,parallel,-O3,static,10000,32,5,0.039943,36758072,56078,0.15,4882,765,15.67
bcsstk27.mtx,parallel,-O3,static,10000,32,6,0.029796,35478224,57559,0.16,6239,792,12.69
bcsstk27.mtx,parallel,-O3,static,10000,32,7,0.015316,29220857,56257,0.19,6616,858,12.97
bcsstk27.mtx,parallel,-O3,static,10000,32,8,0.031492,37145186,58627,0.16,6125,1073,17.52
bcsstk27.mtx,parallel,-O3,static,10000,32,9,0.048773,37233621,56698,0.15,4968,1047,21.07
bcsstk27.mtx,parallel,-O3,static,10000,32,10,0.075658,46150124,56262,0.12,4474,644,14.39
bcsstk27.mtx,parallel,-O3,static,10000,64,1,0.054882,56835696,65434,0.12,7757,1060,13.67
bcsstk27.mtx,parallel,-O3,static,10000,64,2,0.056917,55927524,64800,0.12,7615,1031,13.54
bcsstk27.mtx,parallel,-O3,static,10000,64,3,0.059377,56617707,63471,0.11,7022,992,14.13
bcsstk27.mtx,parallel,-O3,static,10000,64,4,0.086264,73493450,65311,0.09,8314,1364,16.41
bcsstk27.mtx,parallel,-O3,static,10000,64,5,0.057294,59892572,64959,0.11,8007,1146,14.31
bcsstk27.mtx,parallel,-O3,static,10000,64,6,0.045172,54614682,63904,0.12,8402,1176,14.00
bcsstk27.mtx,parallel,-O3,static,10000,64,7,0.080800,56448904,63439,0.11,6739,815,12.09
bcsstk27.mtx,parallel,-O3,static,10000,64,8,0.057705,61368555,65985,0.11,7903,1191,15.07
bcsstk27.mtx,parallel,-O3,static,10000,64,9,0.029222,51198895,66005,0.13,8612,1287,14.94
bcsstk27.mtx,parallel,-O3,static,10000,64,10,0.038646,57136586,68449,0.12,9415,1235,13.12
bcsstk27.mtx,parallel,-O3,dynamic,1,1,1,0.000097,20059102,48585,0.24,2096,108,5.15
bcsstk27.mtx,parallel,-O3,dynamic,1,1,2,0.000095,20059106,47604,0.24,1793,107,5.97
bcsstk27.mtx,parallel,-O3,dynamic,1,1,3,0.000092,20059103,47949,0.24,1791,205,11.45
bcsstk27.mtx,parallel,-O3,dynamic,1,1,4,0.000112,20059091,47416,0.24,2018,72,3.57
bcsstk27.mtx,parallel,-O3,dynamic,1,1,5,0.000095,20059105,48160,0.24,1758,170,9.67
bcsstk27.mtx,parallel,-O3,dynamic,1,1,6,0.000094,20059106,47928,0.24,1833,165,9.00
bcsstk27.mtx,parallel,-O3,dynamic,1,1,7,0.000094,20059106,46739,0.23,1754,69,3.93
bcsstk27.mtx,parallel,-O3,dynamic,1,1,8,0.000091,20059107,46806,0.23,1826,62,3.40
bcsstk27.mtx,parallel,-O3,dynamic,1,1,9,0.000094,20059099,47873,0.24,1808,134,7.41
bcsstk27.mtx,parallel,-O3,dynamic,1,1,10,0.000098,20059105,47577,0.24,1820,304,16.70
bcsstk27.mtx,parallel,-O3,dynamic,1,2,1,0.000715,20071432,47429,0.24,2095,234,11.17
bcsstk27.mtx,parallel,-O3,dynamic,1,2,2,0.000670,20063841,69566,0.35,2589,188,7.26
bcsstk27.mtx,parallel,-O3,dynamic,1,2,3,0.002719,20070246,78791,0.39,2596,770,29.66
bcsstk27.mtx,parallel,-O3,dynamic,1,2,4,0.000735,20062812,73663,0.37,2754,71,2.58
bcsstk27.mtx,parallel,-O3,dynamic,1,2,5,0.001919,20071825,71587,0.36,2644,684,25.87
bcsstk27.mtx,parallel,-O3,dynamic,1,2,6,0.001972,20062351,75851,0.38,2685,818,30.47
bcsstk27.mtx,parallel,-O3,dynamic,1,2,7,0.001083,20067018,81170,0.40,3898,53,1.36
bcsstk27.mtx,parallel,-O3,dynamic,1,2,8,0.001207,20064085,67954,0.34,3778,1709,45.24
bcsstk27.mtx,parallel,-O3,dynamic,1,2,9,0.002760,20063571,84297,0.42,2736,797,29.13
bcsstk27.mtx,parallel,-O3,dynamic,1,2,10,0.001978,20061769,77531,0.39,2849,779,27.34
bcsstk27.mtx,parallel,-O3,dynamic,1,4,1,0.018010,21088951,81146,0.38,4234,111,2.62
bcsstk27.mtx,parallel,-O3,dynamic,1,4,2,0.001902,20074513,96647,0.48,3655,461,12.61
bcsstk27.mtx,parallel,-O3,dynamic,1,4,3,0.001545,20071704,88631,0.44,4482,805,17.96
bcsstk27.mtx,parallel,-O3,dynamic,1,4,4,0.063675,21658372,74513,0.34,3430,462,13.47
bcsstk27.mtx,parallel,-O3,dynamic,1,4,5,0.026501,21530173,79158,0.37,2797,573,20.49
bcsstk27.mtx,parallel,-O3,dynamic,1,4,6,0.001890,20165912,92993,0.46,3523,587,16.66
bcsstk27.mtx,parallel,-O3,dynamic,1,4,7,0.017910,21098259,88286,0.42,2995,159,5.31
bcsstk27.mtx,parallel,-O3,dynamic,1,4,8,0.002239,20067060,96504,0.48,3931,1172,29.81
bcsstk27.mtx,parallel,-O3,dynamic,1,4,9,0.010212,20561810,95084,0.46,3636,85,2.34
bcsstk27.mtx,parallel,-O3,dynamic,1,4,10,0.002272,20120421,83614,0.42,3460,497,14.36
bcsstk27.mtx,parallel,-O3,dynamic,1,8,1,0.026082,23354055,104450,0.45,5787,915,15.81
bcsstk27.mtx,parallel,-O3,dynamic,1,8,2,0.015978,21958841,103162,0.47,6562,1616,24.63
bcsstk27.mtx,parallel,-O3,dynamic,1,8,3,0.002896,20185923,104266,0.52,6647,1620,24.37
bcsstk27.mtx,parallel,-O3,dynamic,1,8,4,0.001704,20223172,103762,0.51,6112,532,8.70
bcsstk27.mtx,parallel,-O3,dynamic,1,8,5,0.002595,20116371,105296,0.52,6435,1576,24.49
bcsstk27.mtx,parallel,-O3,dynamic,1,8,6,0.036225,23565536,98641,0.42,5325,1000,18.78
bcsstk27.mtx,parallel,-O3,dynamic,1,8,7,0.060567,25652810,50659,0.20,2334,156,6.68
bcsstk27.mtx,parallel,-O3,dynamic,1,8,8,0.027749,23583128,100095,0.42,5788,788,13.61
bcsstk27.mtx,parallel,-O3,dynamic,1,8,9,0.003857,20314230,104774,0.52,6422,1672,26.04
bcsstk27.mtx,parallel,-O3,dynamic,1,8,10,0.048514,23701063,79011,0.33,3794,615,16.21
bcsstk27.mtx,parallel,-O3,dynamic,1,16,1,0.011220,22391927,114332,0.51,10175,2919,28.69
bcsstk27.mtx,parallel,-O3,dynamic,1,16,2,0.027467,26092060,104709,0.40,7568,1699,22.45
bcsstk27.mtx,parallel,-O3,dynamic,1,16,3,0.015990,23997888,112245,0.47,8842,2439,27.58
bcsstk27.mtx,parallel,-O3,dynamic,1,16,4,0.103475,33052679,107993,0.33,8202,2193,26.74
bcsstk27.mtx,parallel,-O3,dynamic,1,16,5,0.042986,28022798,107485,0.38,7407,1584,21.39
bcsstk27.mtx,parallel,-O3,dynamic,1,16,6,0.072916,32998192,112398,0.34,9949,2313,23.25
bcsstk27.mtx,parallel,-O3,dynamic,1,16,7,0.012070,22841563,111415,0.49,8265,1865,22.57
bcsstk27.mtx,parallel,-O3,dynamic,1,16,8,0.027860,27282100,111196,0.41,8675,1927,22.21
bcsstk27.mtx,parallel,-O3,dynamic,1,16,9,0.010547,22362274,112131,0.50,9701,2754,28.39
bcsstk27.mtx,parallel,-O3,dynamic,1,16,10,0.018312,24477238,108320,0.44,7680,1542,20.08
bcsstk27.mtx,parallel,-O3,dynamic,1,32,1,0.033662,33898912,114521,0.34,11144,2034,18.25
bcsstk27.mtx,parallel,-O3,dynamic,1,32,2,0.041777,38003577,111789,0.29,10856,2702,24.89
bcsstk27.mtx,parallel,-O3,dynamic,1,32,3,0.032772,37110321,118018,0.32,12453,2640,21.20
bcsstk27.mtx,parallel,-O3,dynamic,1,32,4,0.045686,41865723,113762,0.27,10217,2474,24.21
bcsstk27.mtx,parallel,-O3,dynamic,1,32,5,0.038723,35752698,116407,0.33,10644,2765,25.98
bcsstk27.mtx,parallel,-O3,dynamic,1,32,6,0.043801,37275499,118042,0.32,10972,2290,20.87
bcsstk27.mtx,parallel,-O3,dynamic,1,32,7,0.048123,36327269,115890,0.32,10512,2933,27.90
bcsstk27.mtx,parallel,-O3,dynamic,1,32,8,0.053552,37344567,116494,0.31,10570,2306,21.82
bcsstk27.mtx,parallel,-O3,dynamic,1,32,9,0.022581,28417387,113317,0.40,10298,959,9.31
bcsstk27.mtx,parallel,-O3,dynamic,1,32,10,0.032439,36137576,120702,0.33,12151,2927,24.09
bcsstk27.mtx,parallel,-O3,dynamic,1,64,1,0.048779,50735057,126252,0.25,14628,3372,23.05
bcsstk27.mtx,parallel,-O3,dynamic,1,64,2,0.059288,57394895,128295,0.22,14889,3584,24.07
bcsstk27.mtx,parallel,-O3,dynamic,1,64,3,0.068452,64256336,126208,0.20,14821,3614,24.38
bcsstk27.mtx,parallel,-O3,dynamic,1,64,4,0.050594,54202839,122543,0.23,14795,3658,24.72
bcsstk27.mtx,parallel,-O3,dynamic,1,64,5,0.041280,49853908,124546,0.25,13721,2996,21.84
bcsstk27.mtx,parallel,-O3,dynamic,1,64,6,0.030693,48561395,128192,0.26,18070,4040,22.36
bcsstk27.mtx,parallel,-O3,dynamic,1,64,7,0.065368,54829306,126057,0.23,14017,3546,25.30
bcsstk27.mtx,parallel,-O3,dynamic,1,64,8,0.025737,45803763,127550,0.28,19054,4002,21.00
bcsstk27.mtx,parallel,-O3,dynamic,1,64,9,0.049955,56188827,126077,0.22,16516,3682,22.29
bcsstk27.mtx,parallel,-O3,dynamic,1,64,10,0.085543,62638331,127721,0.20,14670,2710,18.47
bcsstk27.mtx,parallel,-O3,dynamic,10,1,1,0.000068,20039289,46932,0.23,1793,46,2.57
bcsstk27.mtx,parallel,-O3,dynamic,10,1,2,0.000071,20039286,47509,0.24,1858,189,10.17
bcsstk27.mtx,parallel,-O3,dynamic,10,1,3,0.000067,20039289,47971,0.24,1836,45,2.45
bcsstk27.mtx,parallel,-O3,dynamic,10,1,4,0.000069,20039289,47115,0.24,1869,63,3.37
bcsstk27.mtx,parallel,-O3,dynamic,10,1,5,0.000068,20039289,48165,0.24,2057,50,2.43
bcsstk27.mtx,parallel,-O3,dynamic,10,1,6,0.000071,20039286,47656,0.24,1826,234,12.81
bcsstk27.mtx,parallel,-O3,dynamic,10,1,7,0.000077,20039289,46590,0.23,1794,214,11.93
bcsstk27.mtx,parallel,-O3,dynamic,10,1,8,0.000069,20039283,47580,0.24,1859,89,4.79
bcsstk27.mtx,parallel,-O3,dynamic,10,1,9,0.000072,20039287,46420,0.23,1904,107,5.62
bcsstk27.mtx,parallel,-O3,dynamic,10,1,10,0.000078,20039289,47595,0.24,1758,242,13.77
bcsstk27.mtx,parallel,-O3,dynamic,10,2,1,0.000784,20041883,73207,0.37,2415,111,4.60
bcsstk27.mtx,parallel,-O3,dynamic,10,2,2,0.000908,20043242,71974,0.36,2473,99,4.00
bcsstk27.mtx,parallel,-O3,dynamic,10,2,3,0.012465,20262673,64567,0.32,2487,516,20.75
bcsstk27.mtx,parallel,-O3,dynamic,10,2,4,0.001260,20042484,61771,0.31,2193,347,15.82
bcsstk27.mtx,parallel,-O3,dynamic,10,2,5,0.001344,20043930,63750,0.32,2245,462,20.58
bcsstk27.mtx,parallel,-O3,dynamic,10,2,6,0.000938,20042674,76781,0.38,2588,64,2.47
bcsstk27.mtx,parallel,-O3,dynamic,10,2,7,0.001470,20043949,63033,0.31,2233,446,19.97
bcsstk27.mtx,parallel,-O3,dynamic,10,2,8,0.002792,20073805,61694,0.31,2376,410,17.26
bcsstk27.mtx,parallel,-O3,dynamic,10,2,9,0.001523,20042456,65775,0.33,2224,433,19.47
bcsstk27.mtx,parallel,-O3,dynamic,10,2,10,0.001785,20047633,65938,0.33,2285,441,19.30
bcsstk27.mtx,parallel,-O3,dynamic,10,4,1,0.001097,20072234,62529,0.31,2772,687,24.78
bcsstk27.mtx,parallel,-O3,dynamic,10,4,2,0.001144,20077673,60359,0.30,2740,355,12.96
bcsstk27.mtx,parallel,-O3,dynamic,10,4,3,0.001003,20065188,59794,0.30,2761,546,19.78
bcsstk27.mtx,parallel,-O3,dynamic,10,4,4,0.000637,20059300,60043,0.30,2696,51,1.89
bcsstk27.mtx,parallel,-O3,dynamic,10,4,5,0.012986,20725337,64420,0.31,2968,860,28.98
bcsstk27.mtx,parallel,-O3,dynamic,10,4,6,0.000693,20052180,60206,0.30,2771,131,4.73
bcsstk27.mtx,parallel,-O3,dynamic,10,4,7,0.000884,20066331,59852,0.30,2706,315,11.64
bcsstk27.mtx,parallel,-O3,dynamic,10,4,8,0.009503,20580589,59359,0.29,2621,298,11.37
bcsstk27.mtx,parallel,-O3,dynamic,10,4,9,0.001161,20075033,60568,0.30,2801,786,28.06
bcsstk27.mtx,parallel,-O3,dynamic,10,4,10,0.000700,20056237,59722,0.30,3133,514,16.41
bcsstk27.mtx,parallel,-O3,dynamic,10,8,1,0.008690,21218579,56885,0.27,3713,181,4.87
bcsstk27.mtx,parallel,-O3,dynamic,10,8,2,0.000943,20108479,59144,0.29,3864,1197,30.98
bcsstk27.mtx,parallel,-O3,dynamic,10,8,3,0.014504,22009595,57739,0.26,3749,412,10.99
bcsstk27.mtx,parallel,-O3,dynamic,10,8,4,0.023987,22938301,58709,0.26,3725,732,19.65
bcsstk27.mtx,parallel,-O3,dynamic,10,8,5,0.001709,20327742,57510,0.28,3764,368,9.78
bcsstk27.mtx,parallel,-O3,dynamic,10,8,6,0.014279,21906315,60068,0.27,3721,1175,31.58
bcsstk27.mtx,parallel,-O3,dynamic,10,8,7,0.028651,23759204,59274,0.25,3522,452,12.83
bcsstk27.mtx,parallel,-O3,dynamic,10,8,8,0.014338,21619206,59231,0.27,3871,814,21.03
bcsstk27.mtx,parallel,-O3,dynamic,10,8,9,0.013250,21833621,58217,0.27,3672,788,21.46
bcsstk27.mtx,parallel,-O3,dynamic,10,8,10,0.011896,21421589,57445,0.27,3424,185,5.40
bcsstk27.mtx,parallel,-O3,dynamic,10,16,1,0.006974,22041424,59343,0.27,5796,916,15.80
bcsstk27.mtx,parallel,-O3,dynamic,10,16,2,0.031686,27361195,60318,0.22,4622,588,12.72
bcsstk27.mtx,parallel,-O3,dynamic,10,16,3,0.013082,23465401,59140,0.25,5547,643,11.59
bcsstk27.mtx,parallel,-O3,dynamic,10,16,4,0.016882,24465045,59410,0.24,5117,1302,25.44
bcsstk27.mtx,parallel,-O3,dynamic,10,16,5,0.012414,23156907,59671,0.26,5412,1347,24.89
bcsstk27.mtx,parallel,-O3,dynamic,10,16,6,0.075938,30578928,60738,0.20,3908,548,14.02
bcsstk27.mtx,parallel,-O3,dynamic,10,16,7,0.009322,22710137,59486,0.26,5125,1292,25.21
bcsstk27.mtx,parallel,-O3,dynamic,10,16,8,0.016963,24242636,61293,0.25,5348,1358,25.39
bcsstk27.mtx,parallel,-O3,dynamic,10,16,9,0.020314,25784693,60548,0.23,5550,1480,26.67
bcsstk27.mtx,parallel,-O3,dynamic,10,16,10,0.028086,27968320,59394,0.21,5215,1325,25.41
bcsstk27.mtx,parallel,-O3,dynamic,10,32,1,0.017486,30376017,63917,0.21,7681,1235,16.08
bcsstk27.mtx,parallel,-O3,dynamic,10,32,2,0.029932,34935617,64717,0.19,7392,1211,16.38
bcsstk27.mtx,parallel,-O3,dynamic,10,32,3,0.027520,34619383,62704,0.18,7000,1440,20.57
bcsstk27.mtx,parallel,-O3,dynamic,10,32,4,0.034955,33897541,63972,0.19,5668,341,6.02
bcsstk27.mtx,parallel,-O3,dynamic,10,32,5,0.032976,34021327,64545,0.19,5750,1453,25.27
bcsstk27.mtx,parallel,-O3,dynamic,10,32,6,0.029344,36541734,65338,0.18,8050,1385,17.20
bcsstk27.mtx,parallel,-O3,dynamic,10,32,7,0.052948,37781718,63730,0.17,5743,1218,21.21
bcsstk27.mtx,parallel,-O3,dynamic,10,32,8,0.030691,36216550,63946,0.18,7009,1654,23.60
bcsstk27.mtx,parallel,-O3,dynamic,10,32,9,0.023849,33209913,63979,0.19,8037,1559,19.40
bcsstk27.mtx,parallel,-O3,dynamic,10,32,10,0.035856,36572233,64141,0.18,6421,1316,20.50
bcsstk27.mtx,parallel,-O3,dynamic,10,64,1,0.055510,60647099,71899,0.12,9316,1705,18.30
bcsstk27.mtx,parallel,-O3,dynamic,10,64,2,0.078026,69701395,72084,0.10,9906,1958,19.77
bcsstk27.mtx,parallel,-O3,dynamic,10,64,3,0.052406,54243829,71301,0.13,8951,1547,17.28
bcsstk27.mtx,parallel,-O3,dynamic,10,64,4,0.044338,55410278,73399,0.13,9390,1887,20.10
bcsstk27.mtx,parallel,-O3,dynamic,10,64,5,0.087815,65694542,70400,0.11,7940,1358,17.10
bcsstk27.mtx,parallel,-O3,dynamic,10,64,6,0.073165,66798245,73289,0.11,10027,1622,16.18
bcsstk27.mtx,parallel,-O3,dynamic,10,64,7,0.053014,52643557,71123,0.14,8591,1217,14.17
bcsstk27.mtx,parallel,-O3,dynamic,10,64,8,0.050262,51337872,70697,0.14,8335,1530,18.36
bcsstk27.mtx,parallel,-O3,dynamic,10,64,9,0.055336,48764059,68985,0.14,7985,1037,12.99
bcsstk27.mtx,parallel,-O3,dynamic,10,64,10,0.060854,56116784,71771,0.13,9320,1859,19.95
bcsstk27.mtx,parallel,-O3,dynamic,100,1,1,0.000065,20037307,47432,0.24,1793,221,12.33
bcsstk27.mtx,parallel,-O3,dynamic,100,1,2,0.000068,20037311,47009,0.23,2091,372,17.79
bcsstk27.mtx,parallel,-O3,dynamic,100,1,3,0.000066,20037307,47385,0.24,1865,144,7.72
bcsstk27.mtx,parallel,-O3,dynamic,100,1,4,0.000068,20037310,48048,0.24,1835,262,14.28
bcsstk27.mtx,parallel,-O3,dynamic,100,1,5,0.000066,20037307,47130,0.24,2047,131,6.40
bcsstk27.mtx,parallel,-O3,dynamic,100,1,6,0.000065,20037307,46898,0.23,1913,107,5.59
bcsstk27.mtx,parallel,-O3,dynamic,100,1,7,0.000065,20037307,46723,0.23,1816,140,7.71
bcsstk27.mtx,parallel,-O3,dynamic,100,1,8,0.000068,20037303,48094,0.24,1846,162,8.78
bcsstk27.mtx,parallel,-O3,dynamic,100,1,9,0.000068,20037311,47712,0.24,2074,253,12.20
bcsstk27.mtx,parallel,-O3,dynamic,100,1,10,0.000065,20037311,47773,0.24,2044,60,2.94
bcsstk27.mtx,parallel,-O3,dynamic,100,2,1,0.000336,20042873,50791,0.25,2011,31,1.54
bcsstk27.mtx,parallel,-O3,dynamic,100,2,2,0.000161,20039668,49256,0.25,2448,171,6.99
bcsstk27.mtx,parallel,-O3,dynamic,100,2,3,0.001846,20073121,50162,0.25,2014,131,6.50
bcsstk27.mtx,parallel,-O3,dynamic,100,2,4,0.000310,20041148,49060,0.24,2065,241,11.67
bcsstk27.mtx,parallel,-O3,dynamic,100,2,5,0.000178,20040344,50265,0.25,2272,82,3.61
bcsstk27.mtx,parallel,-O3,dynamic,100,2,6,0.000474,20044547,48579,0.24,2296,87,3.79
bcsstk27.mtx,parallel,-O3,dynamic,100,2,7,0.000398,20042771,49037,0.24,2072,388,18.73
bcsstk27.mtx,parallel,-O3,dynamic,100,2,8,0.000312,20042023,48818,0.24,2173,242,11.14
bcsstk27.mtx,parallel,-O3,dynamic,100,2,9,0.000285,20040034,49141,0.25,2101,310,14.75
bcsstk27.mtx,parallel,-O3,dynamic,100,2,10,0.000248,20045424,48865,0.24,2061,494,23.97
bcsstk27.mtx,parallel,-O3,dynamic,100,4,1,0.000297,20045649,50308,0.25,2441,416,17.04
bcsstk27.mtx,parallel,-O3,dynamic,100,4,2,0.000737,20063026,50796,0.25,2558,354,13.84
bcsstk27.mtx,parallel,-O3,dynamic,100,4,3,0.000377,20047219,49113,0.24,2415,333,13.79
bcsstk27.mtx,parallel,-O3,dynamic,100,4,4,0.001135,20093330,50961,0.25,2434,407,16.72
bcsstk27.mtx,parallel,-O3,dynamic,100,4,5,0.001236,20126684,48956,0.24,2483,280,11.28
bcsstk27.mtx,parallel,-O3,dynamic,100,4,6,0.001242,20121069,50794,0.25,2462,479,19.46
bcsstk27.mtx,parallel,-O3,dynamic,100,4,7,0.000360,20046420,49684,0.25,2534,473,18.67
bcsstk27.mtx,parallel,-O3,dynamic,100,4,8,0.000517,20057773,50208,0.25,2515,35,1.39
bcsstk27.mtx,parallel,-O3,dynamic,100,4,9,0.001146,20095790,50572,0.25,2519,626,24.85
bcsstk27.mtx,parallel,-O3,dynamic,100,4,10,0.000314,20045227,50748,0.25,2626,392,14.93
bcsstk27.mtx,parallel,-O3,dynamic,100,8,1,0.033792,23982492,51673,0.22,2791,532,19.06
bcsstk27.mtx,parallel,-O3,dynamic,100,8,2,0.016278,22206405,50469,0.23,3214,895,27.85
bcsstk27.mtx,parallel,-O3,dynamic,100,8,3,0.017518,22130076,52260,0.24,3019,324,10.73
bcsstk27.mtx,parallel,-O3,dynamic,100,8,4,0.025459,23069410,52052,0.23,2921,772,26.43
bcsstk27.mtx,parallel,-O3,dynamic,100,8,5,0.018751,22502856,51987,0.23,2773,228,8.22
bcsstk27.mtx,parallel,-O3,dynamic,100,8,6,0.027308,23183725,52628,0.23,3248,808,24.88
bcsstk27.mtx,parallel,-O3,dynamic,100,8,7,0.000426,20058955,51953,0.26,3194,472,14.78
bcsstk27.mtx,parallel,-O3,dynamic,100,8,8,0.021032,22870359,50292,0.22,2569,575,22.38
bcsstk27.mtx,parallel,-O3,dynamic,100,8,9,0.021612,22803920,52179,0.23,3094,286,9.24
bcsstk27.mtx,parallel,-O3,dynamic,100,8,10,0.014841,22026286,52378,0.24,3255,444,13.64
bcsstk27.mtx,parallel,-O3,dynamic,100,16,1,0.008777,22381140,54849,0.25,4481,780,17.41
bcsstk27.mtx,parallel,-O3,dynamic,100,16,2,0.054074,27919319,52529,0.19,3213,524,16.31
bcsstk27.mtx,parallel,-O3,dynamic,100,16,3,0.001166,20282443,53984,0.27,4231,517,12.22
bcsstk27.mtx,parallel,-O3,dynamic,100,16,4,0.047173,28278070,52853,0.19,3454,687,19.89
bcsstk27.mtx,parallel,-O3,dynamic,100,16,5,0.013131,23332463,55393,0.24,4346,797,18.34
bcsstk27.mtx,parallel,-O3,dynamic,100,16,6,0.030757,29932418,55072,0.18,4194,546,13.02
bcsstk27.mtx,parallel,-O3,dynamic,100,16,7,0.033641,27736180,54814,0.20,4089,842,20.59
bcsstk27.mtx,parallel,-O3,dynamic,100,16,8,0.011958,22616120,54371,0.24,3897,524,13.45
bcsstk27.mtx,parallel,-O3,dynamic,100,16,9,0.001323,20301625,54317,0.27,4178,866,20.73
bcsstk27.mtx,parallel,-O3,dynamic,100,16,10,0.013416,23651854,53966,0.23,4627,920,19.88
bcsstk27.mtx,parallel,-O3,dynamic,100,32,1,0.059094,36898048,57849,0.16,4963,872,17.57
bcsstk27.mtx,parallel,-O3,dynamic,100,32,2,0.049343,36443757,58537,0.16,4861,804,16.54
bcsstk27.mtx,parallel,-O3,dynamic,100,32,3,0.068102,41486796,57937,0.14,4830,570,11.80
bcsstk27.mtx,parallel,-O3,dynamic,100,32,4,0.025090,34225541,60023,0.18,6558,1091,16.64
bcsstk27.mtx,parallel,-O3,dynamic,100,32,5,0.049289,37409378,56817,0.15,4719,846,17.93
bcsstk27.mtx,parallel,-O3,dynamic,100,32,6,0.014973,28190648,58629,0.21,5897,817,13.85
bcsstk27.mtx,parallel,-O3,dynamic,100,32,7,0.043433,40331277,58648,0.15,5409,1034,19.12
bcsstk27.mtx,parallel,-O3,dynamic,100,32,8,0.032744,33455370,59285,0.18,5352,866,16.18
bcsstk27.mtx,parallel,-O3,dynamic,100,32,9,0.028221,33715173,58831,0.17,4953,994,20.07
bcsstk27.mtx,parallel,-O3,dynamic,100,32,10,0.035129,35624797,57175,0.16,5338,1021,19.13
bcsstk27.mtx,parallel,-O3,dynamic,100,64,1,0.061062,55395331,66445,0.12,7826,1184,15.13
bcsstk27.mtx,parallel,-O3,dynamic,100,64,2,0.057041,54447332,66119,0.12,6807,1202,17.66
bcsstk27.mtx,parallel,-O3,dynamic,100,64,3,0.058197,54392706,66530,0.12,7724,1284,16.62
bcsstk27.mtx,parallel,-O3,dynamic,100,64,4,0.047842,55153901,68206,0.12,8484,1643,19.37
bcsstk27.mtx,parallel,-O3,dynamic,100,64,5,0.026713,44810961,67308,0.15,9224,1473,15.97
