matrix,mode,opt_level,schedule,chunk_size,num_threads,run,elapsed_time,L1_loads,L1_misses,L1_miss_rate,LLC_loads,LLC_misses,LLC_miss_rate
Hook_1498.mtx,parallel,-O3,guided,10000,1,8,0.042954,21577356275,49738837,0.23,285370,72038,25.24
Hook_1498.mtx,parallel,-O3,guided,10000,1,9,0.042593,21577356274,50060487,0.23,288359,75359,26.13
Hook_1498.mtx,parallel,-O3,guided,10000,1,10,0.043236,21577356272,49843138,0.23,283820,73653,25.95
Hook_1498.mtx,parallel,-O3,guided,10000,2,1,0.164699,21577448553,51266837,0.24,284306,77787,27.36
Hook_1498.mtx,parallel,-O3,guided,10000,2,2,0.170357,21577435665,51418832,0.24,279578,75861,27.13
Hook_1498.mtx,parallel,-O3,guided,10000,2,3,0.139666,21577538760,51363541,0.24,281607,76647,27.22
Hook_1498.mtx,parallel,-O3,guided,10000,2,4,0.144237,21577475370,51282641,0.24,287783,74635,25.93
Hook_1498.mtx,parallel,-O3,guided,10000,2,5,0.140805,21577470479,51759532,0.24,287491,74175,25.80
Hook_1498.mtx,parallel,-O3,guided,10000,2,6,0.123989,21577433339,51578041,0.24,277810,76744,27.62
Hook_1498.mtx,parallel,-O3,guided,10000,2,7,0.142124,21577448517,51649866,0.24,283897,75420,26.57
Hook_1498.mtx,parallel,-O3,guided,10000,2,8,0.141315,21577472191,51666026,0.24,286995,75777,26.40
Hook_1498.mtx,parallel,-O3,guided,10000,2,9,0.162702,21577442795,51526980,0.24,268276,77568,28.91
Hook_1498.mtx,parallel,-O3,guided,10000,2,10,0.137030,21577509330,51191726,0.24,276464,77500,28.03
Hook_1498.mtx,parallel,-O3,guided,10000,4,1,0.153200,21577609947,52501034,0.24,263381,68237,25.91
Hook_1498.mtx,parallel,-O3,guided,10000,4,2,0.167901,21577638741,51910105,0.24,269742,67680,25.09
Hook_1498.mtx,parallel,-O3,guided,10000,4,3,0.147877,21577617525,51865919,0.24,278313,70477,25.32
Hook_1498.mtx,parallel,-O3,guided,10000,4,4,0.187084,21577597671,51607670,0.24,265990,70732,26.59
Hook_1498.mtx,parallel,-O3,guided,10000,4,5,0.163066,21577731326,51657537,0.24,266758,69219,25.95
Hook_1498.mtx,parallel,-O3,guided,10000,4,6,0.159879,21577612890,52112374,0.24,275213,68396,24.85
Hook_1498.mtx,parallel,-O3,guided,10000,4,7,0.178990,21577627364,52181799,0.24,263572,69612,26.41
Hook_1498.mtx,parallel,-O3,guided,10000,4,8,0.184308,21577649773,51427047,0.24,269214,68902,25.59
Hook_1498.mtx,parallel,-O3,guided,10000,4,9,0.179748,21577644067,51305849,0.24,262169,68549,26.15
Hook_1498.mtx,parallel,-O3,guided,10000,4,10,0.158377,21577608334,51789047,0.24,271404,71526,26.35
Hook_1498.mtx,parallel,-O3,guided,10000,8,1,0.139614,21578115055,51646853,0.24,265840,72908,27.43
Hook_1498.mtx,parallel,-O3,guided,10000,8,2,0.138636,21578207438,51524992,0.24,259723,69500,26.76
Hook_1498.mtx,parallel,-O3,guided,10000,8,3,0.154595,21578273884,52690753,0.24,267298,72604,27.16
Hook_1498.mtx,parallel,-O3,guided,10000,8,4,0.133765,21578269365,51318935,0.24,269812,71533,26.51
Hook_1498.mtx,parallel,-O3,guided,10000,8,5,0.133555,21578127885,52005120,0.24,270185,74190,27.46
Hook_1498.mtx,parallel,-O3,guided,10000,8,6,0.145547,21578140814,51964169,0.24,265185,72051,27.17
Hook_1498.mtx,parallel,-O3,guided,10000,8,7,0.141032,21578233206,51730135,0.24,270779,72066,26.61
Hook_1498.mtx,parallel,-O3,guided,10000,8,8,0.139801,21578069559,51845099,0.24,273550,73633,26.92
Hook_1498.mtx,parallel,-O3,guided,10000,8,9,0.146987,21578143332,51834216,0.24,267426,72899,27.26
Hook_1498.mtx,parallel,-O3,guided,10000,8,10,0.139032,21578222294,51758172,0.24,262015,71725,27.37
Hook_1498.mtx,parallel,-O3,guided,10000,16,1,0.121500,21579188375,51870222,0.24,265943,77546,29.16
Hook_1498.mtx,parallel,-O3,guided,10000,16,2,0.125602,21579286794,51502704,0.24,273369,79144,28.95
Hook_1498.mtx,parallel,-O3,guided,10000,16,3,0.126243,21579311619,51790617,0.24,271672,77430,28.50
Hook_1498.mtx,parallel,-O3,guided,10000,16,4,0.115628,21579505454,51716574,0.24,269844,80241,29.74
Hook_1498.mtx,parallel,-O3,guided,10000,16,5,0.127995,21579282129,51703566,0.24,272175,79079,29.05
Hook_1498.mtx,parallel,-O3,guided,10000,16,6,0.121382,21579460711,51441859,0.24,268852,76970,28.63
Hook_1498.mtx,parallel,-O3,guided,10000,16,7,0.126713,21579439467,51654103,0.24,264711,78274,29.57
Hook_1498.mtx,parallel,-O3,guided,10000,16,8,0.121967,21579420332,51872641,0.24,271061,76589,28.26
Hook_1498.mtx,parallel,-O3,guided,10000,16,9,0.123077,21579406692,51911875,0.24,274392,78292,28.53
Hook_1498.mtx,parallel,-O3,guided,10000,16,10,0.117301,21579464057,52181450,0.24,272429,78627,28.86
Hook_1498.mtx,parallel,-O3,guided,10000,32,1,0.118455,21583099212,52227919,0.24,278967,83180,29.82
Hook_1498.mtx,parallel,-O3,guided,10000,32,2,0.111100,21582470162,51787885,0.24,277547,86751,31.26
Hook_1498.mtx,parallel,-O3,guided,10000,32,3,0.113097,21583125701,52166662,0.24,284308,91119,32.05
Hook_1498.mtx,parallel,-O3,guided,10000,32,4,0.115697,21583970201,52089047,0.24,282635,85084,30.10
Hook_1498.mtx,parallel,-O3,guided,10000,32,5,0.117186,21582072798,51702432,0.24,281426,84024,29.86
Hook_1498.mtx,parallel,-O3,guided,10000,32,6,0.112153,21583103449,51660021,0.24,284645,87470,30.73
Hook_1498.mtx,parallel,-O3,guided,10000,32,7,0.112613,21582957439,52850541,0.24,275931,87077,31.56
Hook_1498.mtx,parallel,-O3,guided,10000,32,8,0.114969,21583253429,51987814,0.24,283663,84279,29.71
Hook_1498.mtx,parallel,-O3,guided,10000,32,9,0.115718,21583203605,51843104,0.24,279301,87338,31.27
Hook_1498.mtx,parallel,-O3,guided,10000,32,10,0.110168,21583255080,51690828,0.24,284889,88932,31.22
Hook_1498.mtx,parallel,-O3,guided,10000,64,1,0.144115,21607441471,52165571,0.24,296581,93740,31.61
Hook_1498.mtx,parallel,-O3,guided,10000,64,2,0.131995,21594647192,51654267,0.24,299262,94625,31.62
Hook_1498.mtx,parallel,-O3,guided,10000,64,3,0.134382,21594020593,52232888,0.24,301945,95676,31.69
Hook_1498.mtx,parallel,-O3,guided,10000,64,4,0.136455,21593896492,52355526,0.24,296272,94300,31.83
Hook_1498.mtx,parallel,-O3,guided,10000,64,5,0.137047,21593799363,52686974,0.24,294252,96305,32.73
Hook_1498.mtx,parallel,-O3,guided,10000,64,6,0.145745,21608751734,52270466,0.24,291513,96474,33.09
Hook_1498.mtx,parallel,-O3,guided,10000,64,7,0.137088,21593275844,51870132,0.24,296369,93995,31.72
Hook_1498.mtx,parallel,-O3,guided,10000,64,8,0.136000,21594400243,53015034,0.25,297783,98366,33.03
Hook_1498.mtx,parallel,-O3,guided,10000,64,9,0.129478,21592321162,52241355,0.24,297052,95383,32.11
Hook_1498.mtx,parallel,-O3,guided,10000,64,10,0.140668,21594440655,53054801,0.25,293692,100036,34.06
msdoor.mtx,parallel,-O3,static,1,1,1,0.017845,7197235765,16830742,0.23,281139,120959,43.02
msdoor.mtx,parallel,-O3,static,1,1,2,0.018280,7197235659,16469639,0.23,253814,93338,36.77
msdoor.mtx,parallel,-O3,static,1,1,3,0.018320,7197235736,16952367,0.24,280794,119531,42.57
msdoor.mtx,parallel,-O3,static,1,1,4,0.018414,7197235663,16424555,0.23,254299,95833,37.69
msdoor.mtx,parallel,-O3,static,1,1,5,0.018478,7197235743,17042515,0.24,282537,120946,42.81
msdoor.mtx,parallel,-O3,static,1,1,6,0.018287,7197235714,17084313,0.24,281370,120660,42.88
msdoor.mtx,parallel,-O3,static,1,1,7,0.018311,7197235753,16878998,0.23,280960,120057,42.73
msdoor.mtx,parallel,-O3,static,1,1,8,0.018351,7197235645,16257328,0.23,254312,95853,37.69
msdoor.mtx,parallel,-O3,static,1,1,9,0.018389,7197235655,16575795,0.23,254240,95320,37.49
msdoor.mtx,parallel,-O3,static,1,1,10,0.018209,7197235679,16446560,0.23,253505,94215,37.16
msdoor.mtx,parallel,-O3,static,1,2,1,0.041692,7207938777,20457969,0.28,807795,143457,17.76
msdoor.mtx,parallel,-O3,static,1,2,2,0.183980,7207938990,25368563,0.35,412247,145099,35.20
msdoor.mtx,parallel,-O3,static,1,2,3,0.235935,7207938878,26905481,0.37,424527,139938,32.96
msdoor.mtx,parallel,-O3,static,1,2,4,0.220679,7207940512,26705828,0.37,418418,139598,33.36
msdoor.mtx,parallel,-O3,static,1,2,5,0.252491,7207939492,27642658,0.38,410450,138300,33.69
msdoor.mtx,parallel,-O3,static,1,2,6,0.252650,7207939037,27652654,0.38,379261,110230,29.06
msdoor.mtx,parallel,-O3,static,1,2,7,0.032069,7207967595,20246626,0.28,651461,170361,26.15
msdoor.mtx,parallel,-O3,static,1,2,8,0.182399,7207939210,25027338,0.35,404637,141682,35.01
msdoor.mtx,parallel,-O3,static,1,2,9,0.032492,7207944565,20220501,0.28,787261,149210,18.95
msdoor.mtx,parallel,-O3,static,1,2,10,0.031160,7207988137,19825676,0.28,779529,174229,22.35
msdoor.mtx,parallel,-O3,static,1,4,1,0.056225,7209216232,20533144,0.28,1038967,698186,67.20
msdoor.mtx,parallel,-O3,static,1,4,2,0.135633,7209148327,23791069,0.33,966593,592440,61.29
msdoor.mtx,parallel,-O3,static,1,4,3,0.174965,7209147590,25485272,0.35,942896,565231,59.95
msdoor.mtx,parallel,-O3,static,1,4,4,0.054024,7209208445,20657057,0.29,1044186,699885,67.03
msdoor.mtx,parallel,-O3,static,1,4,5,0.158492,7209147505,24189255,0.34,931935,546472,58.64
msdoor.mtx,parallel,-O3,static,1,4,6,0.139738,7209147226,23898798,0.33,962003,593329,61.68
msdoor.mtx,parallel,-O3,static,1,4,7,0.056562,7209148981,20504959,0.28,1040423,679512,65.31
msdoor.mtx,parallel,-O3,static,1,4,8,0.054610,7209199652,20699473,0.29,1050740,707027,67.29
msdoor.mtx,parallel,-O3,static,1,4,9,0.066420,7209331687,21162427,0.29,1266095,899811,71.07
msdoor.mtx,parallel,-O3,static,1,4,10,0.067242,7209326321,21117795,0.29,1352734,972996,71.93
msdoor.mtx,parallel,-O3,static,1,8,1,0.143333,7211592068,24462585,0.34,1628267,1093741,67.17
msdoor.mtx,parallel,-O3,static,1,8,2,0.076810,7210993378,22260388,0.31,1689690,1104368,65.36
msdoor.mtx,parallel,-O3,static,1,8,3,0.129583,7211589599,24429749,0.34,1650385,1090023,66.05
msdoor.mtx,parallel,-O3,static,1,8,4,0.077460,7211588043,22797723,0.32,1671104,1050948,62.89
msdoor.mtx,parallel,-O3,static,1,8,5,0.099345,7211592025,23315728,0.32,1664274,1102689,66.26
msdoor.mtx,parallel,-O3,static,1,8,6,0.131929,7211592205,24567413,0.34,1623080,1048555,64.60
msdoor.mtx,parallel,-O3,static,1,8,7,0.141322,7211589890,24620384,0.34,1646120,1026248,62.34
msdoor.mtx,parallel,-O3,static,1,8,8,0.131320,7211589901,24393064,0.34,1634797,1045410,63.95
msdoor.mtx,parallel,-O3,static,1,8,9,0.118376,7211601365,24018178,0.33,1632327,1001080,61.33
msdoor.mtx,parallel,-O3,static,1,8,10,0.064527,7211320210,22488842,0.31,2153750,1441908,66.95
msdoor.mtx,parallel,-O3,static,1,16,1,0.053697,7215076386,23043416,0.32,2074194,1336409,64.43
msdoor.mtx,parallel,-O3,static,1,16,2,0.059043,7215331963,23534436,0.33,2064054,1404832,68.06
msdoor.mtx,parallel,-O3,static,1,16,3,0.052694,7215285340,23270877,0.32,2071919,1398684,67.51
msdoor.mtx,parallel,-O3,static,1,16,4,0.058314,7215671782,23598292,0.33,2364459,1501374,63.50
msdoor.mtx,parallel,-O3,static,1,16,5,0.053032,7216031266,23575890,0.33,2538993,1598650,62.96
msdoor.mtx,parallel,-O3,static,1,16,6,0.053751,7215556714,23005368,0.32,2070826,1337505,64.59
msdoor.mtx,parallel,-O3,static,1,16,7,0.057963,7215951994,23659285,0.33,2456578,1498544,61.00
msdoor.mtx,parallel,-O3,static,1,16,8,0.056626,7215854836,23806376,0.33,2499573,1564018,62.57
msdoor.mtx,parallel,-O3,static,1,16,9,0.048582,7215365204,22470439,0.31,2071587,1387728,66.99
msdoor.mtx,parallel,-O3,static,1,16,10,0.053912,7215442595,23808105,0.33,2672500,1577352,59.02
msdoor.mtx,parallel,-O3,static,1,32,1,0.053447,7224282599,24277072,0.34,2466466,1457576,59.10
msdoor.mtx,parallel,-O3,static,1,32,2,0.052709,7224945498,24080675,0.33,2446593,1411818,57.71
msdoor.mtx,parallel,-O3,static,1,32,3,0.050174,7224974276,24572029,0.34,2868184,1563801,54.52
msdoor.mtx,parallel,-O3,static,1,32,4,0.054261,7223961680,24079431,0.33,2450934,1399917,57.12
msdoor.mtx,parallel,-O3,static,1,32,5,0.052736,7223198688,24351037,0.34,2467443,1513192,61.33
msdoor.mtx,parallel,-O3,static,1,32,6,0.053109,7225042356,24055950,0.33,2451507,1469567,59.95
msdoor.mtx,parallel,-O3,static,1,32,7,0.053087,7225337245,23861551,0.33,2426875,1446124,59.59
msdoor.mtx,parallel,-O3,static,1,32,8,0.051778,7224961696,23710115,0.33,2427906,1403419,57.80
msdoor.mtx,parallel,-O3,static,1,32,9,0.048697,7224881258,24102927,0.33,2468381,1409644,57.11
msdoor.mtx,parallel,-O3,static,1,32,10,0.048864,7224551621,24168239,0.33,2476874,1436352,57.99
msdoor.mtx,parallel,-O3,static,1,64,1,0.063276,7255700612,24894148,0.34,3080191,1368323,44.42
msdoor.mtx,parallel,-O3,static,1,64,2,0.061155,7256221914,24917749,0.34,3114440,1490192,47.85
msdoor.mtx,parallel,-O3,static,1,64,3,0.065709,7255800218,25198131,0.35,3453741,1315994,38.10
msdoor.mtx,parallel,-O3,static,1,64,4,0.060833,7255980791,24638463,0.34,3330736,1437459,43.16
msdoor.mtx,parallel,-O3,static,1,64,5,0.066604,7255952134,25060305,0.35,3092214,1369897,44.30
msdoor.mtx,parallel,-O3,static,1,64,6,0.063396,7256867382,24917947,0.34,3087474,1310263,42.44
msdoor.mtx,parallel,-O3,static,1,64,7,0.065794,7256452306,24726271,0.34,3293016,1411509,42.86
msdoor.mtx,parallel,-O3,static,1,64,8,0.063868,7256507568,24208370,0.33,3063517,1331322,43.46
msdoor.mtx,parallel,-O3,static,1,64,9,0.065301,7256171784,24388883,0.34,3068517,1368932,44.61
msdoor.mtx,parallel,-O3,static,1,64,10,0.065475,7256425477,24919381,0.34,3085203,1393057,45.15
msdoor.mtx,parallel,-O3,static,10,1,1,0.018381,7197235663,16327339,0.23,255309,96016,37.61
msdoor.mtx,parallel,-O3,static,10,1,2,0.018252,7197235731,16838250,0.23,280434,119570,42.64
msdoor.mtx,parallel,-O3,static,10,1,3,0.018334,7197235757,16878980,0.23,283015,119884,42.36
msdoor.mtx,parallel,-O3,static,10,1,4,0.018207,7197235659,16399908,0.23,253925,93973,37.01
msdoor.mtx,parallel,-O3,static,10,1,5,0.018160,7197235677,16608591,0.23,255955,97379,38.05
msdoor.mtx,parallel,-O3,static,10,1,6,0.018305,7197235670,16432189,0.23,253939,94737,37.31
msdoor.mtx,parallel,-O3,static,10,1,7,0.018301,7197235710,16973769,0.24,280236,120840,43.12
msdoor.mtx,parallel,-O3,static,10,1,8,0.017828,7197235750,16929700,0.24,281590,120767,42.89
msdoor.mtx,parallel,-O3,static,10,1,9,0.018094,7197235749,16797995,0.23,281120,119587,42.54
msdoor.mtx,parallel,-O3,static,10,1,10,0.017725,7197235738,16936434,0.24,281032,118209,42.06
msdoor.mtx,parallel,-O3,static,10,2,1,0.134856,7198581588,22376153,0.31,402262,165398,41.12
msdoor.mtx,parallel,-O3,static,10,2,2,0.132475,7198581959,21473856,0.30,414496,141722,34.19
msdoor.mtx,parallel,-O3,static,10,2,3,0.125832,7198582382,21816332,0.30,441525,167911,38.03
msdoor.mtx,parallel,-O3,static,10,2,4,0.126950,7198582662,21754870,0.30,443210,167173,37.72
msdoor.mtx,parallel,-O3,static,10,2,5,0.136151,7198581947,22028417,0.31,409412,167205,40.84
msdoor.mtx,parallel,-O3,static,10,2,6,0.120474,7198583085,21552660,0.30,458241,167518,36.56
msdoor.mtx,parallel,-O3,static,10,2,7,0.136665,7198581755,21704067,0.30,377248,141755,37.58
msdoor.mtx,parallel,-O3,static,10,2,8,0.089104,7198582083,20203050,0.28,414627,169918,40.98
msdoor.mtx,parallel,-O3,static,10,2,9,0.137159,7198582168,22347340,0.31,405777,168052,41.41
msdoor.mtx,parallel,-O3,static,10,2,10,0.140322,7198582320,22138518,0.31,407641,167643,41.13
msdoor.mtx,parallel,-O3,static,10,4,1,0.046294,7199845253,18354457,0.25,665815,461903,69.37
msdoor.mtx,parallel,-O3,static,10,4,2,0.042745,7199790146,18236301,0.25,547445,329511,60.19
msdoor.mtx,parallel,-O3,static,10,4,3,0.042987,7199881647,18273305,0.25,631000,427626,67.77
msdoor.mtx,parallel,-O3,static,10,4,4,0.042997,7199811911,18059350,0.25,568091,367327,64.66
msdoor.mtx,parallel,-O3,static,10,4,5,0.049890,7199790969,18285023,0.25,689676,464139,67.30
msdoor.mtx,parallel,-O3,static,10,4,6,0.047394,7199791004,18011286,0.25,633136,409415,64.66
msdoor.mtx,parallel,-O3,static,10,4,7,0.049800,7199792246,18645386,0.26,554340,335400,60.50
msdoor.mtx,parallel,-O3,static,10,4,8,0.046086,7199799854,18437165,0.26,643226,435958,67.78
msdoor.mtx,parallel,-O3,static,10,4,9,0.050884,7199791302,18494156,0.26,620825,391143,63.00
msdoor.mtx,parallel,-O3,static,10,4,10,0.042601,7199840184,18273489,0.25,615548,411655,66.88
msdoor.mtx,parallel,-O3,static,10,8,1,0.043228,7202034668,18533319,0.26,577765,312102,54.02
msdoor.mtx,parallel,-O3,static,10,8,2,0.052415,7201348444,18841074,0.26,657869,380627,57.86
msdoor.mtx,parallel,-O3,static,10,8,3,0.043926,7201955258,17910412,0.25,559858,300607,53.69
msdoor.mtx,parallel,-O3,static,10,8,4,0.042165,7201963696,18421723,0.26,592702,352868,59.54
msdoor.mtx,parallel,-O3,static,10,8,5,0.044236,7201974677,18447870,0.26,588354,329825,56.06
msdoor.mtx,parallel,-O3,static,10,8,6,0.045375,7202052607,18585253,0.26,577127,316195,54.79
msdoor.mtx,parallel,-O3,static,10,8,7,0.046116,7201899908,18567809,0.26,656147,378243,57.65
msdoor.mtx,parallel,-O3,static,10,8,8,0.046050,7201851644,18416695,0.26,578199,315904,54.64
msdoor.mtx,parallel,-O3,static,10,8,9,0.047224,7201941481,18491053,0.26,580754,332072,57.18
msdoor.mtx,parallel,-O3,static,10,8,10,0.044206,7201983770,18515095,0.26,580599,318026,54.78
msdoor.mtx,parallel,-O3,static,10,16,1,0.042323,7205858819,18812595,0.26,772451,367378,47.56
msdoor.mtx,parallel,-O3,static,10,16,2,0.045069,7205435292,18579813,0.26,704266,354647,50.36
msdoor.mtx,parallel,-O3,static,10,16,3,0.043933,7205619060,18823535,0.26,770835,367485,47.67
msdoor.mtx,parallel,-O3,static,10,16,4,0.046366,7205847698,18556302,0.26,703955,352090,50.02
msdoor.mtx,parallel,-O3,static,10,16,5,0.042466,7206044520,18622375,0.26,704073,352014,50.00
msdoor.mtx,parallel,-O3,static,10,16,6,0.046387,7205268191,18578124,0.26,765030,361387,47.24
msdoor.mtx,parallel,-O3,static,10,16,7,0.042710,7205926010,18651645,0.26,704136,344496,48.92
msdoor.mtx,parallel,-O3,static,10,16,8,0.045633,7205420487,18530100,0.26,708472,351252,49.58
msdoor.mtx,parallel,-O3,static,10,16,9,0.043699,7205826995,18710477,0.26,704660,354097,50.25
msdoor.mtx,parallel,-O3,static,10,16,10,0.043169,7205666615,18557547,0.26,704248,350163,49.72
msdoor.mtx,parallel,-O3,static,10,32,1,0.042974,7215549544,18562501,0.26,797908,351677,44.07
msdoor.mtx,parallel,-O3,static,10,32,2,0.040629,7215035159,18794664,0.26,800176,369732,46.21
msdoor.mtx,parallel,-O3,static,10,32,3,0.042153,7215310800,18753347,0.26,813046,393019,48.34
msdoor.mtx,parallel,-O3,static,10,32,4,0.039348,7215085765,18681523,0.26,807027,390506,48.39
msdoor.mtx,parallel,-O3,static,10,32,5,0.044397,7214735304,18525997,0.26,794468,356559,44.88
msdoor.mtx,parallel,-O3,static,10,32,6,0.042925,7214424139,18574394,0.26,798344,362211,45.37
msdoor.mtx,parallel,-O3,static,10,32,7,0.043350,7214420243,18491246,0.26,797381,356944,44.76
msdoor.mtx,parallel,-O3,static,10,32,8,0.044655,7215229665,18904024,0.26,860528,371143,43.13
msdoor.mtx,parallel,-O3,static,10,32,9,0.039689,7214959659,18611633,0.26,810140,400899,49.49
msdoor.mtx,parallel,-O3,static,10,32,10,0.042768,7215312163,18544515,0.26,857845,359496,41.91
msdoor.mtx,parallel,-O3,static,10,64,1,0.054587,7244745759,18814636,0.26,899387,418677,46.55
msdoor.mtx,parallel,-O3,static,10,64,2,0.058023,7245142855,18461333,0.25,867407,371397,42.82
msdoor.mtx,parallel,-O3,static,10,64,3,0.052550,7246052072,18794966,0.26,954913,418302,43.81
msdoor.mtx,parallel,-O3,static,10,64,4,0.056846,7246623662,18774974,0.26,899917,400765,44.53
msdoor.mtx,parallel,-O3,static,10,64,5,0.054599,7245627011,18954721,0.26,896022,410520,45.82
msdoor.mtx,parallel,-O3,static,10,64,6,0.055917,7245599883,18384241,0.25,868792,366642,42.20
msdoor.mtx,parallel,-O3,static,10,64,7,0.058558,7245840470,19268489,0.27,902788,408544,45.25
msdoor.mtx,parallel,-O3,static,10,64,8,0.054419,7245717048,18906219,0.26,888372,388971,43.78
msdoor.mtx,parallel,-O3,static,10,64,9,0.053679,7246255056,18799332,0.26,898837,386020,42.95
msdoor.mtx,parallel,-O3,static,10,64,10,0.052561,7245476130,18302916,0.25,876351,379203,43.27
msdoor.mtx,parallel,-O3,static,100,1,1,0.018416,7197235744,16802579,0.23,281272,120679,42.90
msdoor.mtx,parallel,-O3,static,100,1,2,0.018314,7197235662,16422244,0.23,255549,95020,37.18
msdoor.mtx,parallel,-O3,static,100,1,3,0.018321,7197235774,16909051,0.23,280552,120331,42.89
msdoor.mtx,parallel,-O3,static,100,1,4,0.018132,7197235650,16524583,0.23,254760,95906,37.65
msdoor.mtx,parallel,-O3,static,100,1,5,0.018321,7197235742,16962397,0.24,281390,120389,42.78
msdoor.mtx,parallel,-O3,static,100,1,6,0.017827,7197235778,16981174,0.24,281895,119759,42.48
msdoor.mtx,parallel,-O3,static,100,1,7,0.018469,7197235093,17000486,0.24,279892,122086,43.62
msdoor.mtx,parallel,-O3,static,100,1,8,0.018208,7197235739,16815056,0.23,280668,119219,42.48
msdoor.mtx,parallel,-O3,static,100,1,9,0.017754,7197235760,17100253,0.24,280979,120898,43.03
msdoor.mtx,parallel,-O3,static,100,1,10,0.018274,7197235695,16909357,0.23,283199,120665,42.61
msdoor.mtx,parallel,-O3,static,100,2,1,0.026048,7197646374,17664044,0.25,316275,128385,40.59
msdoor.mtx,parallel,-O3,static,100,2,2,0.025023,7197646562,17512823,0.24,312938,129162,41.27
msdoor.mtx,parallel,-O3,static,100,2,3,0.020950,7197653204,17523801,0.24,317176,126520,39.89
msdoor.mtx,parallel,-O3,static,100,2,4,0.024826,7197646322,17486211,0.24,310569,127776,41.14
msdoor.mtx,parallel,-O3,static,100,2,5,0.025216,7197646667,17403234,0.24,313090,128801,41.14
msdoor.mtx,parallel,-O3,static,100,2,6,0.025320,7197647036,17701905,0.25,325356,129293,39.74
msdoor.mtx,parallel,-O3,static,100,2,7,0.025530,7197645906,17045124,0.24,284242,103837,36.53
msdoor.mtx,parallel,-O3,static,100,2,8,0.026175,7197646598,17529602,0.24,313347,129304,41.27
msdoor.mtx,parallel,-O3,static,100,2,9,0.026688,7197646859,17606621,0.24,318630,129880,40.76
msdoor.mtx,parallel,-O3,static,100,2,10,0.025532,7197646424,17441468,0.24,315723,127618,40.42
msdoor.mtx,parallel,-O3,static,100,4,1,0.036307,7198856025,17439561,0.24,357959,187638,52.42
msdoor.mtx,parallel,-O3,static,100,4,2,0.035821,7198879909,17322436,0.24,380760,208956,54.88
msdoor.mtx,parallel,-O3,static,100,4,3,0.035646,7198873326,17493820,0.24,349113,175717,50.33
msdoor.mtx,parallel,-O3,static,100,4,4,0.034155,7198934763,17305122,0.24,376384,202390,53.77
msdoor.mtx,parallel,-O3,static,100,4,5,0.035448,7198869417,17029947,0.24,357910,185027,51.70
msdoor.mtx,parallel,-O3,static,100,4,6,0.036586,7198854963,17328899,0.24,387103,206781,53.42
msdoor.mtx,parallel,-O3,static,100,4,7,0.039660,7198857432,17522105,0.24,363667,192780,53.01
msdoor.mtx,parallel,-O3,static,100,4,8,0.039786,7198855716,17574406,0.24,375314,202479,53.95
msdoor.mtx,parallel,-O3,static,100,4,9,0.034962,7198886014,17522080,0.24,378255,201571,53.29
msdoor.mtx,parallel,-O3,static,100,4,10,0.034242,7198856404,17353242,0.24,363616,184012,50.61
msdoor.mtx,parallel,-O3,static,100,8,1,0.039636,7200980760,17518737,0.24,349313,171958,49.23
msdoor.mtx,parallel,-O3,static,100,8,2,0.040586,7200808194,17412468,0.24,356712,177280,49.70
msdoor.mtx,parallel,-O3,static,100,8,3,0.039319,7201010615,17451407,0.24,353575,172647,48.83
msdoor.mtx,parallel,-O3,static,100,8,4,0.043183,7200971607,17573691,0.24,360062,180239,50.06
msdoor.mtx,parallel,-O3,static,100,8,5,0.041658,7200916992,17506563,0.24,348075,170525,48.99
msdoor.mtx,parallel,-O3,static,100,8,6,0.044879,7200918954,17615205,0.24,349538,174901,50.04
msdoor.mtx,parallel,-O3,static,100,8,7,0.044824,7200832463,17781866,0.25,359095,180804,50.35
msdoor.mtx,parallel,-O3,static,100,8,8,0.040869,7200868311,17704043,0.25,353586,179140,50.66
msdoor.mtx,parallel,-O3,static,100,8,9,0.040720,7201015459,17540235,0.24,359888,177897,49.43
msdoor.mtx,parallel,-O3,static,100,8,10,0.040089,7201004190,17594519,0.24,348741,171163,49.08
msdoor.mtx,parallel,-O3,static,100,16,1,0.044449,7204190428,17608068,0.24,363702,174245,47.91
msdoor.mtx,parallel,-O3,static,100,16,2,0.040626,7204665187,17306585,0.24,338597,150887,44.56
msdoor.mtx,parallel,-O3,static,100,16,3,0.044001,7204461102,17714197,0.25,363180,177617,48.91
msdoor.mtx,parallel,-O3,static,100,16,4,0.036972,7204943249,17461186,0.24,378636,189199,49.97
msdoor.mtx,parallel,-O3,static,100,16,5,0.039767,7204737738,17649033,0.24,365011,181336,49.68
msdoor.mtx,parallel,-O3,static,100,16,6,0.041552,7204636681,17756711,0.25,365451,175883,48.13
msdoor.mtx,parallel,-O3,static,100,16,7,0.042134,7204724502,17924440,0.25,364320,177274,48.66
msdoor.mtx,parallel,-O3,static,100,16,8,0.041829,7203691901,17633225,0.24,380697,182964,48.06
msdoor.mtx,parallel,-O3,static,100,16,9,0.042046,7204333881,17487653,0.24,374364,181248,48.41
msdoor.mtx,parallel,-O3,static,100,16,10,0.039878,7204647103,17687250,0.25,378260,182813,48.33
msdoor.mtx,parallel,-O3,static,100,32,1,0.043414,7213165537,17864045,0.25,385725,182599,47.34
msdoor.mtx,parallel,-O3,static,100,32,2,0.042240,7213724871,17795171,0.25,379160,176672,46.60
msdoor.mtx,parallel,-O3,static,100,32,3,0.041294,7214212298,17705150,0.25,398118,188346,47.31
