Retrieving the matrix from '../data/Hook_1498.mtx'...
Real Matrix (Strong Scaling): Rows=1498023 | Cols=1498023 | NNZ=31207734 | Procs=32
Matrix distributed and converted to CSR
Ghost columns identified: 904793 total ghost values needed
Local vector initialized (size=46814 per process)
[RESULT] 16,32,0,0.053632021,0.045595407,975839,907720,1951678
[RESULT] 16,32,1,0.253597021,0.245162010,975839,907720,1951678
[RESULT] 16,32,2,0.254559755,0.245970011,975839,907720,1951678
[RESULT] 16,32,3,0.049949169,0.042478800,975839,907720,1951678
[RESULT] 16,32,4,0.049154043,0.041645765,975839,907720,1951678
[RESULT] 16,32,5,0.049550056,0.041790962,975839,907720,1951678
[RESULT] 16,32,6,0.049178839,0.041330576,975839,907720,1951678
[RESULT] 16,32,7,0.056082487,0.048919916,975839,907720,1951678
[RESULT] 16,32,8,0.251553297,0.243030071,975839,907720,1951678
[RESULT] 16,32,9,0.048338413,0.041130543,975839,907720,1951678
[RESULT] 20,32,0,0.052979946,0.044492722,975513,907386,1951026
[RESULT] 20,32,1,0.049867392,0.041566849,975513,907386,1951026
[RESULT] 20,32,2,0.252720594,0.244038105,975513,907386,1951026
[RESULT] 20,32,3,0.050037861,0.041774750,975513,907386,1951026
[RESULT] 20,32,4,0.050490141,0.042312860,975513,907386,1951026
[RESULT] 20,32,5,0.048902750,0.040574074,975513,907386,1951026
[RESULT] 20,32,6,0.053768635,0.045275927,975513,907386,1951026
[RESULT] 20,32,7,0.251417398,0.242782593,975513,907386,1951026
[RESULT] 20,32,8,0.295001745,0.286361694,975513,907386,1951026
[RESULT] 20,32,9,0.048618078,0.040256977,975513,907386,1951026
[RESULT] 4,32,0,0.053516388,0.044905663,973707,905877,1947414
[RESULT] 4,32,1,0.252822161,0.244134188,973707,905877,1947414
[RESULT] 4,32,2,0.052077770,0.043998003,973707,905877,1947414
[RESULT] 4,32,3,0.050111532,0.041739225,973707,905877,1947414
[RESULT] 4,32,4,0.251816273,0.243086576,973707,905877,1947414
[RESULT] 4,32,5,0.048961401,0.040568829,973707,905877,1947414
[RESULT] 4,32,6,0.055665970,0.047103167,973707,905877,1947414
[RESULT] 4,32,7,0.055411577,0.047066450,973707,905877,1947414
[RESULT] 4,32,8,0.056059599,0.047702551,973707,905877,1947414
[RESULT] 4,32,9,0.049479485,0.041198015,973707,905877,1947414
[RESULT] 8,32,0,0.052252531,0.043819427,975096,906823,1950192
[RESULT] 8,32,1,0.050604105,0.042033911,975096,906823,1950192
[RESULT] 8,32,2,0.254421949,0.245657206,975096,906823,1950192
[RESULT] 8,32,3,0.050325632,0.041914701,975096,906823,1950192
[RESULT] 8,32,4,0.056902170,0.048231840,975096,906823,1950192
[RESULT] 8,32,5,0.052080631,0.043934345,975096,906823,1950192
[RESULT] 8,32,6,0.090694904,0.082095861,975096,906823,1950192
[RESULT] 8,32,7,0.252821207,0.244222641,975096,906823,1950192
[RESULT] 8,32,8,0.051179409,0.043200254,975096,906823,1950192
[RESULT] 8,32,9,0.050061703,0.041752100,975096,906823,1950192
[RESULT] 31,32,0,0.054788351,0.048071146,974654,906594,1949308
[RESULT] 31,32,1,0.056088924,0.049613476,974654,906594,1949308
[RESULT] 31,32,2,0.053946495,0.047667503,974654,906594,1949308
[RESULT] 31,32,3,0.057826519,0.051707506,974654,906594,1949308
[RESULT] 31,32,4,0.060852289,0.054327250,974654,906594,1949308
[RESULT] 31,32,5,0.057622194,0.051438093,974654,906594,1949308
[RESULT] 31,32,6,0.057287455,0.051042318,974654,906594,1949308
[RESULT] 31,32,7,0.061628580,0.055012941,974654,906594,1949308
[RESULT] 31,32,8,0.255805731,0.249008656,974654,906594,1949308
[RESULT] 31,32,9,0.051900625,0.045640945,974654,906594,1949308
[RESULT] 12,32,0,0.052477121,0.043906212,977977,909709,1955954
[RESULT] 12,32,1,0.052635908,0.044110775,977977,909709,1955954
[RESULT] 12,32,2,0.052625895,0.044345856,977977,909709,1955954
[RESULT] 12,32,3,0.056352615,0.047992229,977977,909709,1955954
[RESULT] 12,32,4,0.055653095,0.047113657,977977,909709,1955954
[RESULT] 12,32,5,0.056576014,0.047966719,977977,909709,1955954
