num_procs,rank,matrix,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
16,5,tmt_sym,0.03245387029999999,0.03110663929999999,181466,129753,362932,0.0013472310000000043
16,6,Andrews,0.0562172171,0.0560019014,25361,19736,50722,0.00021531570000000305
16,6,Hook_1498,0.4533238413,0.3963425159,1951128,1766131,3902256,0.05698132539999995
16,6,bcsstk27,0.0560271981,0.0560154918,1833,1684,3666,1.1706300000004222e-05
16,6,msdoor,0.12291641219999999,0.11504614369999999,644374,588238,1288748,0.0078702685
16,6,tmt_sym,0.0327581402,0.031365585,181348,129810,362696,0.0013925551999999994
16,7,Andrews,0.0443388942,0.044135666000000004,25792,20161,51584,0.00020322819999999547
16,7,Hook_1498,0.6240841152,0.5765486236999999,1952183,1766826,3904366,0.04753549150000003
16,7,bcsstk27,0.088009,0.08800055970000001,1774,1625,3548,8.440299999995515e-06
16,7,msdoor,0.22577576640000002,0.22021603580000002,649472,593567,1298944,0.005559730600000007
16,7,tmt_sym,0.05286293009999998,0.05162401209999999,181639,131128,363278,0.0012389179999999916
16,8,Andrews,0.03194084129999999,0.03166942569999999,25205,19622,50410,0.00027141559999999815
16,8,Hook_1498,0.4357614755,0.3774283173,1950028,1764762,3900056,0.05833315820000001
16,8,bcsstk27,0.057256126399999996,0.057243872,1829,1682,3658,1.225439999999467e-05
16,8,msdoor,0.1415544272,0.1142858985,640814,583523,1281628,0.027268528700000003
16,8,tmt_sym,0.058312415799999996,0.0568158627,181660,131605,363320,0.001496553099999999
16,9,Andrews,0.028293299299999998,0.028056692799999998,25829,20214,51658,0.00023660650000000005
16,9,Hook_1498,0.48051507460000004,0.4262183904,1949619,1764519,3899238,0.054296684200000056
16,9,bcsstk27,0.056014085199999994,0.0560051917,1753,1608,3506,8.893499999995669e-06
16,9,msdoor,0.1451333523,0.1402536869,646142,589291,1292284,0.004879665399999983
16,9,tmt_sym,0.0583155873,0.056957864999999996,181401,131012,362802,0.0013577223000000027
16,10,Andrews,0.03107364139999999,0.03084123129999999,25295,19711,50590,0.0002324101000000002
16,10,Hook_1498,0.4396083589,0.3829793452,1950023,1764878,3900046,0.05662901370000001
16,10,bcsstk27,0.0560215714,0.0560108897,1811,1667,3622,1.0681700000000904e-05
16,10,msdoor,0.12115035079999999,0.11323664230000001,648933,592642,1297866,0.007913708499999977
16,10,tmt_sym,0.0309314253,0.0295144558,181553,129899,363106,0.0014169695000000003
16,11,Andrews,0.0453794238,0.045154190399999995,25805,20119,51610,0.00022523340000000364
16,11,Hook_1498,0.6207323314000001,0.5732028004999999,1952665,1767421,3905330,0.047529530900000116
16,11,bcsstk27,0.044030237099999994,0.0440131667,1761,1615,3522,1.7070399999992436e-05
16,11,msdoor,0.2256484267,0.2199975729,654058,597239,1308116,0.005650853799999994
16,11,tmt_sym,0.049080777199999995,0.047855472499999996,181409,129769,362818,0.001225304699999999
16,12,Andrews,0.028746246899999998,0.028473687199999997,25225,19644,50450,0.000272559700000001
16,12,Hook_1498,0.475066447,0.4163075447,1954716,1769513,3909432,0.05875890230000003
16,12,bcsstk27,0.0560210705,0.0560086248,1822,1676,3644,1.2445700000002224e-05
16,12,msdoor,0.1252774475,0.11369504899999999,639589,583237,1279178,0.011582398500000007
16,12,tmt_sym,0.0449142695,0.03394331949999999,181566,130493,363132,0.010970950000000007
16,13,Andrews,0.0282171486,0.0069480659000000005,26296,20631,52592,0.021269082699999997
16,13,Hook_1498,0.4571141956,0.40324420969999997,1954271,1769120,3908542,0.05386998590000003
16,13,bcsstk27,0.028552437,0.028542208899999998,1760,1613,3520,1.022810000000235e-05
16,13,msdoor,0.12124111669999998,0.11464579080000001,644075,588125,1288150,0.006595325899999976
16,13,tmt_sym,0.029874944599999998,0.028532004799999997,181347,129728,362694,0.0013429398000000016
16,14,Andrews,0.0033069607999999897,0.00307862749999999,25502,19882,51004,0.0002283332999999995
16,14,Hook_1498,0.42728183270000003,0.3699054717,1953268,1768309,3906536,0.05737636100000004
16,14,bcsstk27,0.0560184477,0.0560063122,1833,1686,3666,1.213550000000313e-05
16,14,msdoor,0.1708130125,0.1464135168,645998,589805,1291996,0.024399495699999996
16,14,tmt_sym,0.0297283411,0.028291344700000002,181433,129838,362866,0.0014369963999999978
16,15,Andrews,0.044210577,0.044018578499999995,25927,20263,51854,0.00019199850000000546
16,15,Hook_1498,0.6632969617,0.6160876272,1951089,1766056,3902178,0.04720933449999998
16,15,bcsstk27,0.00011184199999999999,0.00010228109999999999,1761,1615,3522,9.560900000000005e-06
16,15,msdoor,0.1814501286,0.1760018112,651116,594354,1302232,0.005448317400000013
16,15,tmt_sym,0.051969266,0.0507275579,181638,131171,363276,0.0012417081000000024
32,0,Andrews,0.2285524849,0.2284074786,12681,10367,25362,0.00014500630000000014
32,0,Hook_1498,0.42593257449999994,0.3609250548,972745,904793,1945490,0.06500751969999996
32,0,bcsstk27,0.1922976018,0.1922855134,933,860,1866,1.2088399999998778e-05
32,0,msdoor,0.2271271224,0.22420001009999999,320135,299847,640270,0.0029271123000000066
32,0,tmt_sym,0.2606657744,0.25980942269999996,90585,66721,181170,0.0008563517000000354
32,1,Andrews,0.2284502981,0.22832162399999997,12954,10608,25908,0.00012867410000003132
32,1,Hook_1498,0.39080502999999994,0.3303447008,972927,904955,1945854,0.06046032919999994
32,1,bcsstk27,0.1920103786,0.19200053209999998,882,810,1764,9.846500000021408e-06
32,1,msdoor,0.2267926217,0.2242223503,322598,302140,645196,0.0025702713999999904
32,1,tmt_sym,0.16398556209999998,0.16321761559999998,90818,66786,181636,0.0007679465000000052
32,2,Andrews,0.2242284063,0.2241025684,12628,10275,25256,0.00012583789999998096
32,2,Hook_1498,0.39353010689999995,0.32868390059999997,972581,904745,1945162,0.06484620629999999
32,2,bcsstk27,0.16306731670000002,0.1630609274,918,846,1836,6.389300000020359e-06
32,2,msdoor,0.1313893791,0.12864232099999998,323864,303467,647728,0.0027470581000000327
32,2,tmt_sym,0.1648796317,0.1641088244,90959,66699,181918,0.0007708073000000093
32,3,Andrews,0.264090037,0.26399512309999995,12823,10482,25646,9.491390000004873e-05
32,3,Hook_1498,0.37490129519999993,0.36712195859999996,973651,905688,1947302,0.007779336599999964
