num_procs,rank,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
128,29,1.0698856592,0.8076581004,499921,496003,999842,0.2622275587999999
128,30,1.0267902372000002,0.7682528971,500074,496156,1000148,0.2585373401000002
128,31,0.9113227845,0.6532701258,499871,495979,999742,0.25805265870000005
128,32,1.0273278952999998,0.7681777243,500042,496063,1000084,0.2591501709999998
128,33,1.1480162378,0.893583703,500142,496330,1000284,0.25443253480000005
128,34,1.1684209345,0.910488844,500135,496259,1000270,0.2579320905000001
128,35,1.1676557539999999,0.9129940985999999,500089,496254,1000178,0.25466165539999996
128,36,0.9118581061,0.6531128643999999,500031,496086,1000062,0.2587452417
128,37,1.1038773063,0.7860110755999999,500242,496411,1000484,0.3178662307000001
128,38,1.1554411890999998,0.8967292782999999,500248,496281,1000496,0.2587119107999999
128,39,1.154037356,0.8961838249,500001,496061,1000002,0.25785353109999987
128,40,1.0260442495,0.768086147,500142,496236,1000284,0.25795810249999995
128,41,1.0445837734999999,0.7940242529999999,500268,496347,1000536,0.25055952049999997
128,42,1.1541654109000001,0.8961435793,499740,495856,999480,0.25802183160000014
128,43,1.0392260551999999,0.7811802386,499881,496060,999762,0.2580458165999999
128,44,0.9028849842,0.6441176411,500170,496293,1000340,0.25876734309999994
128,45,1.0430183653,0.7710453271000001,500249,496460,1000498,0.27197303819999996
128,46,1.0261227132,0.7681494954,500151,496435,1000302,0.25797321779999993
128,47,1.0259917495000002,0.7681442025999999,499936,496156,999872,0.2578475469000002
128,48,0.9143952607999999,0.6556147809999999,499937,496022,999874,0.25878047979999996
128,49,1.0458148000999998,0.775504422,500181,496246,1000362,0.2703103780999998
128,50,1.1541825535,0.8962970015999999,499732,495780,999464,0.2578855519000002
128,51,1.1553883792,0.8973191025,500031,496113,1000062,0.2580692766999999
128,52,0.8989183186999999,0.6401961085000001,499829,495930,999658,0.25872221019999986
128,53,1.094158244,0.7854581119999999,500111,496193,1000222,0.308700132
128,54,1.0285287378999999,0.770539546,499939,495978,999878,0.2579891918999999
128,55,1.0429362531,0.784842992,500021,496103,1000042,0.25809326109999997
128,56,0.7715145109,0.5127890588999999,499810,495961,999620,0.2587254520000001
128,57,1.0289197442,0.7667689327,499899,495934,999798,0.26215081149999997
128,58,1.0267795803,0.7685929300000001,500063,496057,1000126,0.2581866502999999
128,59,1.0393537996,0.7810731173,500239,496305,1000478,0.2582806823
128,60,0.7711242911,0.512088227,500226,496253,1000452,0.2590360641
128,61,0.9897645710999999,0.7184845447999999,500134,496131,1000268,0.27128002630000003
128,62,0.9004617693,0.6425794123,499810,496028,999620,0.25788235699999995
128,63,0.9117491246999999,0.6538320068,499746,495681,999492,0.25791711789999994
128,64,1.027198362,0.7681117296,499983,496028,999966,0.25908663240000007
128,65,1.1065662149,0.8014205697,499945,496055,999890,0.3051456452
128,66,1.1546409130000002,0.8963995456,499860,495968,999720,0.25824136740000014
128,67,1.1546852108999999,0.8965726856,499977,496019,999954,0.25811252529999984
128,68,0.9150949716999999,0.6567195411,500154,496163,1000308,0.2583754305999999
128,69,1.0343095778,0.7796071532,500097,496250,1000194,0.25470242460000003
128,70,1.1541344407,0.8962569237,500114,496205,1000228,0.25787751700000006
128,71,1.0429092409,0.7847176078999999,500001,496015,1000002,0.25819163300000014
128,72,0.9018896343,0.6431598188,499838,495920,999676,0.25872981550000007
128,73,1.1911268709,0.806563163,499873,495954,999746,0.38456370790000005
128,74,1.1545456413,0.8961976765999999,500014,496097,1000028,0.2583479647
128,75,1.026323605,0.7682047365,499907,495994,999814,0.2581188685
128,76,0.7710633275,0.5123463872,499921,496005,999842,0.2587169402999999
128,77,1.0732106684,0.7867202994,500055,496124,1000110,0.286490369
128,78,1.1546326875000001,0.8961919542,500035,496065,1000070,0.25844073330000017
128,79,1.0260980129,0.7681491609,499867,495893,999734,0.25794885199999995
128,80,0.9117775438,0.6564374450999999,500178,496282,1000356,0.2553400987000001
128,81,1.1075783011,0.8078453781999999,499767,495786,999534,0.2997329229000001
128,82,1.1549005270000001,0.7828950400999999,499874,496069,999748,0.37200548690000024
128,83,1.1540704485,0.8961089848,499977,496107,999954,0.25796146369999995
128,84,0.7865570783,0.5278113123,499957,496153,999914,0.258745766
128,85,1.1483129029,0.8111369370999999,500033,496207,1000066,0.3371759658000002
128,86,1.0264021163,0.7682854656,500138,496391,1000276,0.2581166506999999
128,87,1.1540074829,0.8961092949,499779,495867,999558,0.257898188
128,88,0.9143935923,0.6555250879999999,500026,496074,1000052,0.2588685043000001
128,89,1.0818017006999998,0.7803899054,499898,495932,999796,0.30141179529999984
128,90,1.0273644684,0.7682839872,499997,496004,999994,0.25908048120000005
128,91,1.0260122536999998,0.7681677816,500042,496081,1000084,0.25784447209999983
128,92,0.8966716765,0.5262435675999999,499942,495978,999884,0.3704281089000001
128,93,1.0595856901,0.7741576435,500158,496218,1000316,0.2854280466
128,94,0.9147505998,0.6566556454,499903,495930,999806,0.25809495439999997
128,95,1.0260814430999998,0.7681089166,499760,495839,999520,0.2579725264999998
128,96,0.9031705381,0.6443757298,500046,496245,1000092,0.2587948083
128,97,1.1554015871,0.7934782745,500038,496101,1000076,0.3619233126000001
128,98,1.1541525127,0.8961247679000001,499930,496002,999860,0.2580277448
128,99,1.0265318155,0.7684942485,499893,496086,999786,0.258037567
128,100,0.8989595175,0.6400683167000001,500005,496116,1000010,0.25889120079999994
128,101,1.1490384579000001,0.7638343577,500115,496234,1000230,0.3852041002000002
128,102,1.0399765971,0.7812711242,500214,496164,1000428,0.2587054728999999
128,103,0.8990024802,0.6409107445,500017,496128,1000034,0.2580917357
128,104,0.8991905451000001,0.6404287815,499881,495973,999762,0.2587617636
128,105,1.0716288331,0.7700062513,499794,495698,999588,0.3016225817999999
128,106,1.0425148962,0.78459053,499894,495944,999788,0.2579243661999999
128,107,1.0259800193,0.7681181193,500134,496121,1000268,0.2578619
128,108,0.7713388439,0.5125648733999999,500142,496326,1000284,0.25877397050000006
128,109,1.0703513861,0.7126825092,499986,496066,999972,0.35766887690000004
128,110,0.9140789509,0.6567373753999999,499895,496062,999790,0.25734157550000014
128,111,0.9018859862999999,0.6406880379,499899,495942,999798,0.2611979484
128,112,0.8993671897,0.6402749779000001,500358,496409,1000716,0.25909221179999986
128,113,0.9825116871999999,0.7471119402999999,500100,496076,1000200,0.23539974689999998
128,114,1.1292116167,0.8961104159,500294,496501,1000588,0.23310120079999996
128,115,1.0259629488,0.7681006190999999,500334,496490,1000668,0.2578623297
128,116,0.8981843711,0.6402344703,499976,496134,999952,0.2579499008
128,117,1.109649038,0.7686898946999999,499807,495814,999614,0.3409591433
128,118,1.042245579,0.7811836724,499906,495902,999812,0.26106190660000006
128,119,0.9024035219,0.64411633,500028,496140,1000056,0.25828719189999993
128,120,0.7897379162999999,0.5282161712,500006,496105,1000012,0.2615217450999999
128,121,1.1171171905,0.7549911499999999,500048,496072,1000096,0.36212604049999997
128,122,1.0395207407,0.7810928587,499937,496047,999874,0.258427882
128,123,0.8985314368,0.6406476024,499987,496064,999974,0.25788383440000007
128,124,0.7714235544,0.5123259779999999,499886,495928,999772,0.2590975764000001
128,125,1.0414109231,0.7329412458,500019,496203,1000038,0.30846967729999997
128,126,0.9148030283999999,0.6567516091,500030,496161,1000060,0.2580514193
128,127,0.7706394431,0.5124879355999999,499940,496021,999880,0.25815150750000004
