num_procs,rank,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
64,36,0.2706093311,0.2631559137,500031,492197,1000062,0.007453417399999995
64,37,0.26902854470000004,0.2624049662,500242,492471,1000484,0.00662357850000006
64,38,0.2687646151,0.2620851275,500248,492340,1000496,0.006679487599999978
64,39,0.26797804799999997,0.2621694087,500001,492261,1000002,0.005808639299999974
64,40,0.2683699365,0.2634070638,500142,492252,1000284,0.0049628727000000095
64,41,0.2663709401,0.2619808916,500268,492503,1000536,0.004390048500000021
64,42,0.2649945495,0.2606292482,499740,491992,999480,0.004365301300000013
64,43,0.27314293419999996,0.2613935235,499881,492108,999762,0.011749410699999963
64,44,0.2679523232,0.2616530661,500170,492425,1000340,0.006299257100000011
64,45,0.2794872523,0.26233890049999997,500249,492534,1000498,0.017148351800000017
64,46,0.2697144983,0.2629541634,500151,492563,1000302,0.006760334899999998
64,47,0.2695754527,0.2625095368,499936,492186,999872,0.007065915899999997
64,48,0.27217755299999996,0.2621487145,499937,492174,999874,0.01002883849999997
64,49,0.2753652097,0.2625929592,500181,492367,1000362,0.012772250500000026
64,50,0.2693569421,0.2621910092,499732,491852,999464,0.007165932900000005
64,51,0.2799549581,0.2620524409,500031,492316,1000062,0.017902517199999968
64,52,0.28008384719999996,0.2630300756,499829,491930,999658,0.017053771599999934
64,53,0.277054024,0.2623252866,500111,492435,1000222,0.014728737400000025
64,54,0.2695271018,0.2635285616,499939,492118,999878,0.005998540200000013
64,55,0.28128426089999997,0.2647889851,500021,492209,1000042,0.016495275799999987
64,56,0.2719757315,0.2645158768,499810,492057,999620,0.00745985469999999
64,57,0.28256888399999996,0.2646554472,499899,491971,999798,0.01791343679999996
64,58,0.271849918,0.2647634505,500063,492158,1000126,0.0070864675000000266
64,59,0.271667361,0.26434161700000003,500239,492374,1000478,0.007325743999999967
64,60,0.2694306135,0.2634080171,500226,492368,1000452,0.006022596400000024
64,61,0.279104686,0.2647574425,500134,492183,1000268,0.014347243499999995
64,62,0.2798695561,0.2647350316,499810,492134,999620,0.015134524500000024
64,63,0.273450828,0.2642519478,499746,491782,999492,0.009198880199999981
128,0,0.4763614179,0.4682414292,500109,496292,1000218,0.00811998869999997
128,1,0.4794036628,0.4694467304,499877,496104,999754,0.009956932400000007
128,2,0.4807919265,0.4695735453,499748,495818,999496,0.011218381200000016
128,3,0.4801673416,0.4695500615,499898,496032,999796,0.010617280100000015
128,4,0.47853806029999996,0.46951859020000003,499887,496016,999774,0.009019470099999927
128,5,0.4786741021,0.4693213939,500177,496214,1000354,0.009352708200000004
128,6,0.47622778379999997,0.4681816097,499961,496031,999922,0.00804617409999997
128,7,0.4854191063,0.46924455130000003,500058,496221,1000116,0.01617455499999998
128,8,0.4799390078,0.46965739689999997,500107,496192,1000214,0.010281610900000016
128,9,0.4851064444,0.46912119339999997,500244,496409,1000488,0.015985251000000034
128,10,0.4789515018,0.4695479159,499829,495995,999658,0.009403585900000011
128,11,0.4783267497,0.4692445038,500017,496111,1000034,0.009082245900000008
128,12,0.4760616065,0.46811792859999996,500307,496447,1000614,0.007943677900000057
128,13,0.48390123890000003,0.46945145110000003,499794,495926,999588,0.014449787800000002
128,14,0.4799657108,0.46944186660000004,500214,496475,1000428,0.010523844199999965
128,15,0.4809909581,0.4692405464,499809,495919,999618,0.011750411699999963
128,16,0.4782645937,0.4692414521,499904,495882,999808,0.009023141600000006
128,17,0.4775668855,0.4693367719,500225,496276,1000450,0.008230113599999977
128,18,0.4775634531,0.4699249507,500038,495977,1000076,0.007638502399999969
128,19,0.4861509801,0.470448875,500070,496197,1000140,0.01570210510000003
128,20,0.47760522369999997,0.4704922435,499847,495945,999694,0.007112980199999952
128,21,0.48060109630000003,0.4705253359,500015,496107,1000030,0.010075760400000022
128,22,0.4789103512,0.47055535330000003,499895,496020,999790,0.008354997899999939
128,23,0.47956085239999996,0.47046630409999995,499931,496078,999862,0.009094548300000005
128,24,0.4781012771,0.4698639631,499933,496015,999866,0.008237313999999996
128,25,0.4847381111,0.47043039799999997,500163,496285,1000326,0.014307713100000008
128,26,0.4818192242,0.47055423290000004,500146,496158,1000292,0.011264991299999971
128,27,0.4808630232,0.4704920535,499987,496119,999974,0.01037096970000001
128,28,0.4785450701,0.4706461188,500038,496152,1000076,0.007898951300000012
128,29,0.47925910959999996,0.47045536050000003,499921,496003,999842,0.008803749099999925
128,30,0.4784754995,0.4697850702,500074,496156,1000148,0.008690429300000024
128,31,0.48694980109999997,0.4703455921,499871,495979,999742,0.01660420899999998
128,32,0.4816285137,0.4703899144,500042,496063,1000084,0.011238599299999985
128,33,0.4789448979,0.4700542208,500142,496330,1000284,0.008890677100000022
128,34,0.4785840277,0.4702710153,500135,496259,1000270,0.008313012400000042
128,35,0.479178095,0.4700926544,500089,496254,1000178,0.00908544060000005
128,36,0.4770486597,0.4692563768,500031,496086,1000062,0.007792282900000003
128,37,0.4869135139,0.4702518943,500242,496411,1000484,0.01666161960000001
128,38,0.4816107515,0.47014110109999996,500248,496281,1000496,0.011469650400000031
128,39,0.4818403484,0.4702139859,500001,496061,1000002,0.011626362499999987
128,40,0.49212338959999996,0.47537162330000005,500142,496236,1000284,0.016751766299999915
128,41,0.48999230850000003,0.47358634450000003,500268,496347,1000536,0.016405963999999995
128,42,0.4939358477,0.4803760526,499740,495856,999480,0.013559795099999994
128,43,0.4852301362,0.4733075854,499881,496060,999762,0.011922550799999987
128,44,0.4868060115,0.4746884105,500170,496293,1000340,0.012117601000000033
128,45,0.48525691,0.4726858379,500249,496460,1000498,0.01257107209999997
128,46,0.48307256730000003,0.4715194229,500151,496435,1000302,0.011553144400000048
128,47,0.4817670346,0.4713973758,499936,496156,999872,0.010369658799999959
128,48,0.4866257904,0.4795230631,499937,496022,999874,0.0071027273
128,49,0.48480946999999996,0.47223701479999997,500181,496246,1000362,0.012572455199999999
128,50,0.48205268349999997,0.47072274669999997,499732,495780,999464,0.011329936799999996
128,51,0.4864237066,0.4738586428,500031,496113,1000062,0.012565063799999998
128,52,0.481156683,0.4719924453,499829,495930,999658,0.009164237699999966
128,53,0.4821658376,0.47146287,500111,496193,1000222,0.010702967600000002
128,54,0.48108842360000004,0.4722399472,499939,495978,999878,0.008848476400000027
128,55,0.48410789930000003,0.472430944,500021,496103,1000042,0.011676955300000014
128,56,0.48166136779999996,0.4712309834,499810,495961,999620,0.010430384399999937
128,57,0.4855365991,0.47269144069999997,499899,495934,999798,0.012845158400000056
128,58,0.48408441560000004,0.4724022384,500063,496057,1000126,0.011682177200000032
128,59,0.4828012466,0.4723498344,500239,496305,1000478,0.01045141220000001
128,60,0.4789568185,0.4704120399,500226,496253,1000452,0.00854477859999997
128,61,0.484738159,0.47192962169999997,500134,496131,1000268,0.012808537300000034
128,62,0.4882064819,0.4722208261,499810,496028,999620,0.015985655799999998
128,63,0.4825163841,0.4704876659,499746,495681,999492,0.012028718199999955
128,64,0.4799015756,0.4705949787,499983,496028,999966,0.00930659690000002
128,65,0.4806939837,0.47076833240000004,499945,496055,999890,0.009925651299999949
128,66,0.4837492464,0.4710062744,499860,495968,999720,0.012742972000000019
128,67,0.4828570839,0.4706819061,499977,496019,999954,0.012175177799999992
128,68,0.4845889088,0.47338895789999996,500154,496163,1000308,0.011199950900000033
128,69,0.48716208969999997,0.4746177433,500097,496250,1000194,0.012544346399999962
128,70,0.47809977569999995,0.4695861813,500114,496205,1000228,0.008513594399999935
128,71,0.489062977,0.4705068588,500001,496015,1000002,0.018556118200000027
128,72,0.4858453276,0.47425289119999997,499838,495920,999676,0.011592436400000017
128,73,0.4839265583,0.4716152426,499873,495954,999746,0.012311315699999992
128,74,0.4828140972,0.4712512969,500014,496097,1000028,0.011562800300000009
128,75,0.4787838458,0.4680632831,499907,495994,999814,0.010720562699999991
128,76,0.477418852,0.4686325308,499921,496005,999842,0.008786321200000002
128,77,0.4792066815,0.4695569517,500055,496124,1000110,0.009649729800000006
128,78,0.4793617489,0.4709402559,500035,496065,1000070,0.008421493000000002
128,79,0.4816355946,0.4695949556,499867,495893,999734,0.01204063900000002
128,80,0.4853788613,0.4721693513,500178,496282,1000356,0.013209510000000035
128,81,0.4892680882,0.4695008281,499767,495786,999534,0.019767260100000017
128,82,0.47787239519999997,0.4695055726,499874,496069,999748,0.00836682259999999
128,83,0.4805233955,0.4699219944,499977,496107,999954,0.010601401100000019
128,84,0.4871124744,0.469471788,499957,496153,999914,0.017640686399999994
128,85,0.4839237925,0.47426452610000003,500033,496207,1000066,0.009659266399999977
128,86,0.4839848515,0.4719504119,500138,496391,1000276,0.012034439600000002
128,87,0.4830363277,0.4720712897,499779,495867,999558,0.010965037999999983
128,88,0.4839888813,0.47229602309999996,500026,496074,1000052,0.011692858200000045
128,89,0.48309884049999996,0.47234659149999997,499898,495932,999796,0.010752248999999992
128,90,0.4784859894,0.4702170138,499997,496004,999994,0.00826897559999995
128,91,0.48378384090000004,0.4738831044,500042,496081,1000084,0.009900736500000062
128,92,0.48388121139999996,0.47314443559999997,499942,495978,999884,0.010736775799999987
128,93,0.48451218560000003,0.47429127699999996,500158,496218,1000316,0.010220908600000078
128,94,0.4842300411,0.47315230340000003,499903,495930,999806,0.011077737699999979
128,95,0.4826263906,0.4719969033,499760,495839,999520,0.010629487300000018
128,96,0.4848789927,0.4771778584,500046,496245,1000092,0.007701134300000023
128,97,0.4832614186,0.4718492512,500038,496101,1000076,0.011412167400000006
128,98,0.4840281488,0.4740487577,499930,496002,999860,0.009979391100000012
128,99,0.4855853079,0.47188436970000003,499893,496086,999786,0.013700938199999957
128,100,0.49033830159999997,0.470907307,500005,496116,1000010,0.019430994599999973
128,101,0.4834609506,0.4719499584,500115,496234,1000230,0.011510992200000014
128,102,0.4766713621,0.4688777927,500214,496164,1000428,0.007793569399999978
128,103,0.4847202302,0.4729390144,500017,496128,1000034,0.011781215799999967
128,104,0.4861811164,0.47324862489999997,499881,495973,999762,0.012932491500000032
128,105,0.4855424645,0.4719757557,499794,495698,999588,0.013566708799999994
128,106,0.4821792599,0.4726134296,499894,495944,999788,0.009565830299999967
128,107,0.4833131788,0.4725267411,500134,496121,1000268,0.01078643770000004
128,108,0.47974522150000004,0.47124741049999996,500142,496326,1000284,0.008497811000000077
128,109,0.4835966111,0.474624872,499986,496066,999972,0.008971739100000042
128,110,0.4847384691,0.4749120471,499895,496062,999790,0.009826422000000001
128,111,0.4843724009,0.4747738121,499899,495942,999798,0.009598588799999974
128,112,0.48433122679999996,0.4747381691,500358,496409,1000716,0.009593057699999963
128,113,0.4839640141,0.4742162947,500100,496076,1000200,0.009747719400000021
128,114,0.4828341243,0.4711844201,500294,496501,1000588,0.0116497042
128,115,0.48475358459999995,0.47474718109999997,500334,496490,1000668,0.010006403499999983
128,116,0.48554720889999997,0.4749621871,499976,496134,999952,0.010585021799999983
128,117,0.4842712165,0.4746449948,499807,495814,999614,0.009626221699999993
128,118,0.48399608159999996,0.47436738,499906,495902,999812,0.009628701599999956
128,119,0.4838796615,0.4749041793,500028,496140,1000056,0.008975482199999996
128,120,0.4832311867,0.47111430130000004,500006,496105,1000012,0.012116885399999944
128,121,0.4739249229,0.46461844480000003,500048,496072,1000096,0.00930647809999996
128,122,0.48440418279999997,0.4646209475,499937,496047,999874,0.01978323529999998
128,123,0.4740292307,0.46464338310000003,499987,496064,999974,0.009385847599999997
128,124,0.4714800123,0.4646817209,499886,495928,999772,0.0067982913999999894
128,125,0.4728134874,0.46465144119999996,500019,496203,1000038,0.00816204620000005
128,126,0.4814106463,0.46697163540000003,500030,496161,1000060,0.014439010899999993
128,127,0.47841084,0.46798593980000003,499940,496021,999880,0.010424900199999976
