rank,num_procs,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,matrix
22,32,4,0.000621080,0.000538111,12606,10279,25212,Andrews
22,32,5,0.000612974,0.000529766,12606,10279,25212,Andrews
22,32,6,0.000682831,0.000599146,12606,10279,25212,Andrews
22,32,7,0.000578403,0.000494003,12606,10279,25212,Andrews
22,32,8,0.000668049,0.000583887,12606,10279,25212,Andrews
22,32,9,0.000582218,0.000498056,12606,10279,25212,Andrews
23,32,0,0.000604153,0.000516176,12943,10619,25886,Andrews
23,32,1,0.000595570,0.000509501,12943,10619,25886,Andrews
23,32,2,0.000609159,0.000522852,12943,10619,25886,Andrews
23,32,3,0.000602961,0.000516891,12943,10619,25886,Andrews
23,32,4,0.000608206,0.000522852,12943,10619,25886,Andrews
23,32,5,0.000610113,0.000524521,12943,10619,25886,Andrews
23,32,6,0.000636339,0.000550747,12943,10619,25886,Andrews
23,32,7,0.000589371,0.000503778,12943,10619,25886,Andrews
23,32,8,0.000635862,0.000550747,12943,10619,25886,Andrews
23,32,9,0.000576735,0.000491142,12943,10619,25886,Andrews
5,32,0,0.001069307,0.000981808,12980,10629,25960,Andrews
