rank,num_procs,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,matrix
14,16,3,0.064990520,0.063999414,1833,1686,3666,bcsstk27
14,16,4,0.065993309,0.063999414,1833,1686,3666,bcsstk27
14,16,5,0.066002131,0.064007759,1833,1686,3666,bcsstk27
14,16,6,0.065987587,0.063994408,1833,1686,3666,bcsstk27
14,16,7,0.067131996,0.064001083,1833,1686,3666,bcsstk27
14,16,8,0.067111731,0.063998461,1833,1686,3666,bcsstk27
14,16,9,0.066107750,0.064012051,1833,1686,3666,bcsstk27
12,16,0,0.064017534,0.063995838,1822,1676,3644,bcsstk27
12,16,1,0.128997087,0.128005505,1822,1676,3644,bcsstk27
12,16,2,0.128995895,0.128011227,1822,1676,3644,bcsstk27
12,16,3,0.128992796,0.128002644,1822,1676,3644,bcsstk27
12,16,4,0.129993916,0.128011703,1822,1676,3644,bcsstk27
12,16,5,0.129983187,0.128001213,1822,1676,3644,bcsstk27
12,16,6,0.129992723,0.128006458,1822,1676,3644,bcsstk27
12,16,7,0.131459951,0.128004313,1822,1676,3644,bcsstk27
12,16,8,0.131388664,0.128000021,1822,1676,3644,bcsstk27
12,16,9,0.130377054,0.128005266,1822,1676,3644,bcsstk27
5,16,0,0.195996046,0.128008366,1747,1599,3494,bcsstk27
5,16,1,0.191996574,0.128009081,1747,1599,3494,bcsstk27
5,16,2,0.191992044,0.128006697,1747,1599,3494,bcsstk27
5,16,3,0.191995144,0.128006458,1747,1599,3494,bcsstk27
5,16,4,0.191994905,0.128006220,1747,1599,3494,bcsstk27
5,16,5,0.191989899,0.128005028,1747,1599,3494,bcsstk27
5,16,6,0.191991091,0.128004551,1747,1599,3494,bcsstk27
5,16,7,0.191988945,0.128000736,1747,1599,3494,bcsstk27
5,16,8,0.191992998,0.128008127,1747,1599,3494,bcsstk27
5,16,9,0.131516218,0.128007412,1747,1599,3494,bcsstk27
15,16,0,0.131994724,0.064007998,1761,1615,3522,bcsstk27
15,16,1,0.064997673,0.064003468,1761,1615,3522,bcsstk27
15,16,2,0.064603806,0.064001322,1761,1615,3522,bcsstk27
15,16,3,0.065998793,0.064005852,1761,1615,3522,bcsstk27
15,16,4,0.065988064,0.063993454,1761,1615,3522,bcsstk27
15,16,5,0.065993786,0.064001799,1761,1615,3522,bcsstk27
15,16,6,0.064555407,0.064003944,1761,1615,3522,bcsstk27
15,16,7,0.064022779,0.064000130,1761,1615,3522,bcsstk27
15,16,8,0.065998316,0.064001083,1761,1615,3522,bcsstk27
15,16,9,0.064036131,0.064013720,1761,1615,3522,bcsstk27
7,16,0,0.130999088,0.128009319,1774,1625,3548,bcsstk27
7,16,1,0.131330729,0.128009319,1774,1625,3548,bcsstk27
7,16,2,0.191986322,0.128002167,1774,1625,3548,bcsstk27
7,16,3,0.191987276,0.127997398,1774,1625,3548,bcsstk27
7,16,4,0.191989422,0.128004551,1774,1625,3548,bcsstk27
7,16,5,0.191988945,0.128005743,1774,1625,3548,bcsstk27
7,16,6,0.129991770,0.128004551,1774,1625,3548,bcsstk27
7,16,7,0.131317854,0.128003359,1774,1625,3548,bcsstk27
7,16,8,0.129997492,0.128006220,1774,1625,3548,bcsstk27
7,16,9,0.128129721,0.128014803,1774,1625,3548,bcsstk27
4,16,0,0.128993988,0.128005028,1828,1681,3656,bcsstk27
4,16,1,0.128020287,0.127995968,1828,1681,3656,bcsstk27
4,16,2,0.128024817,0.128000498,1828,1681,3656,bcsstk27
4,16,3,0.130079985,0.129996300,1828,1681,3656,bcsstk27
4,16,4,0.128026962,0.128000021,1828,1681,3656,bcsstk27
4,16,5,0.128021479,0.127994776,1828,1681,3656,bcsstk27
4,16,6,0.131089926,0.127998352,1828,1681,3656,bcsstk27
4,16,7,0.128030300,0.128004313,1828,1681,3656,bcsstk27
4,16,8,0.131170273,0.128000021,1828,1681,3656,bcsstk27
4,16,9,0.207991838,0.128003120,1828,1681,3656,bcsstk27
13,16,0,0.131990671,0.063998699,1760,1613,3520,bcsstk27
13,16,1,0.191995144,0.128004789,1760,1613,3520,bcsstk27
13,16,2,0.191998720,0.128006935,1760,1613,3520,bcsstk27
13,16,3,0.191992283,0.128000021,1760,1613,3520,bcsstk27
13,16,4,0.191993713,0.128000498,1760,1613,3520,bcsstk27
13,16,5,0.191994190,0.128002882,1760,1613,3520,bcsstk27
13,16,6,0.191995621,0.128000736,1760,1613,3520,bcsstk27
13,16,7,0.191993475,0.128003359,1760,1613,3520,bcsstk27
13,16,8,0.191992760,0.128001451,1760,1613,3520,bcsstk27
13,16,9,0.192001820,0.128013611,1760,1613,3520,bcsstk27
9,16,0,0.195994377,0.128007650,1753,1608,3506,bcsstk27
9,16,1,0.191995144,0.128010511,1753,1608,3506,bcsstk27
9,16,2,0.191995382,0.128007412,1753,1608,3506,bcsstk27
9,16,3,0.191985130,0.128003359,1753,1608,3506,bcsstk27
9,16,4,0.191986322,0.127998590,1753,1608,3506,bcsstk27
9,16,5,0.191985607,0.127997398,1753,1608,3506,bcsstk27
9,16,6,0.191988945,0.128002405,1753,1608,3506,bcsstk27
9,16,7,0.191990614,0.128000736,1753,1608,3506,bcsstk27
9,16,8,0.191998005,0.128010988,1753,1608,3506,bcsstk27
9,16,9,0.191990852,0.128007889,1753,1608,3506,bcsstk27
6,32,0,0.193244457,0.192000628,933,859,1866,bcsstk27
6,32,1,0.194007874,0.192001581,933,859,1866,bcsstk27
6,32,2,0.194046021,0.192006350,933,859,1866,bcsstk27
6,32,3,0.194066286,0.192004919,933,859,1866,bcsstk27
6,32,4,0.192996740,0.192003489,933,859,1866,bcsstk27
6,32,5,0.194017887,0.191998959,933,859,1866,bcsstk27
6,32,6,0.193714142,0.192001104,933,859,1866,bcsstk27
6,32,7,0.192994356,0.192003250,933,859,1866,bcsstk27
6,32,8,0.279994965,0.192005396,933,859,1866,bcsstk27
6,32,9,0.096110344,0.096019030,933,859,1866,bcsstk27
5,32,0,0.098974705,0.096008778,894,820,1788,bcsstk27
5,32,1,0.099740505,0.096022129,894,820,1788,bcsstk27
5,32,2,0.096019506,0.095997095,894,820,1788,bcsstk27
5,32,3,0.096021891,0.095999718,894,820,1788,bcsstk27
5,32,4,0.096050501,0.096025467,894,820,1788,bcsstk27
5,32,5,0.096026421,0.096004009,894,820,1788,bcsstk27
5,32,6,0.096092224,0.096004963,894,820,1788,bcsstk27
5,32,7,0.096100569,0.096015453,894,820,1788,bcsstk27
5,32,8,0.096111536,0.096001148,894,820,1788,bcsstk27
5,32,9,0.096111536,0.096027374,894,820,1788,bcsstk27
27,32,0,0.175993443,0.088006973,895,823,1790,bcsstk27
27,32,1,0.096955538,0.088008642,895,823,1790,bcsstk27
27,32,2,0.181994915,0.175999165,895,823,1790,bcsstk27
27,32,3,0.183996439,0.176007271,895,823,1790,bcsstk27
27,32,4,0.094977140,0.087990046,895,823,1790,bcsstk27
27,32,5,0.176993608,0.176003695,895,823,1790,bcsstk27
27,32,6,0.183998823,0.176009417,895,823,1790,bcsstk27
27,32,7,0.095998287,0.088006258,895,823,1790,bcsstk27
27,32,8,0.177995205,0.176003456,895,823,1790,bcsstk27
27,32,9,0.090770960,0.090698957,895,823,1790,bcsstk27
1,32,0,0.287996292,0.192007542,882,810,1764,bcsstk27
1,32,1,0.195278645,0.192017555,882,810,1764,bcsstk27
1,32,2,0.194057226,0.192005396,882,810,1764,bcsstk27
1,32,3,0.194947481,0.192011833,882,810,1764,bcsstk27
1,32,4,0.287994385,0.192019463,882,810,1764,bcsstk27
1,32,5,0.283991814,0.191999912,882,810,1764,bcsstk27
1,32,6,0.192816973,0.192002058,882,810,1764,bcsstk27
1,32,7,0.195002556,0.192021608,882,810,1764,bcsstk27
1,32,8,0.193224430,0.192005634,882,810,1764,bcsstk27
1,32,9,0.192024708,0.192007780,882,810,1764,bcsstk27
28,32,0,0.188754082,0.188673258,918,846,1836,bcsstk27
28,32,1,0.183996201,0.176008224,918,846,1836,bcsstk27
28,32,2,0.270057440,0.264004469,918,846,1836,bcsstk27
28,32,3,0.271996975,0.264006376,918,846,1836,bcsstk27
28,32,4,0.184996128,0.176038742,918,846,1836,bcsstk27
28,32,5,0.267992973,0.264003515,918,846,1836,bcsstk27
28,32,6,0.271997452,0.264006853,918,846,1836,bcsstk27
28,32,7,0.183993578,0.176004648,918,846,1836,bcsstk27
28,32,8,0.265998840,0.264011145,918,846,1836,bcsstk27
28,32,9,0.179997683,0.176020145,918,846,1836,bcsstk27
29,32,0,0.287998199,0.200010777,886,814,1772,bcsstk27
29,32,1,0.251992464,0.176006556,886,814,1772,bcsstk27
29,32,2,0.351998806,0.264010668,886,814,1772,bcsstk27
29,32,3,0.184078455,0.176010370,886,814,1772,bcsstk27
29,32,4,0.263861179,0.175870180,886,814,1772,bcsstk27
29,32,5,0.351997137,0.264007568,886,814,1772,bcsstk27
29,32,6,0.184001923,0.176012039,886,814,1772,bcsstk27
29,32,7,0.263995171,0.176007509,886,814,1772,bcsstk27
29,32,8,0.178998232,0.176005363,886,814,1772,bcsstk27
29,32,9,0.179998398,0.176017046,886,814,1772,bcsstk27
30,32,0,0.187993765,0.178007841,924,852,1848,bcsstk27
30,32,1,0.262996912,0.176009417,924,852,1848,bcsstk27
30,32,2,0.351992846,0.264002562,924,852,1848,bcsstk27
0,32,0,0.288295031,0.287958860,933,860,1866,bcsstk27
0,32,1,0.288284779,0.287968159,933,860,1866,bcsstk27
0,32,2,0.288290977,0.287968636,933,860,1866,bcsstk27
0,32,3,0.288335800,0.287970543,933,860,1866,bcsstk27
0,32,4,0.288267374,0.287966728,933,860,1866,bcsstk27
0,32,5,0.288289070,0.287971735,933,860,1866,bcsstk27
0,32,6,0.287985802,0.287967682,933,860,1866,bcsstk27
0,32,7,0.287984371,0.287966728,933,860,1866,bcsstk27
0,32,8,0.376254797,0.287954092,933,860,1866,bcsstk27
0,32,9,0.290568829,0.287966013,933,860,1866,bcsstk27
30,32,3,0.182750702,0.182667494,924,852,1848,bcsstk27
30,32,4,0.182998419,0.176039696,924,852,1848,bcsstk27
30,32,5,0.267995596,0.264006615,924,852,1848,bcsstk27
30,32,6,0.180708647,0.180624008,924,852,1848,bcsstk27
30,32,7,0.183999777,0.176023006,924,852,1848,bcsstk27
30,32,8,0.265997887,0.264008760,924,852,1848,bcsstk27
30,32,9,0.176023960,0.176012516,924,852,1848,bcsstk27
14,32,0,0.097989082,0.095998049,909,836,1818,bcsstk27
14,32,1,0.098551512,0.096002102,909,836,1818,bcsstk27
14,32,2,0.098602295,0.095998764,909,836,1818,bcsstk27
14,32,3,0.098609447,0.096002817,909,836,1818,bcsstk27
14,32,4,0.096986294,0.095998764,909,836,1818,bcsstk27
14,32,5,0.098576069,0.096002579,909,836,1818,bcsstk27
14,32,6,0.098272324,0.096006155,909,836,1818,bcsstk27
14,32,7,0.096992493,0.096007586,909,836,1818,bcsstk27
14,32,8,0.187981367,0.095997810,909,836,1818,bcsstk27
14,32,9,0.098948717,0.096004486,909,836,1818,bcsstk27
3,32,0,0.192624807,0.192006826,883,811,1766,bcsstk27
3,32,1,0.192605734,0.192004204,883,811,1766,bcsstk27
3,32,2,0.192633867,0.192002058,883,811,1766,bcsstk27
3,32,3,0.192650080,0.192003965,883,811,1766,bcsstk27
3,32,4,0.192585945,0.191999912,883,811,1766,bcsstk27
3,32,5,0.192604542,0.192008734,883,811,1766,bcsstk27
3,32,6,0.192308187,0.192008972,883,811,1766,bcsstk27
3,32,7,0.192310095,0.192003250,883,811,1766,bcsstk27
3,32,8,0.279992342,0.192001104,883,811,1766,bcsstk27
3,32,9,0.194995880,0.192005157,883,811,1766,bcsstk27
25,32,0,0.185993910,0.176001072,874,803,1748,bcsstk27
25,32,1,0.184001684,0.176012278,874,803,1748,bcsstk27
25,32,2,0.267993689,0.264000177,874,803,1748,bcsstk27
25,32,3,0.181994677,0.176006794,874,803,1748,bcsstk27
25,32,4,0.183003187,0.176041126,874,803,1748,bcsstk27
25,32,5,0.267996311,0.264009476,874,803,1748,bcsstk27
25,32,6,0.181997299,0.176005363,874,803,1748,bcsstk27
25,32,7,0.183998346,0.176008224,874,803,1748,bcsstk27
25,32,8,0.177764416,0.177673101,874,803,1748,bcsstk27
25,32,9,0.176029205,0.176017284,874,803,1748,bcsstk27
10,32,0,0.192892551,0.192002535,899,827,1798,bcsstk27
10,32,1,0.192878962,0.192004919,899,827,1798,bcsstk27
10,32,2,0.192914248,0.192007065,899,827,1798,bcsstk27
10,32,3,0.192932367,0.192009211,899,827,1798,bcsstk27
10,32,4,0.192851543,0.191998005,899,827,1798,bcsstk27
10,32,5,0.192875624,0.192007303,899,827,1798,bcsstk27
10,32,6,0.192595720,0.192003250,899,827,1798,bcsstk27
10,32,7,0.192581415,0.192002773,899,827,1798,bcsstk27
10,32,8,0.279983521,0.191997051,899,827,1798,bcsstk27
10,32,9,0.195004225,0.192016363,899,827,1798,bcsstk27
11,32,0,0.192987919,0.192000628,866,794,1732,bcsstk27
11,32,1,0.193160534,0.192006588,866,794,1732,bcsstk27
11,32,2,0.193205833,0.192010403,866,794,1732,bcsstk27
11,32,3,0.193217278,0.192009687,866,794,1732,bcsstk27
11,32,4,0.192999363,0.192011595,866,794,1732,bcsstk27
11,32,5,0.193146944,0.191999912,866,794,1732,bcsstk27
11,32,6,0.192872286,0.191999674,866,794,1732,bcsstk27
11,32,7,0.192856312,0.191998720,866,794,1732,bcsstk27
11,32,8,0.279997349,0.192011356,866,794,1732,bcsstk27
11,32,9,0.194990396,0.192010641,866,794,1732,bcsstk27
16,32,0,0.288984299,0.287993431,905,833,1810,bcsstk27
16,32,1,0.289438725,0.288010836,905,833,1810,bcsstk27
16,32,2,0.289479256,0.288005114,905,833,1810,bcsstk27
16,32,3,0.289493322,0.288007736,905,833,1810,bcsstk27
16,32,4,0.289285183,0.288008928,905,833,1810,bcsstk27
16,32,5,0.289436102,0.288004875,905,833,1810,bcsstk27
16,32,6,0.289160967,0.288004398,905,833,1810,bcsstk27
16,32,7,0.288980484,0.288000822,905,833,1810,bcsstk27
16,32,8,0.375996113,0.288016558,905,833,1810,bcsstk27
16,32,9,0.290974617,0.288001776,905,833,1810,bcsstk27
26,32,0,0.185998201,0.176007509,912,841,1824,bcsstk27
26,32,1,0.183976412,0.175987005,912,841,1824,bcsstk27
26,32,2,0.180759668,0.180689096,912,841,1824,bcsstk27
26,32,3,0.183996439,0.176006317,912,841,1824,bcsstk27
26,32,4,0.184995413,0.176023245,912,841,1824,bcsstk27
26,32,5,0.177790880,0.177712679,912,841,1824,bcsstk27
26,32,6,0.183997631,0.176003695,912,841,1824,bcsstk27
26,32,7,0.177059174,0.176010370,912,841,1824,bcsstk27
26,32,8,0.176018715,0.176007509,912,841,1824,bcsstk27
26,32,9,0.176034927,0.176023483,912,841,1824,bcsstk27
19,32,0,0.192990541,0.192005157,856,785,1712,bcsstk27
19,32,1,0.193712711,0.192007065,856,785,1712,bcsstk27
19,32,2,0.193754196,0.192000628,856,785,1712,bcsstk27
19,32,3,0.193774223,0.192006350,856,785,1712,bcsstk27
19,32,4,0.192992926,0.192006111,856,785,1712,bcsstk27
19,32,5,0.193727016,0.192006111,856,785,1712,bcsstk27
19,32,6,0.193434477,0.192007542,856,785,1712,bcsstk27
19,32,7,0.192991495,0.192007303,856,785,1712,bcsstk27
19,32,8,0.279990911,0.192009211,856,785,1712,bcsstk27
19,32,9,0.194992542,0.192012787,856,785,1712,bcsstk27
23,32,0,0.194720030,0.191972733,876,804,1752,bcsstk27
23,32,1,0.194282055,0.192006826,876,804,1752,bcsstk27
23,32,2,0.194331169,0.192004442,876,804,1752,bcsstk27
23,32,3,0.194332361,0.191998959,876,804,1752,bcsstk27
23,32,4,0.192998171,0.192019463,876,804,1752,bcsstk27
23,32,5,0.194296837,0.192001104,876,804,1752,bcsstk27
23,32,6,0.193998098,0.192006350,876,804,1752,bcsstk27
23,32,7,0.192985535,0.191999197,876,804,1752,bcsstk27
23,32,8,0.283995390,0.192009926,876,804,1752,bcsstk27
23,32,9,0.194997311,0.192001104,876,804,1752,bcsstk27
24,32,0,0.267119646,0.265999079,914,842,1828,bcsstk27
24,32,1,0.184759855,0.184677362,914,842,1828,bcsstk27
24,32,2,0.268353462,0.262367010,914,842,1828,bcsstk27
24,32,3,0.271988869,0.264000893,914,842,1828,bcsstk27
24,32,4,0.272986174,0.264013052,914,842,1828,bcsstk27
24,32,5,0.266992092,0.264003515,914,842,1828,bcsstk27
24,32,6,0.271991253,0.264002562,914,842,1828,bcsstk27
24,32,7,0.184771776,0.184694290,914,842,1828,bcsstk27
24,32,8,0.264013052,0.264002562,914,842,1828,bcsstk27
24,32,9,0.264019489,0.264007568,914,842,1828,bcsstk27
20,32,0,0.289992332,0.288002968,894,823,1788,bcsstk27
20,32,1,0.383992672,0.288002491,894,823,1788,bcsstk27
20,32,2,0.290901899,0.288008451,894,823,1788,bcsstk27
20,32,3,0.290891886,0.288005829,894,823,1788,bcsstk27
20,32,4,0.288993835,0.288005114,894,823,1788,bcsstk27
20,32,5,0.290855885,0.288001537,894,823,1788,bcsstk27
20,32,6,0.290548325,0.288003683,894,823,1788,bcsstk27
20,32,7,0.288986444,0.287996531,894,823,1788,bcsstk27
20,32,8,0.385989189,0.287998915,894,823,1788,bcsstk27
20,32,9,0.290995359,0.288010359,894,823,1788,bcsstk27
18,32,0,0.383989096,0.287999630,912,841,1824,bcsstk27
18,32,1,0.383986950,0.288001299,912,841,1824,bcsstk27
18,32,2,0.291189432,0.288008213,912,841,1824,bcsstk27
18,32,3,0.291171789,0.288005590,912,841,1824,bcsstk27
18,32,4,0.291165352,0.288004875,912,841,1824,bcsstk27
18,32,5,0.291141748,0.288002968,912,841,1824,bcsstk27
18,32,6,0.295112133,0.292001486,912,841,1824,bcsstk27
18,32,7,0.288995266,0.288007259,912,841,1824,bcsstk27
18,32,8,0.385991096,0.288001060,912,841,1824,bcsstk27
18,32,9,0.290990114,0.288005590,912,841,1824,bcsstk27
31,32,0,0.176993370,0.176003456,894,822,1788,bcsstk27
31,32,1,0.097997427,0.088011265,894,822,1788,bcsstk27
31,32,2,0.179991245,0.176005840,894,822,1788,bcsstk27
31,32,3,0.184001207,0.176010609,894,822,1788,bcsstk27
31,32,4,0.095717669,0.095623493,894,822,1788,bcsstk27
31,32,5,0.180068016,0.176007986,894,822,1788,bcsstk27
31,32,6,0.183998108,0.176007032,894,822,1788,bcsstk27
31,32,7,0.097999334,0.088007927,894,822,1788,bcsstk27
31,32,8,0.178004265,0.176009893,894,822,1788,bcsstk27
31,32,9,0.176038027,0.176026106,894,822,1788,bcsstk27
17,32,0,0.383991480,0.287999630,874,803,1748,bcsstk27
17,32,1,0.383991480,0.287999630,874,803,1748,bcsstk27
17,32,2,0.291473627,0.288006783,874,803,1748,bcsstk27
17,32,3,0.291463852,0.288001537,874,803,1748,bcsstk27
17,32,4,0.290999174,0.288006306,874,803,1748,bcsstk27
17,32,5,0.291441441,0.288006544,874,803,1748,bcsstk27
17,32,6,0.286828041,0.284002542,874,803,1748,bcsstk27
17,32,7,0.288995266,0.288000345,874,803,1748,bcsstk27
17,32,8,0.385997057,0.288002014,874,803,1748,bcsstk27
17,32,9,0.290997267,0.287999868,874,803,1748,bcsstk27
2,32,0,0.383998394,0.288009405,918,846,1836,bcsstk27
2,32,1,0.284993649,0.284004927,918,846,1836,bcsstk27
2,32,2,0.294997692,0.292004585,918,846,1836,bcsstk27
2,32,3,0.288022041,0.288003922,918,846,1836,bcsstk27
2,32,4,0.288023710,0.288007259,918,846,1836,bcsstk27
2,32,5,0.288018227,0.288000822,918,846,1836,bcsstk27
2,32,6,0.288018942,0.288000822,918,846,1836,bcsstk27
2,32,7,0.288999319,0.288008928,918,846,1836,bcsstk27
2,32,8,0.385993242,0.288002491,918,846,1836,bcsstk27
2,32,9,0.290995121,0.288000822,918,846,1836,bcsstk27
12,32,0,0.287987947,0.192000628,904,832,1808,bcsstk27
12,32,1,0.197756290,0.196006775,904,832,1808,bcsstk27
12,32,2,0.190992832,0.188001156,904,832,1808,bcsstk27
12,32,3,0.192290306,0.192005396,904,832,1808,bcsstk27
12,32,4,0.192021370,0.192004681,904,832,1808,bcsstk27
12,32,5,0.192293644,0.192007065,904,832,1808,bcsstk27
12,32,6,0.192302942,0.191998720,904,832,1808,bcsstk27
12,32,7,0.192999363,0.192006111,904,832,1808,bcsstk27
12,32,8,0.289989233,0.192003489,904,832,1808,bcsstk27
12,32,9,0.194994211,0.192001820,904,832,1808,bcsstk27
15,32,0,0.000185490,0.000087976,867,795,1734,bcsstk27
15,32,1,0.000191927,0.000093222,867,795,1734,bcsstk27
15,32,2,0.000200272,0.000089407,867,795,1734,bcsstk27
15,32,3,0.000205755,0.000088930,867,795,1734,bcsstk27
15,32,4,0.000194311,0.000079870,867,795,1734,bcsstk27
15,32,5,0.000200748,0.000089169,867,795,1734,bcsstk27
15,32,6,0.095986366,0.000097275,867,795,1734,bcsstk27
15,32,7,0.000170231,0.000104666,867,795,1734,bcsstk27
15,32,8,0.000157356,0.000092268,867,795,1734,bcsstk27
15,32,9,0.095992327,0.000092745,867,795,1734,bcsstk27
4,32,0,0.287997723,0.192007303,934,861,1868,bcsstk27
4,32,1,0.283998251,0.192016840,934,861,1868,bcsstk27
4,32,2,0.193771124,0.192004442,934,861,1868,bcsstk27
4,32,3,0.194413662,0.192006826,934,861,1868,bcsstk27
4,32,4,0.194995642,0.192018270,934,861,1868,bcsstk27
4,32,5,0.194999456,0.192003012,934,861,1868,bcsstk27
4,32,6,0.192024231,0.192001104,934,861,1868,bcsstk27
4,32,7,0.192038536,0.192018032,934,861,1868,bcsstk27
4,32,8,0.287991047,0.192002058,934,861,1868,bcsstk27
4,32,9,0.288000107,0.192006111,934,861,1868,bcsstk27
22,32,0,0.287984610,0.191997528,900,828,1800,bcsstk27
22,32,1,0.287984371,0.191995382,900,828,1800,bcsstk27
22,32,2,0.287994146,0.192006350,900,828,1800,bcsstk27
22,32,3,0.287993193,0.192008734,900,828,1800,bcsstk27
22,32,4,0.287985325,0.191995144,900,828,1800,bcsstk27
22,32,5,0.195858955,0.192001343,900,828,1800,bcsstk27
22,32,6,0.287989855,0.192004919,900,828,1800,bcsstk27
22,32,7,0.195275307,0.192018270,900,828,1800,bcsstk27
22,32,8,0.287990332,0.191998482,900,828,1800,bcsstk27
22,32,9,0.287989378,0.192001343,900,828,1800,bcsstk27
13,32,0,0.096019745,0.096000433,874,801,1748,bcsstk27
13,32,1,0.096025944,0.096008778,874,801,1748,bcsstk27
13,32,2,0.096019506,0.096000195,874,801,1748,bcsstk27
13,32,3,0.096024513,0.096005201,874,801,1748,bcsstk27
13,32,4,0.096029282,0.096011639,874,801,1748,bcsstk27
13,32,5,0.096025467,0.096007109,874,801,1748,bcsstk27
13,32,6,0.096018076,0.096000433,874,801,1748,bcsstk27
13,32,7,0.099851847,0.096000910,874,801,1748,bcsstk27
13,32,8,0.188296556,0.096005678,874,801,1748,bcsstk27
13,32,9,0.188311815,0.096011162,874,801,1748,bcsstk27
9,32,0,0.098085642,0.096021175,879,807,1758,bcsstk27
9,32,1,0.212307930,0.096022129,879,807,1758,bcsstk27
9,32,2,0.099875450,0.096004725,879,807,1758,bcsstk27
9,32,3,0.099439621,0.096006632,879,807,1758,bcsstk27
9,32,4,0.192000151,0.096020460,879,807,1758,bcsstk27
9,32,5,0.215994835,0.096004248,879,807,1758,bcsstk27
9,32,6,0.191996574,0.096003532,879,807,1758,bcsstk27
9,32,7,0.099585056,0.096021652,879,807,1758,bcsstk27
9,32,8,0.223991394,0.096002102,879,807,1758,bcsstk27
9,32,9,0.283994913,0.192004681,879,807,1758,bcsstk27
8,32,0,0.287987232,0.191999912,915,842,1830,bcsstk27
8,32,1,0.295993090,0.192026377,915,842,1830,bcsstk27
8,32,2,0.287992716,0.192004204,915,842,1830,bcsstk27
8,32,3,0.287999392,0.192012072,915,842,1830,bcsstk27
8,32,4,0.287991285,0.192009211,915,842,1830,bcsstk27
8,32,5,0.299985886,0.192003965,915,842,1830,bcsstk27
8,32,6,0.287993193,0.192009926,915,842,1830,bcsstk27
8,32,7,0.287985325,0.192003965,915,842,1830,bcsstk27
8,32,8,0.322754860,0.192001820,915,842,1830,bcsstk27
8,32,9,0.311996698,0.192009449,915,842,1830,bcsstk27
21,32,0,0.287979841,0.191990614,853,781,1706,bcsstk27
21,32,1,0.195464134,0.192026138,853,781,1706,bcsstk27
21,32,2,0.384002447,0.288011789,853,781,1706,bcsstk27
21,32,3,0.291747570,0.288007259,853,781,1706,bcsstk27
21,32,4,0.383994579,0.288007736,853,781,1706,bcsstk27
21,32,5,0.383988619,0.288005114,853,781,1706,bcsstk27
21,32,6,0.384000301,0.288009405,853,781,1706,bcsstk27
21,32,7,0.383991957,0.288005590,853,781,1706,bcsstk27
21,32,8,0.385996819,0.288009167,853,781,1706,bcsstk27
21,32,9,0.384001493,0.288014889,853,781,1706,bcsstk27
7,32,0,0.191999674,0.096011639,898,825,1796,bcsstk27
7,32,1,0.099002123,0.096019268,898,825,1796,bcsstk27
7,32,2,0.287991047,0.192000866,898,825,1796,bcsstk27
7,32,3,0.287996769,0.192003727,898,825,1796,bcsstk27
7,32,4,0.287998199,0.192003965,898,825,1796,bcsstk27
7,32,5,0.291995287,0.192006111,898,825,1796,bcsstk27
7,32,6,0.288005114,0.192000628,898,825,1796,bcsstk27
7,32,7,0.287990093,0.192000866,898,825,1796,bcsstk27
7,32,8,0.289991140,0.192001581,898,825,1796,bcsstk27
7,32,9,0.287994146,0.192002535,898,825,1796,bcsstk27
62,64,0,0.706100464,0.706023455,463,444,926,bcsstk27
62,64,1,0.541996002,0.532042503,463,444,926,bcsstk27
62,64,2,0.689087152,0.689016342,463,444,926,bcsstk27
62,64,3,0.528064728,0.527982235,463,444,926,bcsstk27
62,64,4,0.676995993,0.676012039,463,444,926,bcsstk27
62,64,5,0.538454771,0.538383722,463,444,926,bcsstk27
62,64,6,0.521988630,0.521008015,463,444,926,bcsstk27
62,64,7,0.345101118,0.345010042,463,444,926,bcsstk27
62,64,8,0.521085024,0.521012545,463,444,926,bcsstk27
62,64,9,0.523093700,0.523016453,463,444,926,bcsstk27
63,64,0,0.721025229,0.718024254,448,429,896,bcsstk27
63,64,1,0.535991192,0.356045246,448,429,896,bcsstk27
63,64,2,0.543090582,0.543029547,448,429,896,bcsstk27
63,64,3,0.544082165,0.544012308,448,429,896,bcsstk27
63,64,4,0.721991539,0.720012665,448,429,896,bcsstk27
63,64,5,0.604089022,0.604019642,448,429,896,bcsstk27
63,64,6,0.350191355,0.350106001,448,429,896,bcsstk27
63,64,7,0.356104612,0.356013775,448,429,896,bcsstk27
63,64,8,0.527066231,0.526994228,448,429,896,bcsstk27
63,64,9,0.434094429,0.434016705,448,429,896,bcsstk27
1,64,0,0.864087105,0.864009142,454,434,908,bcsstk27
1,64,1,0.864121675,0.864037275,454,434,908,bcsstk27
1,64,2,0.864122868,0.864036798,454,434,908,bcsstk27
1,64,3,0.864101410,0.864034891,454,434,908,bcsstk27
1,64,4,0.864118814,0.864034414,454,434,908,bcsstk27
1,64,5,0.768387556,0.768006325,454,434,908,bcsstk27
1,64,6,0.863983631,0.768021584,454,434,908,bcsstk27
1,64,7,0.768159866,0.768085003,454,434,908,bcsstk27
1,64,8,1.055999279,0.960034847,454,434,908,bcsstk27
1,64,9,0.864105940,0.864022732,454,434,908,bcsstk27
6,64,0,0.864300728,0.863998175,466,446,932,bcsstk27
6,64,1,0.864300966,0.864009857,466,446,932,bcsstk27
6,64,2,0.864485741,0.864042044,466,446,932,bcsstk27
6,64,3,0.768192291,0.768127203,466,446,932,bcsstk27
6,64,4,0.864296913,0.864007711,466,446,932,bcsstk27
